category,doc_id,member_name,message,row
invalid_date,20023082,Hon. Richard W. Allen,Invalid or missing transaction date: S,"{'Member': 'Allen', 'Prefix': 'Hon.', 'FirstName': 'Richard W.', 'LastName': 'Allen', 'DocID': '20023082', 'Owner': 'SP', 'Asset': 'BB&T Corporation', 'Ticker': 'BBT', 'Transaction Type': 'S', 'Transaction Date': 'S', 'Notification Date': '(partial)', 'Amount': '06/19/2019', 'Filing Status': 'New', 'Description': 'Subholding of: LIVTR'}"
invalid_date,20023082,Hon. Richard W. Allen,Invalid or missing transaction date: S,"{'Member': 'Allen', 'Prefix': 'Hon.', 'FirstName': 'Richard W.', 'LastName': 'Allen', 'DocID': '20023082', 'Owner': 'SP', 'Asset': 'BB&T Corporation', 'Ticker': 'BBT', 'Transaction Type': 'S', 'Transaction Date': 'S', 'Notification Date': '(partial)', 'Amount': '03/23/2017', 'Filing Status': 'New', 'Description': 'Subholding of: LIVTR'}"
invalid_date,20023082,Hon. Richard W. Allen,Invalid or missing transaction date: Corporation,"{'Member': 'Allen', 'Prefix': 'Hon.', 'FirstName': 'Richard W.', 'LastName': 'Allen', 'DocID': '20023082', 'Owner': 'SP', 'Asset': '', 'Ticker': '', 'Transaction Type': 'S', 'Transaction Date': 'Corporation', 'Notification Date': '(SSB)', 'Amount': '[ST]', 'Filing Status': 'New', 'Description': 'Subholding of: R.W. Allen & Associates, Inc. > RWA&A - Securities'}"
invalid_date,20023082,Hon. Richard W. Allen,Invalid or missing transaction date: Corporation,"{'Member': 'Allen', 'Prefix': 'Hon.', 'FirstName': 'Richard W.', 'LastName': 'Allen', 'DocID': '20023082', 'Owner': 'SP', 'Asset': '', 'Ticker': '', 'Transaction Type': 'S', 'Transaction Date': 'Corporation', 'Notification Date': '(SSB)', 'Amount': '[ST]', 'Filing Status': 'New', 'Description': 'Subholding of: R.W. Allen & Associates, Inc. > RWA&A - Securities'}"
invalid_date,20023082,Hon. Richard W. Allen,Invalid or missing transaction date: Corporation,"{'Member': 'Allen', 'Prefix': 'Hon.', 'FirstName': 'Richard W.', 'LastName': 'Allen', 'DocID': '20023082', 'Owner': 'SP', 'Asset': '', 'Ticker': '', 'Transaction Type': 'S', 'Transaction Date': 'Corporation', 'Notification Date': '(SSB)', 'Amount': '[ST]', 'Filing Status': 'New', 'Description': 'Subholding of: R.W. Allen & Associates, Inc. > RWA&A - Securities'}"
invalid_date,20023082,Hon. Richard W. Allen,Invalid or missing transaction date: Corporation,"{'Member': 'Allen', 'Prefix': 'Hon.', 'FirstName': 'Richard W.', 'LastName': 'Allen', 'DocID': '20023082', 'Owner': 'SP', 'Asset': '', 'Ticker': '', 'Transaction Type': 'S', 'Transaction Date': 'Corporation', 'Notification Date': '(SSB)', 'Amount': '[ST]', 'Filing Status': 'New', 'Description': 'Subholding of: R.W. Allen & Associates, Inc. > RWA&A - Securities'}"
invalid_date,20023082,Hon. Richard W. Allen,Invalid or missing transaction date: Corporation,"{'Member': 'Allen', 'Prefix': 'Hon.', 'FirstName': 'Richard W.', 'LastName': 'Allen', 'DocID': '20023082', 'Owner': 'SP', 'Asset': '', 'Ticker': '', 'Transaction Type': 'S', 'Transaction Date': 'Corporation', 'Notification Date': '(SSB)', 'Amount': '[ST]', 'Filing Status': 'New', 'Description': 'Subholding of: R.W. Allen & Associates, Inc. > RWA&A - Securities'}"
invalid_date,20023082,Hon. Richard W. Allen,Invalid or missing transaction date: Corporation,"{'Member': 'Allen', 'Prefix': 'Hon.', 'FirstName': 'Richard W.', 'LastName': 'Allen', 'DocID': '20023082', 'Owner': 'SP', 'Asset': '', 'Ticker': '', 'Transaction Type': 'S', 'Transaction Date': 'Corporation', 'Notification Date': '(SSB)', 'Amount': '[ST]', 'Filing Status': 'New', 'Description': 'Subholding of: R.W. Allen & Associates, Inc. > RWA&A - Securities'}"
invalid_date,20023082,Hon. Richard W. Allen,Invalid or missing transaction date: Corporation,"{'Member': 'Allen', 'Prefix': 'Hon.', 'FirstName': 'Richard W.', 'LastName': 'Allen', 'DocID': '20023082', 'Owner': 'SP', 'Asset': '', 'Ticker': '', 'Transaction Type': 'S', 'Transaction Date': 'Corporation', 'Notification Date': '(SSB)', 'Amount': '[ST]', 'Filing Status': 'New', 'Description': 'Subholding of: R.W. Allen & Associates, Inc. > RWA&A - Securities'}"
invalid_date,20023082,Hon. Richard W. Allen,Invalid or missing transaction date: Corporation,"{'Member': 'Allen', 'Prefix': 'Hon.', 'FirstName': 'Richard W.', 'LastName': 'Allen', 'DocID': '20023082', 'Owner': 'SP', 'Asset': '', 'Ticker': '', 'Transaction Type': 'S', 'Transaction Date': 'Corporation', 'Notification Date': '(SSB)', 'Amount': '[ST]', 'Filing Status': 'New', 'Description': 'Subholding of: R.W. Allen & Associates, Inc. > RWA&A - Securities'}"
invalid_date,20023082,Hon. Richard W. Allen,Invalid or missing transaction date: Corporation,"{'Member': 'Allen', 'Prefix': 'Hon.', 'FirstName': 'Richard W.', 'LastName': 'Allen', 'DocID': '20023082', 'Owner': 'SP', 'Asset': '', 'Ticker': '', 'Transaction Type': 'S', 'Transaction Date': 'Corporation', 'Notification Date': '(SSB)', 'Amount': '[ST]', 'Filing Status': 'New', 'Description': 'Subholding of: R.W. Allen & Associates, Inc. > RWA&A - Securities'}"
invalid_date,20023082,Hon. Richard W. Allen,Invalid or missing transaction date: Corporation,"{'Member': 'Allen', 'Prefix': 'Hon.', 'FirstName': 'Richard W.', 'LastName': 'Allen', 'DocID': '20023082', 'Owner': 'SP', 'Asset': '', 'Ticker': '', 'Transaction Type': 'S', 'Transaction Date': 'Corporation', 'Notification Date': '(SSB)', 'Amount': '[ST]', 'Filing Status': 'New', 'Description': 'Subholding of: R.W. Allen & Associates, Inc. > RWA&A - Securities'}"
invalid_date,20023082,Hon. Richard W. Allen,Invalid or missing transaction date: Corporation,"{'Member': 'Allen', 'Prefix': 'Hon.', 'FirstName': 'Richard W.', 'LastName': 'Allen', 'DocID': '20023082', 'Owner': 'SP', 'Asset': '', 'Ticker': '', 'Transaction Type': 'S', 'Transaction Date': 'Corporation', 'Notification Date': '(SSB)', 'Amount': '[ST]', 'Filing Status': 'New', 'Description': 'Subholding of: R.W. Allen & Associates, Inc. > RWA&A - Securities'}"
invalid_date,20023082,Hon. Richard W. Allen,Invalid or missing transaction date: Corporation,"{'Member': 'Allen', 'Prefix': 'Hon.', 'FirstName': 'Richard W.', 'LastName': 'Allen', 'DocID': '20023082', 'Owner': 'SP', 'Asset': '', 'Ticker': '', 'Transaction Type': 'S', 'Transaction Date': 'Corporation', 'Notification Date': '(SSB)', 'Amount': '[ST]', 'Filing Status': 'New', 'Description': 'Subholding of: R.W. Allen & Associates, Inc. > RWA&A - Securities'}"
invalid_date,20023082,Hon. Richard W. Allen,Invalid or missing transaction date: Corporation,"{'Member': 'Allen', 'Prefix': 'Hon.', 'FirstName': 'Richard W.', 'LastName': 'Allen', 'DocID': '20023082', 'Owner': 'SP', 'Asset': '', 'Ticker': '', 'Transaction Type': 'S', 'Transaction Date': 'Corporation', 'Notification Date': '(SSB)', 'Amount': '[ST]', 'Filing Status': 'New', 'Description': 'Subholding of: R.W. Allen & Associates, Inc. > RWA&A - Securities'}"
invalid_date,20023082,Hon. Richard W. Allen,Invalid or missing transaction date: Corporation,"{'Member': 'Allen', 'Prefix': 'Hon.', 'FirstName': 'Richard W.', 'LastName': 'Allen', 'DocID': '20023082', 'Owner': 'SP', 'Asset': '', 'Ticker': '', 'Transaction Type': 'S', 'Transaction Date': 'Corporation', 'Notification Date': '(SSB)', 'Amount': '[ST]', 'Filing Status': 'New', 'Description': 'Subholding of: R.W. Allen & Associates, Inc. > RWA&A - Securities'}"
invalid_date,20023082,Hon. Richard W. Allen,Invalid or missing transaction date: Company,"{'Member': 'Allen', 'Prefix': 'Hon.', 'FirstName': 'Richard W.', 'LastName': 'Allen', 'DocID': '20023082', 'Owner': 'SP', 'Asset': 'Walt', 'Ticker': 'DIS', 'Transaction Type': 'S', 'Transaction Date': 'Company', 'Notification Date': '(DIS)', 'Amount': '[ST]', 'Filing Status': 'New', 'Description': 'Subholding of: R.W. Allen & Associates, Inc. > RWA&A - Securities'}"
invalid_date,20024169,Hon. Michael C. Burgess,Invalid or missing transaction date: S,"{'Member': 'Burgess', 'Prefix': 'Hon.', 'FirstName': 'Michael C.', 'LastName': 'Burgess', 'DocID': '20024169', 'Owner': 'Blackstone', 'Asset': 'Inc', 'Ticker': 'BX', 'Transaction Type': 'S', 'Transaction Date': 'S', 'Notification Date': '(partial)', 'Amount': '12/08/2023', 'Filing Status': 'New', 'Description': ''}"
invalid_date,20022685,Hon. Michael C. Burgess,Invalid or missing transaction date: Incorporated,"{'Member': 'Burgess', 'Prefix': 'Hon.', 'FirstName': 'Michael C.', 'LastName': 'Burgess', 'DocID': '20022685', 'Owner': 'Texas', 'Asset': '', 'Ticker': 'TXN', 'Transaction Type': 'S', 'Transaction Date': 'Incorporated', 'Notification Date': 'S', 'Amount': '(partial)', 'Filing Status': 'New', 'Description': 'sale of 29 shares'}"
missing_field,20023153,Hon. Michael C. Burgess,"Missing required fields: doc_id=20023153, member_name=Hon. Michael C. Burgess, raw_asset=, transaction_type=S, transaction_date=2023-07-14","{'Member': 'Burgess', 'Prefix': 'Hon.', 'FirstName': 'Michael C.', 'LastName': 'Burgess', 'DocID': '20023153', 'Owner': 'SP', 'Asset': '', 'Ticker': '', 'Transaction Type': 'S', 'Transaction Date': 'Inc.', 'Notification Date': '(BX)', 'Amount': '[ST]', 'Filing Status': 'New', 'Description': 'The terms of the call are a strike price of $89, and an expiration of 07/14/2023'}"
missing_field,20022499,Hon. Michael C. Burgess,"Missing required fields: doc_id=20022499, member_name=Hon. Michael C. Burgess, raw_asset=, transaction_type=S, transaction_date=2023-04-06","{'Member': 'Burgess', 'Prefix': 'Hon.', 'FirstName': 'Michael C.', 'LastName': 'Burgess', 'DocID': '20022499', 'Owner': 'SP', 'Asset': '', 'Ticker': '', 'Transaction Type': 'S', 'Transaction Date': 'Inc.', 'Notification Date': '(BX)', 'Amount': '[ST]', 'Filing Status': 'New', 'Description': 'The terms of the call are a strike price of $89, and an expiration of 04/6/2023.'}"
missing_field,20023340,Hon. Michael C. Burgess,"Missing required fields: doc_id=20023340, member_name=Hon. Michael C. Burgess, raw_asset=, transaction_type=S, transaction_date=2023-08-11","{'Member': 'Burgess', 'Prefix': 'Hon.', 'FirstName': 'Michael C.', 'LastName': 'Burgess', 'DocID': '20023340', 'Owner': 'SP', 'Asset': '', 'Ticker': '', 'Transaction Type': 'S', 'Transaction Date': 'Company', 'Notification Date': '(CC)', 'Amount': '[ST]', 'Filing Status': 'New', 'Description': 'The terms of the call are a strike price of $36, and an expiration of 08/11/2023* For the complete list of asset type abbreviations, please visit https://fd.house.gov/reference/asset-type-codes.aspx.'}"
invalid_date,20022894,Hon. Earl Leroy Carter,Invalid or missing transaction date: Sm,"{'Member': 'Carter', 'Prefix': 'Hon.', 'FirstName': 'Earl Leroy', 'LastName': 'Carter', 'DocID': '20022894', 'Owner': 'Kayne', 'Asset': '', 'Ticker': '', 'Transaction Type': 'S', 'Transaction Date': 'Sm', 'Notification Date': 'Quality', 'Amount': 'Val', 'Filing Status': 'New', 'Description': 'Subholding of: Morgan Stanley Unified Management Account'}"
invalid_date,20024004,Hon. Gerald E. Connolly,Invalid or missing transaction date: S,"{'Member': 'Connolly', 'Prefix': 'Hon.', 'FirstName': 'Gerald E.', 'LastName': 'Connolly', 'DocID': '20024004', 'Owner': 'JT', 'Asset': 'Dominion Energy, Inc', 'Ticker': 'D', 'Transaction Type': 'S', 'Transaction Date': 'S', 'Notification Date': '(partial)', 'Amount': '11/13/2023', 'Filing Status': 'New', 'Description': 'Subholding of: TIAA Joint'}"
invalid_date,20023575,Hon. Gerald E. Connolly,Invalid or missing transaction date: S,"{'Member': 'Connolly', 'Prefix': 'Hon.', 'FirstName': 'Gerald E.', 'LastName': 'Connolly', 'DocID': '20023575', 'Owner': 'JT', 'Asset': 'Dominion Energy, Inc', 'Ticker': 'D', 'Transaction Type': 'S', 'Transaction Date': 'S', 'Notification Date': '(partial)', 'Amount': '08/15/2023', 'Filing Status': 'New', 'Description': 'Subholding of: TIAA Joint'}"
invalid_date,20022660,Hon. Gerald E. Connolly,Invalid or missing transaction date: S,"{'Member': 'Connolly', 'Prefix': 'Hon.', 'FirstName': 'Gerald E.', 'LastName': 'Connolly', 'DocID': '20022660', 'Owner': 'JT', 'Asset': 'Dominion Energy, Inc', 'Ticker': 'D', 'Transaction Type': 'S', 'Transaction Date': 'S', 'Notification Date': '(partial)', 'Amount': '03/29/2023', 'Filing Status': 'New', 'Description': 'Subholding of: TIAA Joint'}"
invalid_date,20022309,Hon. Gerald E. Connolly,Invalid or missing transaction date: S,"{'Member': 'Connolly', 'Prefix': 'Hon.', 'FirstName': 'Gerald E.', 'LastName': 'Connolly', 'DocID': '20022309', 'Owner': 'JT', 'Asset': 'Dominion Energy, Inc', 'Ticker': 'D', 'Transaction Type': 'S', 'Transaction Date': 'S', 'Notification Date': '(partial)', 'Amount': '12/06/2022', 'Filing Status': 'New', 'Description': 'Subholding of: TIAA Joint'}"
invalid_date,20024004,Hon. Gerald E. Connolly,"Invalid or missing transaction date: Holdings,","{'Member': 'Connolly', 'Prefix': 'Hon.', 'FirstName': 'Gerald E.', 'LastName': 'Connolly', 'DocID': '20024004', 'Owner': 'JT', 'Asset': '', 'Ticker': '', 'Transaction Type': 'S', 'Transaction Date': 'Holdings,', 'Notification Date': 'Inc.', 'Amount': '(LDOS)', 'Filing Status': 'New', 'Description': 'Subholding of: TIAA Joint'}"
invalid_date,20023575,Hon. Gerald E. Connolly,"Invalid or missing transaction date: Holdings,","{'Member': 'Connolly', 'Prefix': 'Hon.', 'FirstName': 'Gerald E.', 'LastName': 'Connolly', 'DocID': '20023575', 'Owner': 'JT', 'Asset': '', 'Ticker': '', 'Transaction Type': 'S', 'Transaction Date': 'Holdings,', 'Notification Date': 'Inc.', 'Amount': '(LDOS)', 'Filing Status': 'New', 'Description': 'Subholding of: TIAA Joint'}"
invalid_date,20022660,Hon. Gerald E. Connolly,"Invalid or missing transaction date: Holdings,","{'Member': 'Connolly', 'Prefix': 'Hon.', 'FirstName': 'Gerald E.', 'LastName': 'Connolly', 'DocID': '20022660', 'Owner': 'JT', 'Asset': '', 'Ticker': '', 'Transaction Type': 'S', 'Transaction Date': 'Holdings,', 'Notification Date': 'Inc.', 'Amount': '(LDOS)', 'Filing Status': 'New', 'Description': 'Subholding of: TIAA Joint'}"
invalid_date,20022309,Hon. Gerald E. Connolly,"Invalid or missing transaction date: Holdings,","{'Member': 'Connolly', 'Prefix': 'Hon.', 'FirstName': 'Gerald E.', 'LastName': 'Connolly', 'DocID': '20022309', 'Owner': 'JT', 'Asset': '', 'Ticker': '', 'Transaction Type': 'S', 'Transaction Date': 'Holdings,', 'Notification Date': 'Inc.', 'Amount': '(LDOS)', 'Filing Status': 'New', 'Description': 'Subholding of: TIAA Joint'}"
invalid_date,20024004,Hon. Gerald E. Connolly,Invalid or missing transaction date: APPLICATIONS,"{'Member': 'Connolly', 'Prefix': 'Hon.', 'FirstName': 'Gerald E.', 'LastName': 'Connolly', 'DocID': '20024004', 'Owner': 'JT', 'Asset': '', 'Ticker': 'SAIC', 'Transaction Type': 'S', 'Transaction Date': 'APPLICATIONS', 'Notification Date': 'S', 'Amount': '(partial)', 'Filing Status': 'New', 'Description': 'Subholding of: TIAA Joint'}"
invalid_date,20023575,Hon. Gerald E. Connolly,Invalid or missing transaction date: APPLICATIONS,"{'Member': 'Connolly', 'Prefix': 'Hon.', 'FirstName': 'Gerald E.', 'LastName': 'Connolly', 'DocID': '20023575', 'Owner': 'JT', 'Asset': '', 'Ticker': 'SAIC', 'Transaction Type': 'S', 'Transaction Date': 'APPLICATIONS', 'Notification Date': 'S', 'Amount': '(partial)', 'Filing Status': 'New', 'Description': 'Subholding of: TIAA Joint'}"
invalid_date,20022660,Hon. Gerald E. Connolly,Invalid or missing transaction date: APPLICATIONS,"{'Member': 'Connolly', 'Prefix': 'Hon.', 'FirstName': 'Gerald E.', 'LastName': 'Connolly', 'DocID': '20022660', 'Owner': 'JT', 'Asset': '', 'Ticker': 'SAIC', 'Transaction Type': 'S', 'Transaction Date': 'APPLICATIONS', 'Notification Date': 'S', 'Amount': '(partial)', 'Filing Status': 'New', 'Description': 'Subholding of: TIAA Joint'}"
invalid_date,20022309,Hon. Gerald E. Connolly,Invalid or missing transaction date: APPLICATIONS,"{'Member': 'Connolly', 'Prefix': 'Hon.', 'FirstName': 'Gerald E.', 'LastName': 'Connolly', 'DocID': '20022309', 'Owner': 'JT', 'Asset': '', 'Ticker': 'SAIC', 'Transaction Type': 'S', 'Transaction Date': 'APPLICATIONS', 'Notification Date': 'S', 'Amount': '(partial)', 'Filing Status': 'New', 'Description': 'Subholding of: TIAA Joint'}"
invalid_date,20022561,Hon. John Curtis,Invalid or missing transaction date: Wholesale,"{'Member': 'Curtis', 'Prefix': 'Hon.', 'FirstName': 'John', 'LastName': 'Curtis', 'DocID': '20022561', 'Owner': 'JT', 'Asset': '', 'Ticker': 'COST', 'Transaction Type': 'S', 'Transaction Date': 'Wholesale', 'Notification Date': 'Corporation', 'Amount': 'S', 'Filing Status': 'New', 'Description': 'Subholding of: Northwestern Mutual - Joint'}"
invalid_date,20022721,Hon. John Curtis,Invalid or missing transaction date: Scientific,"{'Member': 'Curtis', 'Prefix': 'Hon.', 'FirstName': 'John', 'LastName': 'Curtis', 'DocID': '20022721', 'Owner': 'JT', 'Asset': '', 'Ticker': '', 'Transaction Type': 'S', 'Transaction Date': 'Scientific', 'Notification Date': 'Corporation', 'Amount': '(BSX)', 'Filing Status': 'New', 'Description': 'Subholding of: Northwestern Mutual - Joint'}"
invalid_date,20022561,Hon. John Curtis,Invalid or missing transaction date: Scientific,"{'Member': 'Curtis', 'Prefix': 'Hon.', 'FirstName': 'John', 'LastName': 'Curtis', 'DocID': '20022561', 'Owner': 'JT', 'Asset': '', 'Ticker': '', 'Transaction Type': 'S', 'Transaction Date': 'Scientific', 'Notification Date': 'Corporation', 'Amount': '(BSX)', 'Filing Status': 'New', 'Description': 'Subholding of: Northwestern Mutual - Joint'}"
invalid_date,20022561,Hon. John Curtis,Invalid or missing transaction date: Scientific,"{'Member': 'Curtis', 'Prefix': 'Hon.', 'FirstName': 'John', 'LastName': 'Curtis', 'DocID': '20022561', 'Owner': 'JT', 'Asset': 'Thermo', 'Ticker': 'TMO', 'Transaction Type': 'S', 'Transaction Date': 'Scientific', 'Notification Date': 'Inc', 'Amount': '(TMO)', 'Filing Status': 'New', 'Description': 'Subholding of: Northwestern Mutual - Joint'}"
invalid_date,20023799,Hon. John Curtis,Invalid or missing transaction date: S,"{'Member': 'Curtis', 'Prefix': 'Hon.', 'FirstName': 'John', 'LastName': 'Curtis', 'DocID': '20023799', 'Owner': 'JT', 'Asset': 'Adobe Inc', 'Ticker': 'ADBE', 'Transaction Type': 'S', 'Transaction Date': 'S', 'Notification Date': '(partial)', 'Amount': '09/13/2023', 'Filing Status': 'New', 'Description': 'Subholding of: Northwestern Mutual - Joint'}"
invalid_date,20023799,Hon. John Curtis,Invalid or missing transaction date: S,"{'Member': 'Curtis', 'Prefix': 'Hon.', 'FirstName': 'John', 'LastName': 'Curtis', 'DocID': '20023799', 'Owner': 'JT', 'Asset': 'Union Pacific Corporation', 'Ticker': 'UNP', 'Transaction Type': 'S', 'Transaction Date': 'S', 'Notification Date': '(partial)', 'Amount': '09/13/2023', 'Filing Status': 'New', 'Description': 'Subholding of: Northwestern Mutual - Joint'}"
invalid_date,20022721,Hon. John Curtis,Invalid or missing transaction date: S,"{'Member': 'Curtis', 'Prefix': 'Hon.', 'FirstName': 'John', 'LastName': 'Curtis', 'DocID': '20022721', 'Owner': 'JT', 'Asset': 'Caterpillar, Inc', 'Ticker': 'CAT', 'Transaction Type': 'S', 'Transaction Date': 'S', 'Notification Date': '(partial)', 'Amount': '04/26/2023', 'Filing Status': 'New', 'Description': 'Subholding of: Northwestern Mutual - Joint'}"
invalid_date,20022721,Hon. John Curtis,Invalid or missing transaction date: S,"{'Member': 'Curtis', 'Prefix': 'Hon.', 'FirstName': 'John', 'LastName': 'Curtis', 'DocID': '20022721', 'Owner': 'JT', 'Asset': 'NVIDIA Corporation', 'Ticker': 'NVDA', 'Transaction Type': 'S', 'Transaction Date': 'S', 'Notification Date': '(partial)', 'Amount': '04/26/2023', 'Filing Status': 'New', 'Description': 'Subholding of: Northwestern Mutual - Joint'}"
invalid_date,20022561,Hon. John Curtis,Invalid or missing transaction date: S,"{'Member': 'Curtis', 'Prefix': 'Hon.', 'FirstName': 'John', 'LastName': 'Curtis', 'DocID': '20022561', 'Owner': 'JT', 'Asset': 'Amazon.com, Inc', 'Ticker': 'AMZN', 'Transaction Type': 'S', 'Transaction Date': 'S', 'Notification Date': '(partial)', 'Amount': '02/23/2023', 'Filing Status': 'New', 'Description': 'Subholding of: Northwestern Mutual - Joint'}"
invalid_date,20022561,Hon. John Curtis,Invalid or missing transaction date: S,"{'Member': 'Curtis', 'Prefix': 'Hon.', 'FirstName': 'John', 'LastName': 'Curtis', 'DocID': '20022561', 'Owner': 'JT', 'Asset': 'Apple Inc', 'Ticker': 'AAPL', 'Transaction Type': 'S', 'Transaction Date': 'S', 'Notification Date': '(partial)', 'Amount': '02/23/2023', 'Filing Status': 'New', 'Description': 'Subholding of: Northwestern Mutual - Joint'}"
invalid_date,20022561,Hon. John Curtis,Invalid or missing transaction date: S,"{'Member': 'Curtis', 'Prefix': 'Hon.', 'FirstName': 'John', 'LastName': 'Curtis', 'DocID': '20022561', 'Owner': 'JT', 'Asset': 'Chevron Corporation', 'Ticker': 'CVX', 'Transaction Type': 'S', 'Transaction Date': 'S', 'Notification Date': '(partial)', 'Amount': '02/23/2023', 'Filing Status': 'New', 'Description': 'Subholding of: Northwestern Mutual - Joint'}"
invalid_date,20022561,Hon. John Curtis,Invalid or missing transaction date: S,"{'Member': 'Curtis', 'Prefix': 'Hon.', 'FirstName': 'John', 'LastName': 'Curtis', 'DocID': '20022561', 'Owner': 'JT', 'Asset': 'NVIDIA Corporation', 'Ticker': 'NVDA', 'Transaction Type': 'S', 'Transaction Date': 'S', 'Notification Date': '(partial)', 'Amount': '02/23/2023', 'Filing Status': 'New', 'Description': 'Subholding of: Northwestern Mutual - Joint'}"
invalid_date,20022561,Hon. John Curtis,Invalid or missing transaction date: S,"{'Member': 'Curtis', 'Prefix': 'Hon.', 'FirstName': 'John', 'LastName': 'Curtis', 'DocID': '20022561', 'Owner': 'JT', 'Asset': 'Procter & Gamble Company', 'Ticker': 'PG', 'Transaction Type': 'S', 'Transaction Date': 'S', 'Notification Date': '(partial)', 'Amount': '02/23/2023', 'Filing Status': 'New', 'Description': 'Subholding of: Northwestern Mutual - Joint'}"
