Member,DocID,Owner,Asset,Ticker,Transaction Type,Transaction Date,Notification Date,Amount,Filing Status,Description
Brooks,20003084,SP,"ZooMI, INC.",NaN,P,01/27/2015,01/27/2015,"$15,001 - $50,000",New,"Hon. Susan W. Brooks , 05/14/2015"
Brooks,20002454,JT,"Avon Products, Inc. Bonds",NaN,P,01/22/2015,01/22/2015,"$1,001 - $15,000",New,"Hon. Mo Brooks , 01/26/2015"
Cassidy,20003626,DC,Michigan Educational Savings Plan,NaN,S,12/3/2014,08/13/2015,"$1,001 - $15,000",New,College Savings Plan
Cassidy,20003626,SP,Chevron Corporation ,CVX,P,12/16/2014,08/13/2015,"$15,001 - $50,000",New,
Cassidy,20003626,SP,Exxon Mobil Corporation ,XOM,P,12/16/2014,08/13/2015,"$1,001 - $15,000",New,
Cassidy,20003626,SP,Royal Dutch Shell PLC Royal Dutch,NaN,P,12/16/2014,08/13/2015,"$15,001 - $50,000",New,"Hon. William M. Cassidy , 08/20/2015"
Cassidy,20003626,SP,Ford Motor Company ,F,S,09/11/2014,08/13/2015,"$1,001 - $15,000",New,
Cassidy,20003626,SP,Intel Corporation ,INTC,S,09/11/2014,08/13/2015,"$1,001 - $15,000",New,
Cassidy,20003626,SP,Phillips 66 ,PSX,S,09/11/2014,08/13/2015,"$1,001 - $15,000",New,
Clark,20003526,SPECTRuM,bRaNDS INC SR NT,NaN,S,07/23/2015,08/3/2015,"$1,001 - $15,000",New,"Hon. Katherine M. Clark , 08/3/2015"
Conaway,20003907,SP,"SP500 C LIRN Issuer bac 14.54% P 09/23/2015 09/28/2015 $50,001",NaN,asset,transaction,Date,notification,New,SP500 C LIRN Issuer bac 14.54%
Conaway,20002832,SP,,NaN,(Merrill,Lynch),(Owner:,SP)LOCATION:,,
Conaway,20003907,SP,Exxon Mobil Corporation ,XOM,P,09/25/2015,09/30/2015,"$1,001 - $15,000",New,
Conaway,20003907,SP,SP500 C LIRN Issuer barc Cap 12.1,NaN,P,09/23/2015,09/28/2015,"$15,001 - $50,000",New,SP500 C LIRN Issuer barc Cap 12.1
Conaway,20003907,SP,SX5E LIRN ISSUER HSbC PART,NaN,S,09/23/2015,09/28/2015,"$15,001 - $50,000",New,SX5E LIRN ISSUER HSbC PART 118.00%
Conaway,20003907,SP,SX5E LIRN ISSUER HSbC PART,NaN,S,09/23/2015,09/28/2015,"$50,001 - $100,000",New,SX5E LIRN ISSUER HSbC PART 118.00%
Conaway,20003907,SP,Ft Unit 5221 Sabrient bakers Dozen Port,NaN,S,09/2/2015,09/8/2015,"$50,001 - $100,000",New,Ft Unit 5221 Sabrient bakers Dozen Port 201
Conaway,20003907,SP,Ft Unit 5221 Sabrient bakers Dozen Port,NaN,S,09/2/2015,09/8/2015,"$15,001 - $50,000",New,Ft Unit 5221 Sabrient bakers Dozen Port 20
Conaway,20003907,SP,Ft Unit 5221 Sabrient bakers Dozen Port,NaN,P,09/2/2015,09/8/2015,"$15,001 - $50,000",New,Ft Unit 5221 Sabrient bakers Dozen Port 201
Conaway,20003907,SP,Ft Unit 5221 Sabrient bakers Dozen Port,NaN,S,09/2/2015,09/8/2015,"$15,001 - $50,000",New,Ft Unit 5221 Sabrient bakers Dozen Port 201
Conaway,20003907,SP,FT Unit 5221 Sabrient Sale Price,NaN,S,09/2/2015,09/8/2015,"$50,001 - $100,000",New,FT Unit 5221 Sabrient Sale Price
Conaway,20003907,SP,Ft Unit 5601 Sabrient bakers Dozen,NaN,P,09/2/2015,09/8/2015,"$15,001 - $50,000",New,Ft Unit 5601 Sabrient bakers Dozen
Conaway,20003907,SP,FT Unit 5601 Sabrient bakers Dozen,NaN,P,09/2/2015,09/8/2015,"$50,001 - $100,000",New,FT Unit 5601 Sabrient bakers Dozen
Conaway,20003907,SP,FT Unit 5601 Sabrientbakers Dozen,NaN,P,09/2/2015,09/8/2015,"$50,001 - $100,000",New,FT Unit 5601 Sabrientbakers Dozen
Conaway,20003907,SP,R2000 C LIRN Issuer CAP 14.10%,NaN,P,09/2/2015,09/8/2015,"$100,001 - $250,000",New,R2000 C LIRN Issuer CAP 14.10%
Conaway,20003907,SP,SP500 ARN Issuer bac Cap 10.65%,NaN,S,09/2/2015,09/8/2015,"$50,001 - $100,000",New,SP500 ARN Issuer bac Cap 10.65%
Conaway,20003907,SP,"Solera Holdings, Inc. Solera Holdings,",NaN,S,09/15/2015,09/18/2015,"$1,001 - $15,000",New,
Conaway,20003907,SP,Wal,NaN,P,09/1/2015,09/4/2015,"$1,001 - $15,000",New,
Conaway,20002945,SP,Dallas Co TX Util 5.000% 02/15/2024,NaN,S,08/15/2013,08/18/2013,"$50,001 - $100,000",New,Dallas Co TX Util 5.000% 02/15/2024
Conaway,20002581,SP,Dallas Co TX Util 5.000% 02/15/2024,NaN,S,08/15/2013,08/17/2013,"$50,001 - $100,000",New,
Conaway,20002945,SP,bHP billiton plc Sponsored aDR ,NaN,P,07/26/2013,07/29/2013,"$1,001 - $15,000",New,
Conaway,20002945,SP,Emerson Electric Company ,EMR,P,07/26/2013,07/29/2013,"$1,001 - $15,000",New,
Conaway,20002581,SP,bHP billiton plc Sponsored aDR ,NaN,P,07/26/2013,07/29/2013,"$1,001 - $15,000",New,
Conaway,20002581,SP,Emerson Electric Company ,EMR,P,07/26/2013,07/29/2013,"$1,001 - $15,000",New,
Conaway,20002945,SP,Deere & Company ,DE,P,07/1/2013,07/5/2013,"$15,001 - $50,000",New,
Conaway,20002581,SP,Deere & Company ,DE,P,07/1/2013,07/5/2013,"$15,001 - $50,000",New,
Conaway,20002832,SP,DN BMO HARRIS BANK NA,NaN,S,03/6/2015,03/11/2015,"$50,001 - $100,000",New,DN BMO HARRIS BANK NA CALLABLE CD FDIC INSD STEP% FEB 20 2029 ACCOUNT SETTLES 03/11/15
Conaway,20002832,SP,INDU BUF CAP PART NTS CAP 66.45%,NaN,P,03/6/2015,03/11/2015,"$50,001 - $100,000",New,"INDU BUF CAP PART NTS CAP 66.45% SV 17,900.10 DUE 12/27/19 BUF 30.00%"
Conaway,20002832,SP,SX5E LIRN ISSUER HSBC PART,NaN,P,03/26/2015,03/30/2015,"$15,001 - $50,000",New,SX5E LIRN ISSUER HSBC PART 118.00%
Conaway,20002832,SP,SX5E LIRN ISSUER HSBC PART,NaN,P,03/26/2015,03/30/2015,"$15,001 - $50,000",New,SX5E LIRN ISSUER HSBC PART 118.00%
Conaway,20002832,SP,SX5E LIRN ISSUER HSBC PART,NaN,P,03/26/2015,03/30/2015,"$15,001 - $50,000",New,SX5E LIRN ISSUER HSBC PART 118.00%
Conaway,20002832,SP,SX5E LIRN ISSUER HSBC PART,NaN,P,03/26/2015,03/30/2015,"$50,001 - $100,000",New,SX5E LIRN ISSUER HSBC PART 118.00%
Conaway,20002832,SP,ConocoPhillips ,COP,S,03/25/2015,03/30/2015,"$1,001 - $15,000",New,
Conaway,20002832,SP,DJIA LIRN Issurer RBC PART 111.30%,NaN,P,03/25/2015,03/30/2015,"$15,001 - $50,000",New,DJIA LIRN Issurer RBC PART 111.30%
Conaway,20002832,SP,SX5E LIRN ISSUER RBC PART,NaN,S,03/24/2015,03/27/2015,"$15,001 - $50,000",New,Sale SX5E LIRN ISSUER RBC PART 145.50% S...
Conaway,20002832,SP,SX5E LIRN ISSUER RBC PART,NaN,S,03/24/2015,03/27/2015,"$50,001 - $100,000",New,Sale SX5E LIRN ISSUER RBC PART 145.50% S...
Conaway,20002832,SP,SX5E LIRN ISSUER RBC PART,NaN,S,03/24/2015,03/27/2015,"$100,001 - $250,000",New,Sale SX5E LIRN ISSUER RBC PART 145.50% S...
Conaway,20002832,SP,SX5E LIRN ISSUER RBC PART,NaN,S,03/24/2015,03/27/2015,"$15,001 - $50,000",New,SX5E LIRN ISSUER RBC PART 145.50% S...
Conaway,20002832,SP,Boston Scientific Corporation ,BSX,P,03/18/2015,03/23/2015,"$1,001 - $15,000",New,
Conaway,20002832,SP,Costco Wholesale Corporation ,COST,S,03/16/2015,03/19/2015,"$1,001 - $15,000",New,
Conaway,20002832,SP,"Dollar Tree, Inc. ",DLTR,P,03/16/2015,03/19/2015,"$1,001 - $15,000",New,
Conaway,20002832,SP,Hanesbrands Inc. ,NaN,P,03/16/2015,03/19/2015,"$1,001 - $15,000",New,
Conaway,20002832,SP,PVH Corp. ,NaN,S,03/16/2015,03/19/2015,"$1,001 - $15,000",New,
Conaway,20002832,SP,EMC Corporation ,NaN,S,03/11/2015,03/16/2015,"$1,001 - $15,000",New,
Conaway,20002832,SP,Ford Motor Company ,F,S,02/26/2015,03/3/2015,"$1,001 - $15,000",New,
Conaway,20002628,SP,Ft Unit 5221 Sabrient bakers Dozen Port,NaN,P,01/14/2015,01/20/2015,"$100,001 - $250,000",New,Unit Investment Trust
Conaway,20002628,SP,Ft Unit 5221 Sabrient bakers Dozen Port,NaN,P,01/14/2015,01/20/2015,"$50,001 - $100,000",New,Unit Investment Trust
Conaway,20003907,SP,,NaN,M36,(Merrill,Lynch),(Owner:,,
Conaway,20003907,SP,,NaN,M37,(Merrill,Lynch),(Owner:,,
Conaway,20003907,SP,,NaN,M40,(Merrill,Lynch),(Owner:,,
Conaway,20003907,SP,,NaN,M81,(Merrill,Lynch),(Owner:,,"Hon. K. Michael Conaway , 10/6/2015"
Conaway,20002945,SP,,NaN,M40,(Merrill,Lynch),(owner:,,"Hon. K. Michael Conaway , 04/25/2015"
Conaway,20002832,SP,,NaN,M36,(Merrill,Lynch),(Owner:,,
Conaway,20002832,SP,,NaN,M37,(Merrill,Lynch),(Owner:,,
Conaway,20002832,SP,,NaN,M81,(Merrill,Lynch),(Owner:,,"Hon. K. Michael Conaway , 04/5/2015"
Conaway,20002628,SP,,NaN,M40,(Merrill,Lynch),(Owner:,,"Hon. K. Michael Conaway , 02/26/2015"
Conaway,20002581,SP,,NaN,M40,(Merrill,Lynch),(owner:,,"Hon. K. Michael Conaway , 02/17/2015"
Conaway,20002945,SP,,NaN,E62,(Edward,Jones),(owner:,,
Conaway,20002581,SP,,NaN,E62,(Edward,Jones),(owner:,,
Connolly,20003316,JT,"Dominion Resources, Inc. ",D,P,06/24/2015,06/30/2015,"$1,001 - $15,000",New,"Hon. Gerald E. Connolly , 06/29/2015"
Connolly,20002942,JT,"Dominion Resources, Inc. ",D,P,03/25/2015,03/28/2015,"$1,001 - $15,000",New,"Hon. Gerald E. Connolly , 04/24/2015"
Curbelo,20004089,SP,"activision Blizzard, Inc ",NaN,S,10/23/2015,11/11/2015,"$1,001 - $15,000",New,
Curbelo,20004089,SP,alphabet Inc.,NaN,S,10/23/2015,11/11/2015,"$1,001 - $15,000",New,
Curbelo,20004089,SP,"Facebook, Inc.",NaN,S,10/23/2015,11/11/2015,"$1,001 - $15,000",New,
Curbelo,20004089,SP,iShares CMBS Bond ETF ,NaN,P,10/23/2015,11/11/2015,"$1,001 - $15,000",New,
Curbelo,20004089,SP,Magellan Midstream Partners L.P.,NaN,P,10/23/2015,11/11/2015,"$1,001 - $15,000",New,
Curbelo,20004089,SP,"Netflix, Inc. ",NFLX,P,10/23/2015,11/11/2015,"$1,001 - $15,000",New,"Hon. Carlos Curbelo , 11/12/2015"
Curbelo,20003812,SP,"Netflix, Inc. ",NFLX,P,08/27/2015,09/19/2015,"$1,001 - $15,000",New,
Curbelo,20003812,SP,United Technologies Corporation ,NaN,S,08/21/2015,09/19/2015,"$1,001 - $15,000",New,"Hon. Carlos Curbelo , 09/21/2015"
Curbelo,20003812,SP,SPDR Select Sector Fund,NaN,S,08/17/2015,09/19/2015,"$1,001 - $15,000",New,
Davis,20004118,SP,AEgON N.V. ,NaN,P,11/2/2015,11/2/2015,"$1,001 - $15,000",New,
Davis,20004118,JT,general Electric Company ,NaN,S,11/2/2015,11/2/2015,"$1,001 - $15,000",New,"Hon. Susan A. Davis , 11/30/2015"
DelBene,20003699,JT,SunPower Corporation ,NaN,Asset,Transaction,Date,Notification,New,
DelBene,20002313,JT,"Energy Recovery, Inc. ",NaN,P,12/5/2014,12/5/2014,"$1,001 - $15,000",New,
DelBene,20002313,JT,"Energy Recovery, Inc. ",NaN,P,12/4/2014,12/4/2014,"$1,001 - $15,000",New,
DelBene,20002313,JT,Idaho St univ 4% Due 04/01/15,NaN,S,12/3/2014,12/3/2014,"$100,001 - $250,000",New,
DelBene,20002313,JT,Texas PFa 5% Tax Due 01/01/18,NaN,S,12/3/2014,12/3/2014,"$250,001 - $500,000",New,
DelBene,20002313,JT,uS Treasury Note 2% Due 07/31/20,NaN,P,12/3/2014,12/3/2014,"$500,001 - $1,000,000",New,
DelBene,20002313,JT,Federal Home loan Banks .375% Due,NaN,S,12/24/2014,12/24/2014,"$15,001 - $50,000",New,
DelBene,20002313,JT,Wells Fargo & Co 4.6% Due 04/01/21,NaN,P,12/24/2014,12/24/2014,"$250,001 - $500,000",NewID Owner Asset Transaction Date Notification Amount,"Hon. Suzan K. DelBene , 01/19/2015"
DelBene,20002313,JT,"EOg Resources, Inc. ",NaN,S,12/1/2014,12/1/2014,"$15,001 - $50,000",New,
DelBene,20002313,JT,"Raven Industries, Inc. ",NaN,P,12/1/2014,12/1/2014,"$1,001 - $15,000",New,
DelBene,20004038,SP,Microsoft Corporation ,MSFT,P,10/9/2015,10/9/2015,"$1,001 - $15,000",New,
DelBene,20004038,SP,Microsoft Corporation ,MSFT,P,10/27/2015,10/27/2015,"$1,001 - $15,000",New,
DelBene,20004038,JT,N Dakota HSg FIN 1.3% DuE 07/01/18,NaN,P,10/13/2015,10/13/2015,"$15,001 - $50,000",New,"Hon. Suzan K. DelBene , 11/11/2015"
DelBene,20003699,JT,Fanuc Corp,NaN,P,08/6/2015,08/6/2015,"$15,001 - $50,000",New,"Foreign Exchange position, ticker 6954JP"
DelBene,20003699,SP,Microsoft Corporation ,MSFT,P,08/31/2015,08/31/2015,"$100,001 - $250,000",New,
DelBene,20003699,JT,"SunEdison, Inc. ",NaN,P,08/12/2015,08/12/2015,"$1,001 - $15,000",New,
DelBene,20003699,JT,SunPower Corporation ,NaN,S,08/12/2015,08/12/2015,"$1,001 - $15,000",New,
DelBene,20003699,JT,WEllS FaRgO & CO 4.6% DuE,NaN,S,08/11/2015,08/11/2015,"$15,001 - $50,000",New,"Hon. Suzan K. DelBene , 09/14/2015"
DelBene,20003699,JT,aFlaC INC 2.4% DuE 03/16/20,NaN,S,08/10/2015,08/10/2015,"$15,001 - $50,000",New,
DelBene,20003699,JT,FHlB .375% DuE 06/24/16,NaN,S,08/10/2015,08/10/2015,"$50,001 - $100,000",New,
DelBene,20003699,JT,MORgaN STaNlEY 4.75% DuE,NaN,S,08/10/2015,08/10/2015,"$1,001 - $15,000",New,
DelBene,20003699,JT,ROPER TECHNOlOgIES 2.05% DuE,NaN,S,08/10/2015,08/10/2015,"$15,001 - $50,000",New,
DelBene,20003699,JT,uS TREaSuRY NT 2% DuE 07/31/20,NaN,S,08/10/2015,08/10/2015,"$250,001 - $500,000",New,
DelBene,20003525,JT,8point3 Energy Partners lP,NaN,P,07/9/2015,07/9/2015,"$15,001 - $50,000",New,
DelBene,20003525,JT,acuity Brands Inc ,NaN,S,07/9/2015,07/9/2015,"$1,001 - $15,000",New,
DelBene,20003525,JT,"Watts Water Technologies, Inc. Class a",NaN,P,07/27/2015,07/27/2015,"$1,001 - $15,000",New,
DelBene,20003525,JT,Xylem Inc. Common Stock New ,NaN,P,07/27/2015,07/27/2015,"$15,001 - $50,000",New,"Hon. Suzan K. DelBene , 08/10/2015"
DelBene,20003525,JT,"Vivint Solar, Inc. ",NaN,S,07/20/2015,07/20/2015,"$15,001 - $50,000",New,
DelBene,20003525,JT,DIgNITY HEalTH 3.812% DuE,NaN,P,07/1/2015,07/1/2015,"$15,001 - $50,000",New,
DelBene,20003326,JT,JP MORgaN CHaSE 5.55% DuE,NaN,P,06/8/2015,06/8/2015,"$15,001 - $50,000",New,
DelBene,20003326,JT,MORgaN STaNlEY 4.75% DuE,NaN,P,06/30/2015,06/30/2015,"$15,001 - $50,000",New,
DelBene,20003326,JT,Wa ST COP 4% DuE 01/01/18,NaN,S,06/12/2015,06/12/2015,"$250,001 - $500,000",New,"Hon. Suzan K. DelBene , 07/12/2015"
DelBene,20003326,JT,auSTIN TX WTR & WST 4% DuE,NaN,S,06/11/2015,06/11/2015,"$250,001 - $500,000",New,
DelBene,20003326,JT,gEORgIa ST 5% DuE 02/01/21,NaN,P,06/10/2015,06/10/2015,"$500,001 - $1,000,000",New,
DelBene,20002995,JT,"Itron, Inc. ",NaN,P,04/9/2015,04/9/2015,"$15,001 - $50,000",New,
DelBene,20002995,JT,gRaNT CNTY Wa PUD 5% Due,NaN,S,04/6/2015,04/6/2015,"$250,001 - $500,000",New,
DelBene,20002995,JT,aMERICaN ToWER CoRP 4.5% Due,NaN,P,04/29/2015,04/29/2015,"$250,001 - $500,000",New,
DelBene,20002995,JT,aMERICaN ToWER CoRP 7%,NaN,S,04/29/2015,04/29/2015,"$250,001 - $500,000",New,Called Redemption/Conversion
DelBene,20002995,JT,US TREaSURY NT 1.375% Due,NaN,P,04/20/2015,04/20/2015,"$250,001 - $500,000",New,
DelBene,20002995,JT,ENERgY NoRTHWEST 5.25% Due,NaN,S,04/2/2015,04/2/2015,"$100,001 - $250,000",New,
DelBene,20002995,JT,Wasion group ,NaN,S,04/15/2015,04/15/2015,"$15,001 - $50,000",New,"Hon. Suzan K. DelBene , 05/10/2015"
DelBene,20002995,JT,aFLaC INC 8.5%,NaN,S,04/11/2015,04/11/2015,"$250,001 - $500,000",New,Called Redemption/Conversion
DelBene,20002995,JT,CITY oF BoISE 5% Due 08/15/17,NaN,S,04/1/2015,04/1/2015,"$250,001 - $500,000",New,
DelBene,20002995,JT,N EaST ISD TX 5% Due 08/01/23,NaN,P,04/1/2015,04/1/2015,"$500,001 - $1,000,000",NewID Owner Asset Transaction Date Notification Amount,
DelBene,20002995,JT,UNIV ID 5.25% Due 04/01/41,NaN,S,04/1/2015,04/1/2015,"$1,001 - $15,000",New,Partial Call
DelBene,20002834,JT,aflac Incorporate 2.4% Due 03/16/20,NaN,P,03/9/2015,03/9/2015,"$250,001 - $500,000",New,
DelBene,20002834,JT,"Energy Recovery, Inc. ",NaN,S,03/9/2015,03/9/2015,"$1,001 - $15,000",New,
DelBene,20002834,JT,"advanced Drainage Systems, Inc.",NaN,P,03/6/2015,03/6/2015,"$15,001 - $50,000",New,
DelBene,20002834,JT,"Energy Recovery, Inc. ",NaN,S,03/6/2015,03/6/2015,"$1,001 - $15,000",New,
DelBene,20002834,JT,lKQ Corporation ,NaN,S,03/6/2015,03/6/2015,"$15,001 - $50,000",New,
DelBene,20002834,JT,Mobileye N.V. ordinary Shares ,NaN,P,03/6/2015,03/6/2015,"$1,001 - $15,000",New,
DelBene,20002834,JT,ozner Water ,NaN,S,03/26/2015,03/26/2015,"$15,001 - $50,000",New,"Foreign exchange position, ticker 2014 HK"
DelBene,20002834,JT,uS Treasury Nt 2.0% Due 07/31/2020,NaN,S,03/10/2015,03/10/2015,"$250,001 - $500,000",Newinitial Public offeringS,"Hon. Suzan K. DelBene , 04/16/2015"
DelBene,20002643,JT,aflac Incorporate 8.5% Due 05/15/19,NaN,P,02/5/2015,02/5/2015,"$250,001 - $500,000",New,
DelBene,20002643,JT,Denver CO C&C arpt 5% Tran air Due,NaN,S,02/4/2015,02/4/2015,"$500,001 - $1,000,000",New,
DelBene,20002643,JT,Roper Ind 2.05% Due 10/01/18,NaN,P,02/4/2015,02/4/2015,"$250,001 - $500,000",New,"Hon. Suzan K. DelBene , 03/10/2015"
DelBene,20002643,JT,Dignity Health 3.812% 24 Due 11/01/24,NaN,P,02/20/2015,02/20/2015,"$15,001 - $50,000",New,
DelBene,20002643,JT,goose Creek Tx 2% 40 gO uTX Due,NaN,S,02/17/2015,02/17/2015,"$100,001 - $250,000",New,
DelBene,20002643,JT,amern Tower Corp 7% Due 10/15/17,NaN,P,02/13/2015,02/13/2015,"$250,001 - $500,000",New,
DelBene,20002494,JT,Canadian Solar Inc.,NaN,S,01/14/2015,01/14/2015,"$15,001 - $50,000",New,
DelBene,20002494,JT,"Vivint Solar, Inc. ",NaN,P,01/14/2015,01/14/2015,"$15,001 - $50,000",New,"Hon. Suzan K. DelBene , 02/13/2015"
Dingell,20004117,SP,"Walgreens Boots alliance, Inc. ",NaN,P,11/2/2015,11/10/2015,"$15,001 - $50,000",New,"Hon. Debbie Dingell , 11/18/2015"
Dingell,20003995,SP,"Caterpillar, Inc. ",NaN,S,10/21/2015,10/26/2015,"$1,001 - $15,000",New,
Dingell,20003995,JT,Crown Castle International Corp. ,CCI,P,10/21/2015,10/26/2015,"$1,001 - $15,000",New,
Dingell,20003995,SP,International Business Machines,NaN,S,10/21/2015,10/26/2015,"$1,001 - $15,000",New,"Hon. Debbie Dingell , 11/3/2015"
Dingell,20002625,SP,general Electric Company ,NaN,P,04/28/2015,04/29/2015,"$1,001 - $15,000",New,"Hon. Debbie Dingell , 05/14/2015"
Duckworth,20003000,JT,"Walgreens Boots alliance, Inc. ",NaN,P,10/28/2014,10/28/2014,"$1,001 - $15,000",New,"Hon. Tammy Duckworth , 05/15/2015"
Duckworth,20004004,JT,EMC Corporation ,NaN,P,05/20/2015,06/15/2015,"$1,001 - $15,000",New,
Duckworth,20004004,JT,Illinois Tool Works Inc. ,ITW,S,05/19/2015,06/15/2015,"$1,001 - $15,000",New,
Duckworth,20004004,JT,BHP Billiton plc Sponsored ADR ,NaN,P,01/5/2015,02/15/2015,"$1,001 - $15,000",New,
Duckworth,20004004,JT,"Mondelez International, Inc.",MDLZ,P,01/5/2015,02/15/2015,"$1,001 - $15,000",New,"Hon. Tammy Duckworth , 11/17/2015"
Duckworth,20004004,JT,gamestop Corporation ,NaN,P,01/30/2015,02/15/2015,"$1,001 - $15,000",New,
Duckworth,20004004,JT,"Caterpillar, Inc. ",CAT,P,01/16/2015,02/15/2015,"$1,001 - $15,000",New,
Foxx,20003697,JT,"Old Dominion Freight line, Inc. ",NaN,Asset,Transaction,Date,Notification,New,
Foxx,20003542,JT,superValu Inc. ,NaN,Asset,Transaction,Date,Notification,New,
Foxx,20002991,JT,Textron Inc. ,TXT,Asset,Transaction,Date,Notification,New,"Hon. Virginia Foxx , 05/7/2015"
Foxx,20002345,JT,alcoa Inc. ,NaN,P,12/5/2014,12/5/2014,"$15,001 - $50,000",New,
Foxx,20002345,JT,"Forum Energy Technologies, Inc. ",NaN,P,12/4/2014,12/4/2014,"$15,001 - $50,000",New,
Foxx,20002345,JT,schwab International Equity ETF,NaN,P,12/30/2014,12/30/2014,"$1,001 - $15,000",New,
Foxx,20002345,JT,schwab Emerging Markets Equity ETF,NaN,s,12/3/2014,12/3/2014,"$15,001 - $50,000",New,
Foxx,20002345,JT,Pitney Bowes Inc. ,NaN,P,12/10/2014,12/10/2014,"$15,001 - $50,000",New,
Foxx,20004181,JT,guggenheim s&P 500 Equal Weight,NaN,s,11/17/2015,11/17/2015,"$15,001 - $50,000",New,
Foxx,20004181,JT,Old Republic International Corporation,NaN,P,11/17/2015,11/17/2015,"$15,001 - $50,000",New,"Hon. Virginia Foxx , 12/3/2015"
Foxx,20003889,JT,ishares Russell 2000 ETF ,NaN,P,09/1/2015,09/1/2015,"$15,001 - $50,000",New,"Hon. Virginia Foxx , 10/6/2015"
Foxx,20003697,JT,alcoa Inc. ,NaN,s,08/7/2015,08/7/2015,"$1,001 - $15,000",New,
Foxx,20003697,JT,universal Corporation ,NaN,P,08/7/2015,08/7/2015,"$15,001 - $50,000",New,"Hon. Virginia Foxx , 09/8/2015"
Foxx,20003697,JT,"Ennis, Inc. ",NaN,P,08/3/2015,08/3/2015,"$15,001 - $50,000",New,
Foxx,20003697,JT,guggenheim s&P 500 Equal Weight,NaN,P,08/3/2015,08/3/2015,"$15,001 - $50,000",New,
Foxx,20003697,JT,Frontier Communications Corporation,NaN,P,08/24/2015,08/24/2015,"$1,001 - $15,000",New,
Foxx,20003697,JT,Headwaters Incorporated ,NaN,s,08/24/2015,08/24/2015,"$15,001 - $50,000",New,
Foxx,20003697,JT,"Pepsico, Inc. ",PEP,s,08/24/2015,08/24/2015,"$15,001 - $50,000",New,
Foxx,20003697,DC,abbott laboratories ,NaN,s,08/21/2015,08/21/2015,"$15,001 - $50,000",New,
Foxx,20003697,JT,Ford Motor Company ,F,s,08/21/2015,08/21/2015,"$15,001 - $50,000",New,
Foxx,20003697,JT,Mosaic Company ,NaN,s,08/21/2015,08/21/2015,"$15,001 - $50,000",New,
Foxx,20003542,JT,"Matson, Inc. ",NaN,P,07/30/2015,07/30/2015,"$15,001 - $50,000",New,
Foxx,20003542,JT,Textron Inc. ,TXT,P,07/30/2015,07/30/2015,"$15,001 - $50,000",New,
Foxx,20003542,JT,"Cracker Barrel Old Country store, Inc.",NaN,s,07/28/2015,07/28/2015,"$15,001 - $50,000",New,
