Member,DocID,Owner,Asset,Ticker,Transaction Type,Transaction Date,Notification Date,Amount,Filing Status,Description
Clark,20007336,SP,d/b/A Chubb limited New ,NaN,P,10/11/2016,04/26/2017,"$1,001 - $15,000",New,
Clark,20007336,SP,d/b/A Chubb limited New ,NaN,P,10/11/2016,04/26/2017,"$1,001 - $15,000",New,
Clark,20007336,SP,discover Financial Services ,NaN,P,10/11/2016,04/26/2017,"$1,001 - $15,000",New,
Clark,20007336,SP,discover Financial Services ,NaN,P,10/11/2016,04/26/2017,"$1,001 - $15,000",New,
Clark,20007336,SP,"dominion Energy, Inc. ",NaN,P,10/11/2016,04/26/2017,"$1,001 - $15,000",New,
Clark,20007336,SP,"dominion Energy, Inc. ",NaN,P,10/11/2016,04/26/2017,"$1,001 - $15,000",New,
Clark,20007336,SP,general Electric Company ,NaN,P,10/11/2016,04/26/2017,"$1,001 - $15,000",New,
Clark,20007336,SP,general Electric Company ,NaN,P,10/11/2016,04/26/2017,"$1,001 - $15,000",New,
Clark,20007336,SP,glaxoSmithKline PlC ,NaN,P,10/11/2016,04/26/2017,"$1,001 - $15,000",New,
Clark,20007336,SP,glaxoSmithKline PlC ,NaN,P,10/11/2016,04/26/2017,"$1,001 - $15,000",New,
Clark,20007336,SP,"Home depot, Inc. ",NaN,P,10/11/2016,04/26/2017,"$1,001 - $15,000",New,
Clark,20007336,SP,"Home depot, Inc. ",NaN,P,10/11/2016,04/26/2017,"$1,001 - $15,000",New,
Clark,20007336,SP,JP Morgan Chase & Co. ,JPM,P,10/11/2016,04/26/2017,"$1,001 - $15,000",New,
Clark,20007336,SP,JP Morgan Chase & Co. ,JPM,P,10/11/2016,04/26/2017,"$1,001 - $15,000",New,
Clark,20007336,SP,"Metlife, Inc. ",MET,P,10/11/2016,04/26/2017,"$1,001 - $15,000",New,
Clark,20007336,SP,"Metlife, Inc. ",MET,P,10/11/2016,04/26/2017,"$1,001 - $15,000",New,
Clark,20007336,SP,Microsoft Corporation ,MSFT,P,10/11/2016,04/26/2017,"$1,001 - $15,000",New,
Clark,20007336,SP,Microsoft Corporation ,MSFT,P,10/11/2016,04/26/2017,"$1,001 - $15,000",New,
Clark,20007336,SP,"Nike, Inc. ",NKE,P,10/11/2016,04/26/2017,"$1,001 - $15,000",New,
Clark,20007336,SP,"Nike, Inc. ",NKE,P,10/11/2016,04/26/2017,"$1,001 - $15,000",New,
Clark,20007336,SP,Novo Nordisk A/S ,NaN,P,10/11/2016,04/26/2017,"$1,001 - $15,000",New,
Clark,20007336,SP,Novo Nordisk A/S ,NaN,P,10/11/2016,04/26/2017,"$1,001 - $15,000",New,
Clark,20007336,SP,Oracle Corporation ,NaN,P,10/11/2016,04/26/2017,"$1,001 - $15,000",New,
Clark,20007336,SP,Oracle Corporation ,NaN,P,10/11/2016,04/26/2017,"$1,001 - $15,000",New,
Clark,20007336,SP,Pioneer Natural Resources Company,NaN,P,10/11/2016,04/26/2017,"$1,001 - $15,000",New,
Clark,20007336,SP,Pioneer Natural Resources Company,NaN,P,10/11/2016,04/26/2017,"$1,001 - $15,000",New,
Clark,20007336,SP,Starbucks Corporation ,NaN,P,10/11/2016,04/26/2017,"$1,001 - $15,000",New,
Clark,20007336,SP,Starbucks Corporation ,NaN,P,10/11/2016,04/26/2017,"$1,001 - $15,000",New,
Clark,20007336,SP,unitedHealth group Incorporated,NaN,P,10/11/2016,04/26/2017,"$1,001 - $15,000",New,
Clark,20007336,SP,unitedHealth group Incorporated,NaN,P,10/11/2016,04/26/2017,"$1,001 - $15,000",New,
Clark,20007336,SP,Visa Inc. ,V,P,10/11/2016,04/26/2017,"$1,001 - $15,000",New,
Clark,20007336,SP,Visa Inc. ,V,P,10/11/2016,04/26/2017,"$1,001 - $15,000",New,
Clark,20007336,SP,"Waste Management, Inc. ",WM,P,10/11/2016,04/26/2017,"$1,001 - $15,000",New,
Clark,20007336,SP,"Waste Management, Inc. ",WM,P,10/11/2016,04/26/2017,"$1,001 - $15,000",New,"Hon. Katherine M. Clark , 05/25/2017"
Clark,20007829,SP,Centene Corporation ,CNC,P,07/3/2017,08/14/2017,"$1,001 - $15,000",New,
Clark,20007829,SP,Centene Corporation ,CNC,P,07/3/2017,08/14/2017,"$1,001 - $15,000",New,
Clark,20007829,SP,discover Financial Services ,NaN,S,07/3/2017,08/14/2017,"$1,001 - $15,000",New,
Clark,20007829,SP,discover Financial Services ,NaN,S,07/3/2017,08/14/2017,"$1,001 - $15,000",New,
Clark,20007829,SP,Invesco ltd ,IVZ,P,07/3/2017,08/14/2017,"$1,001 - $15,000",New,
Clark,20007829,SP,Invesco ltd ,IVZ,P,07/3/2017,08/14/2017,"$1,001 - $15,000",New,
Clark,20007829,SP,"Nike, Inc. ",NKE,S,07/3/2017,08/14/2017,"$1,001 - $15,000",New,
Clark,20007829,SP,"Nike, Inc. ",NKE,S,07/3/2017,08/14/2017,"$1,001 - $15,000",New,
Clark,20007829,SP,Schlumberger N.V. ,NaN,S,07/3/2017,08/14/2017,"$1,001 - $15,000",New,
Clark,20007829,SP,Sony Corporation ,NaN,P,07/3/2017,08/14/2017,"$1,001 - $15,000",New,
Clark,20007829,SP,Starbucks Corporation ,NaN,S,07/3/2017,08/14/2017,"$1,001 - $15,000",New,"Hon. Katherine M. Clark , 08/15/2017"
Clark,20007336,SP,"blackRock, Inc. ",NaN,S,04/4/2017,05/22/2017,"$1,001 - $15,000",New,
Clark,20007336,SP,"blackRock, Inc. ",NaN,S,04/4/2017,05/22/2017,"$1,001 - $15,000",New,
Clark,20007336,SP,Clorox Company ,NaN,P,04/4/2017,05/22/2017,"$1,001 - $15,000",New,
Clark,20007336,SP,Clorox Company ,NaN,P,04/4/2017,05/22/2017,"$1,001 - $15,000",New,
Clark,20007336,SP,"Metlife, Inc. ",MET,S,04/4/2017,05/22/2017,"$1,001 - $15,000",New,
Clark,20007336,SP,"Metlife, Inc. ",MET,S,04/4/2017,05/22/2017,"$1,001 - $15,000",New,
Clark,20007336,SP,Microsoft Corporation ,MSFT,S,04/4/2017,05/22/2017,"$1,001 - $15,000",New,
Clark,20007336,SP,Microsoft Corporation ,MSFT,S,04/4/2017,05/22/2017,"$1,001 - $15,000",New,
Clark,20007336,SP,Ritchie bros. Auctioneers Incorporated,NaN,P,04/4/2017,05/22/2017,"$1,001 - $15,000",New,
Clark,20007336,SP,Ritchie bros. Auctioneers Incorporated,NaN,P,04/4/2017,05/22/2017,"$1,001 - $15,000",New,
Clark,20007336,SP,Sealed Air Corporation ,NaN,P,04/4/2017,05/22/2017,"$1,001 - $15,000",New,
Clark,20007336,SP,Sealed Air Corporation ,NaN,P,04/4/2017,05/22/2017,"$1,001 - $15,000",New,
Clark,20007336,SP,discover Financial Services ,NaN,S,01/5/2017,05/22/2017,"$1,001 - $15,000",New,
Clark,20007336,SP,"dominion Energy, Inc. ",NaN,S,01/5/2017,05/22/2017,"$1,001 - $15,000",New,
Clark,20007336,SP,general Electric Company ,NaN,S,01/5/2017,05/22/2017,"$1,001 - $15,000",New,
Clark,20007336,SP,Honeywell International Inc. ,HON,P,01/5/2017,05/22/2017,"$1,001 - $15,000",New,
Clark,20007336,SP,Honeywell International Inc. ,HON,P,01/5/2017,05/22/2017,"$1,001 - $15,000",New,
Clark,20007336,SP,Novo Nordisk A/S ,NaN,S,01/5/2017,05/22/2017,"$1,001 - $15,000",New,
Clark,20007336,SP,Novo Nordisk A/S ,NaN,S,01/5/2017,05/22/2017,"$1,001 - $15,000",New,
Clark,20007336,SP,Schlumberger N.V. ,NaN,P,01/5/2017,05/22/2017,"$1,001 - $15,000",New,
Clark,20007336,SP,Schlumberger N.V. ,NaN,P,01/5/2017,05/22/2017,"$1,001 - $15,000",New,
Conaway,20008516,SP,"R2000 ARN ISSUER SEK CAP 13.83% S 11/22/2017 11/22/2017 $50,001",NaN,Asset,Transaction,Date,Notification,New,R2000 ARN ISSUER SEK CAP 13.83% Redemption
Conaway,20008162,SP,Visa Inc. ,V,Asset,Transaction,Date,Notification,New,
Conaway,20007185,SP,"WELLS FARGO & COMPANY JR S 04/20/2017 04/25/2017 $15,001",NaN,Asset,Transaction,Date,Notification,New,WELLS FARGO & COMPANY JR SUBORDNTD SER K GLB VAR% PERPETUAL CALLABLE
Conaway,20006448,SP,aRLINgToN TEX HIgHER ED FIN,NaN,P,12/7/2016,12/12/2016,"$50,001 - $100,000",New,aRLINgToN TEX HIgHER ED FIN CoRP ED REV SER a RF JUL16 05.000%DEC01 2051
Conaway,20006448,SP,TEXaS ST TRaNSN CoMMN,NaN,S,12/7/2016,12/12/2016,"$50,001 - $100,000",New,"Hon. K. Michael Conaway , 01/4/2017"
Conaway,20006448,SP,R2000 CLIRN ISSUER CIbC CaP,NaN,P,12/27/2016,12/30/2016,"$50,001 - $100,000",New,"R2000 CLIRN ISSUER CIbC CaP 18.18% SV 1,217.325 DUE 07/27/18 bUF 10%"
Conaway,20006448,SP,SP500 bEaRaRN ISS baRC CaP 13.5%,NaN,S,12/27/2016,12/30/2016,"$50,001 - $100,000",New,SP500 bEaRaRN ISS baRC CaP 13.5% SV 2090.10 DUE 07/28/17
Conaway,20008516,SP,AT&T Inc. ,T,P,11/30/2017,12/4/2017,"$1,001 - $15,000",New,
Conaway,20008516,SP,Trimble Inc. ,NaN,S,11/30/2017,12/4/2017,"$1,001 - $15,000",New,
Conaway,20008516,SP,Raytheon Company ,NaN,P,11/3/2017,11/7/2017,"$1,001 - $15,000",New,
Conaway,20008516,SP,The Kraft Heinz Company ,KHC,S,11/3/2017,11/7/2017,"$1,001 - $15,000",New,
Conaway,20008516,SP,SP500 CLIRN ISSUER bAC CAP 16.60%,NaN,S,11/28/2017,11/30/2017,"$50,001 - $100,000",New,"SP500 CLIRN ISSUER bAC CAP 16.60% SV 2,036.71 DUE 03/28/18"
Conaway,20008516,SP,SX5E CLIRN ISSUER bOFA CAP,NaN,P,11/28/2017,11/30/2017,"$50,001 - $100,000",New,"SX5E CLIRN ISSUER bOFA CAP 25.90% SV 3,333.96 DUE 02/22/19"
Conaway,20008516,SP,R2000 ARN ISSUER SEK CAP 13.83%,NaN,S,11/22/2017,11/22/2017,"$50,001 - $100,000",New,R2000 ARN ISSUER SEK CAP 13.83% Redemption
Conaway,20008516,SP,R2000 ARN ISSUER HSbC CAP 12.75%,NaN,P,11/21/2017,11/29/2017,"$50,001 - $100,000",New,"R2000 ARN ISSUER HSbC CAP 12.75% SV 1,518.89 DUE 01/24/19"
Conaway,20008516,SP,SPDR DOW JONES INDUST AV ETF,NaN,S,11/21/2017,11/24/2017,"$1,001 - $15,000",New,SPDR DOW JONES INDUST AV ETF TRUST
Conaway,20008516,SP,SX5E ARN ISSUER bOFA CAP 19.23%,NaN,P,11/21/2017,11/29/2017,"$50,001 - $100,000",New,"SX5E ARN ISSUER bOFA CAP 19.23% SV 3,579.32 DUE 01/25/19"
Conaway,20008516,SP,"Cisco Systems, Inc. ",CSCO,S,11/20/2017,11/22/2017,"$1,001 - $15,000",New,
Conaway,20008516,SP,"Endologix, Inc. ",NaN,S,11/20/2017,11/22/2017,"$1,001 - $15,000",New,
Conaway,20008516,SP,SX5E LIRN ISSUER HSbC PART,NaN,S,11/20/2017,11/22/2017,"$15,001 - $50,000",NewID Owner Asset Transaction Date Notification Amount,"SX5E LIRN ISSUER HSbC PART 118.00% SV 3,669.79 DUE 03/27/20"
Conaway,20008516,SP,general Electric Company ,NaN,S,11/15/2017,11/17/2017,"$1,001 - $15,000",New,
Conaway,20008516,SP,Northrop grumman Corporation ,NOC,P,11/15/2017,11/17/2017,"$1,001 - $15,000",New,
Conaway,20008329,SP,"PNC Financial Services group, Inc.",PNC,P,10/4/2017,10/6/2017,"$15,001 - $50,000",New,
Conaway,20008329,SP,Walt Disney Company ,DIS,S,10/4/2017,10/6/2017,"$1,001 - $15,000",New,
Conaway,20008329,SP,SP500 CLIRN ISSuER bAC CAP 14.04%,NaN,S,10/27/2017,10/31/2017,"$100,001 - $250,000",NewiD owner asset transaction Date notification amount,"SP500 CLIRN ISSuER bAC CAP 14.04% SV 2,089.41 DuE 10/27/17 Redemption"
Conaway,20008329,SP,SP500 ARN ISSuER bOFA CAP 10.00%,NaN,P,10/26/2017,11/2/2017,"$50,001 - $100,000",New,"SP500 ARN ISSuER bOFA CAP 10.00% SV 2,560.40 DuE 12/21/18"
Conaway,20008329,SP,SX5E ARN ISSuER bOFA CAP 17.70%,NaN,P,10/26/2017,11/2/2017,"$15,001 - $50,000",New,"SX5E ARN ISSuER bOFA CAP 17.70% SV 3,637.20 DuE 12/21/18"
Conaway,20008329,SP,u.S. bancorp ,NaN,S,10/2/2017,10/4/2017,"$1,001 - $15,000",New,
Conaway,20008329,JT,POWERSHARES QQQ TRuST SE 1,NaN,P,10/19/2017,10/23/2017,"$1,001 - $15,000",New,POWERSHARES QQQ TRuST SE 1
Conaway,20008329,JT,SPDR DOW JONES INDuST AV ETF,NaN,P,10/19/2017,10/23/2017,"$15,001 - $50,000",New,SPDR DOW JONES INDuST AV ETF TRuST
Conaway,20008329,JT,VANguARD 500 INDEX FuND SHS,NaN,P,10/19/2017,10/23/2017,"$15,001 - $50,000",New,VANguARD 500 INDEX FuND SHS ETF
Conaway,20008329,JT,VANguARD FTSE DEVELOPED,NaN,P,10/19/2017,10/23/2017,"$15,001 - $50,000",New,VANguARD FTSE DEVELOPED MARKETS ETF
Conaway,20008329,SP,American Express Company ,AXP,S,10/17/2017,10/19/2017,"$1,001 - $15,000",New,
Conaway,20008329,SP,JP Morgan Chase & Co. ,JPM,S,10/17/2017,10/19/2017,"$1,001 - $15,000",New,
Conaway,20008329,SP,unitedHealth group Incorporated,NaN,S,10/17/2017,10/19/2017,"$1,001 - $15,000",New,
Conaway,20008162,SP,"brighthouse Financial, Inc. ",NaN,S,08/9/2017,08/14/2017,"$1,001 - $15,000",New,
Conaway,20008162,SP,Intel Corporation ,INTC,S,08/9/2017,08/14/2017,"$1,001 - $15,000",New,
Conaway,20008162,SP,International business Machines,NaN,S,08/9/2017,08/14/2017,"$1,001 - $15,000",New,
Conaway,20008162,SP,"MetLife, Inc. ",MET,S,08/9/2017,08/14/2017,"$1,001 - $15,000",New,
Conaway,20008162,SP,"brighthouse Financial, Inc. ",NaN,S,08/8/2017,08/11/2017,"$1,001 - $15,000",New,
Conaway,20008162,SP,JP Morgan Chase & Co. ,JPM,S,08/7/2017,08/11/2017,"$1,001 - $15,000",New,
Conaway,20008162,SP,RIO gRANDE CITY TEX CONS ISD SER,NaN,P,08/28/2017,08/31/2017,"$50,001 - $100,000",New,RIO gRANDE CITY TEX CONS ISD SER b RF PSF gTD OID OCT15 03.500%AUg15 2037
Conaway,20008162,SP,Coca,NaN,P,08/25/2017,08/30/2017,"$1,001 - $15,000",New,
Conaway,20008162,SP,CVS Health Corporation ,CVS,S,08/25/2017,08/30/2017,"$1,001 - $15,000",New,
Conaway,20008162,SP,Philip Morris International Inc ,PM,P,08/25/2017,08/30/2017,"$1,001 - $15,000",New,
Conaway,20008162,SP,SP500 CLIRN ISSUER bAC CAP 14.04%,NaN,S,08/25/2017,08/30/2017,"$100,001 - $250,000",New,"SP500 CLIRN ISSUER bAC CAP 14.04% SV 2,089.41 DUE 10/27/17"
Conaway,20008162,SP,SP500 CLIRN ISSUER bAC CAP 14.54%,NaN,S,08/25/2017,08/25/2017,"$100,001 - $250,000",New,"SP500 CLIRN ISSUER bAC CAP 14.54% SV 1,987.66 DUE 08/25/17 Redemption"
Conaway,20008162,SP,SP500 CLIRN ISSUER bAC CAP 14.54%,NaN,S,08/25/2017,08/25/2017,"$15,001 - $50,000",NewID Owner Asset Transaction Date Notification Amount,"SP500 CLIRN ISSUER bAC CAP 14.54% SV 1,987.66 DUE 08/25/17 Redemption"
Conaway,20008162,SP,SP500 CLIRN ISSUER bAC CAP 14.54%,NaN,S,08/25/2017,08/25/2017,"$100,001 - $250,000",New,"SP500 CLIRN ISSUER bAC CAP 14.54% SV 1,987.66 DUE 08/25/17 Exchange"
Conaway,20008162,SP,SX5E STEPUP ISSUER HSbC STEP,NaN,S,08/25/2017,08/25/2017,"$15,001 - $50,000",New,"SX5E STEPUP ISSUER HSbC STEP 30.00% SV 3,280.78 DUE 08/31/18 Redemption"
Conaway,20008162,SP,Coca,NaN,P,08/24/2017,08/29/2017,"$1,001 - $15,000",New,
Conaway,20008162,SP,CVS Health Corporation ,CVS,S,08/24/2017,08/29/2017,"$1,001 - $15,000",New,
Conaway,20008162,SP,Philip Morris International Inc ,PM,P,08/24/2017,08/29/2017,"$1,001 - $15,000",New,
Conaway,20008162,SP,SX5E CLIRN ISSUER CS CAP 25.65%,NaN,P,08/24/2017,08/31/2017,"$50,001 - $100,000",New,"SX5E CLIRN ISSUER CS CAP 25.65% SV 3,444.73 DUE 08/30/19"
Conaway,20008162,SP,SX5E CLIRN ISSUER CS CAP 25.65%,NaN,P,08/24/2017,08/31/2017,"$50,001 - $100,000",New,"SX5E CLIRN ISSUER CS CAP 25.65% SV 3,444.73 DUE 08/30/19"
Conaway,20008162,SP,SX5E STEPUP ISSUER HSbC STEP,NaN,P,08/24/2017,08/31/2017,"$50,001 - $100,000",New,"SX5E STEPUP ISSUER HSbC STEP 40.00% SV 3,444.73 DUE 08/25/22"
Conaway,20008162,SP,SX5E STEPUP ISSUER HSbC STEP,NaN,P,08/24/2017,08/31/2017,"$50,001 - $100,000",New,"SX5E STEPUP ISSUER HSbC STEP 40.00% SV 3,444.73 DUE 08/25/22"
Conaway,20007393,SP,R2000 CLIRN ISSUER CIbC CaP,NaN,S,05/8/2017,05/11/2017,"$50,001 - $100,000",New,
Conaway,20007468,SP,"Clayton Williams Energy, Inc. ",NaN,E,05/3/2017,05/23/2017,"$50,001 - $100,000",New,Exchange CWEI for NBL
Conaway,20007468,JT,"Clayton Williams Energy, Inc. ",NaN,E,05/3/2017,05/23/2017,"$50,001 - $100,000",New,Exchange to NBL
Conaway,20007468,JT,Noble Energy Inc. ,NaN,E,05/3/2017,05/23/2017,"$50,001 - $100,000",New,Exchange from CWEI
Conaway,20007468,SP,Noble Energy Inc. ,NaN,E,05/3/2017,05/23/2017,"$50,001 - $100,000",New,Exchange CWEI to NBL
Conaway,20007393,SP,SX5E STEPUP ISSUER HSbC STEP,NaN,P,05/3/2017,05/8/2017,"$15,001 - $50,000",New,
Conaway,20007393,SP,R2000 aRN ISSUER SEK CaP 14.37%,NaN,S,05/2/2017,05/5/2017,"$50,001 - $100,000",New,
Conaway,20007393,SP,R2000 aRN ISSUER SEK CaP 14.37%,NaN,S,05/2/2017,05/5/2017,"$1,001 - $15,000",New,
Conaway,20007393,SP,deere & Company ,NaN,S,05/15/2017,05/18/2017,"$1,001 - $15,000",New,
Conaway,20007393,SP,Trimble Inc. ,NaN,S,05/15/2017,05/18/2017,"$1,001 - $15,000",New,
Conaway,20007393,SP,R2000 CLIRNS ISSUER CIbC CaP,NaN,S,05/12/2017,05/17/2017,"$15,001 - $50,000",New,
Conaway,20007185,SP,SX5E ARN ISSUER BOFA CAP 19.80%,NaN,P,04/3/2017,04/6/2017,"$50,001 - $100,000",New,"SX5E ARN ISSUER BOFA CAP 19.80% SV 3,333.96 DUE 04/27/18"
Conaway,20007185,SP,SP500 ARN ISSUER BAC CAP 15.42%,NaN,S,04/28/2017,04/28/2017,"$15,001 - $50,000",New,"SP500 ARN ISSUER BAC CAP 15.42% SV 1,951.70 DUE 04/28/17 Redemption"
Conaway,20007185,SP,SX5E STEPUP ISSUER HSBC STEP,NaN,P,04/25/2017,04/28/2017,"$50,001 - $100,000",New,"SX5E STEPUP ISSUER HSBC STEP 30.00% SV 3,221.14 DUE 09/28/18"
Conaway,20007185,SP,GOLDMAN SACHS CAPITAL II,NaN,S,04/20/2017,04/25/2017,"$15,001 - $50,000",New,GOLDMAN SACHS CAPITAL II - VAR% PERPETUAL
Conaway,20007185,SP,GOLDMAN SACHS CAPITAL II,NaN,S,04/20/2017,04/25/2017,"$15,001 - $50,000",New,GOLDMAN SACHS CAPITAL II - VAR% PERPETUAL
Conaway,20007185,SP,MSCI EM ARN ISSUER SEK CAP,NaN,P,04/20/2017,04/25/2017,"$50,001 - $100,000",NewID Owner Asset Transaction Date Notification Amount,MSCI EM ARN ISSUER SEK CAP 17.65% SV 857.45 DUE 01/26/18
Conaway,20007185,SP,R2000 ARN ISSUER SEK CAP 13.83%,NaN,P,04/20/2017,04/25/2017,"$50,001 - $100,000",New,"R2000 ARN ISSUER SEK CAP 13.83% SV 1,237.751 DUE 11/22/17"
