Member,DocID,Owner,Asset,Ticker,Transaction Type,Transaction Date,Notification Date,Amount,Filing Status,Description
Conaway,20008867,SP,"MetLife, Inc.  S 01/31/2018 02/2/2018 $1,001",MET,asset,transaction,Date,notification,New,Subholding of: SP M81 (Merrill Lynch)
Conaway,20008658,SP,"R2000 CLIRN ISSUER bAC CAP 17.92% P 12/1/2017 12/5/2017 $50,001",,asset,transaction,Date,notification,New,"R2000 CLIRN ISSUER bAC CAP 17.92% SV 1,334.341 DUE 11/21/18"
Conaway,20009212,SP,"Dominion Energy, Inc.  S 03/12/2018 03/14/2018 $1,001",D,Asset,Transaction,Date,Notification,New,Subholding of: SP M81 (Merrill Lynch)
Conaway,20008867,SP,M81  (Owner:,Merrill Lynch,Managed,Account,–,Not,New,
Conaway,20008658,SP,SP500 CLIRN ISSUER bAC CAP 14.80%,,12/1/2017,12/5/2017,"$50,001",-,New,"SP500 CLIRN ISSUER bAC CAP 14.80% SV 2,075.81 DUE 04/27/18"
Conaway,20008658,SP,R2000 ARN ISSUER SEK CAP 11.55%,,12/21/2017,12/29/2017,"$15,001",-,New,"R2000 ARN ISSUER SEK CAP 11.55% SV 1,547.107 DUE 02/22/19"
Conaway,20008658,SP,SP500 CLIRNS ISSUER bNS CAP,,12/22/2017,12/22/2017,"$15,001",-,New,"SP500 CLIRNS ISSUER bNS CAP 16.40% SV 2,038.97 DUE 12/22/17 Redemption"
Conaway,20008658,SP,Diageo plc,DEO,12/12/2017,12/14/2017,"$1,001",-,New,Subholding of: SP M81 (Merrill Lynch)
Conaway,20008658,SP,Diageo plc,DEO,12/11/2017,12/13/2017,"$1,001",-,New,Subholding of: SP M81 (Merrill Lynch)
Conaway,20008658,SP,Coca,KO,12/8/2017,12/12/2017,"$1,001",-,New,Subholding of: SP M81 (Merrill Lynch)
Conaway,20008658,SP,Diageo plc,DEO,12/8/2017,12/12/2017,"$1,001",-,New,Subholding of: SP M81 (Merrill Lynch)
Conaway,20008658,SP,Philip Morris International Inc,PM,12/8/2017,12/12/2017,"$1,001",-,New,Subholding of: SP M81 (Merrill Lynch)
Conaway,20008658,SP,"Simon Property group, Inc.",SPG,12/8/2017,12/12/2017,"$1,001",-,New,Subholding of: SP M81 (Merrill Lynch)
Conaway,20008658,SP,UnitedHealth group Incorporated,UNH,12/8/2017,12/12/2017,"$1,001",-,New,Subholding of: SP M81 (Merrill Lynch)
Conaway,20008658,SP,Wal,WBA,12/8/2017,12/12/2017,"$1,001",-,New,Subholding of: SP M81 (Merrill Lynch)
Conaway,20008658,SP,SX5E STEPUP ISSUER CS STEP,,11/21/2017,12/1/2017,"$15,001",-,New,"SX5E STEPUP ISSUER CS STEP 30.00% SV 3,579.32 DUE 11/27/20"
Conaway,20010415,SP,ISHaRES CORE DIVIDEND,,09/27/2018,09/30/2018,"$15,001",-,New,ISHaRES CORE DIVIDEND gROWTH EXCHaNgE TRaDED FUND
Conaway,20010415,SP,R2000 CLIRN ISSUER CIBC CaP,,09/28/2018,09/28/2018,"$15,001",-,New,"R2000 CLIRN ISSUER CIBC CaP 18.04% SV 1,237.751 DUE 09/28/18 Redemption"
Conaway,20010415,SP,SX5E aRN ISSUER BOFa CaP,,09/21/2018,09/25/2018,"$50,001",-,New,"SX5E aRN ISSUER BOFa CaP 19.23% SV 3,579.32 DUE 01/25/19"
Conaway,20010415,SP,SX5E STEPUP ISSUER BOFa,,09/21/2018,09/25/2018,"$50,001",-,New,"SX5E STEPUP ISSUER BOFa STEP 27.00% SV 3,584.55 DUE 05/31/19"
Conaway,20010197,SP,General Electric Company,GE,08/30/2018,08/31/2018,"$15,001",-,New,Subholding of: SP E62 (Edward Jones)
Conaway,20010197,SP,american Mutual Fund Cl a,oT,08/30/2018,08/30/2018,"$15,001",-,New,american Mutual Fund Cl a
Conaway,20010197,SP,VaNGUaRD CoNSUMER,,08/28/2018,08/30/2018,"$15,001",-,New,VaNGUaRD CoNSUMER DISCRETIoNaRY ETF
Conaway,20010197,SP,SP500 aRN ISSUER boFa CaP,,07/26/2018,08/02/2018,"$50,001",-,New,SP500 aRN ISSUER boFa CaP 10.09% SV 2837.44 DUE 09/27/19
Conaway,20010072,SP,SP500 aRN ISSUER BoFa CaP S,,07/27/2018,07/27/2018,"$50,001",-,New,"SP500 aRN ISSUER BoFa CaP 10.00% SV 2,415.07 DUE 07/27/18 Redemption"
Conaway,20010072,SP,gENERaTIoN PK MgMT DIST,,07/13/2018,07/17/2018,"$50,001",-,New,gENERaTIoN PK MgMT DIST TEX ULTD TaX RD a oID aPR16 03.750%SEP01 2036
Conaway,20010072,SP,HaRTFoRD gRoWTH,HIG,07/12/2018,07/16/2018,"$15,001",-,New,HaRTFoRD gRoWTH oPPoRTUNITIES FD
Conaway,20009212,SP,SX5E STEPUP ISSUER HSbC STEP,,03/28/2018,04/5/2018,"$15,001",-,New,"SX5E STEPUP ISSUER HSbC STEP 30.00% SV 3,331.25 DUE 03/25/21"
Conaway,20009212,SP,SX5E STEPUP ISSUER HSbC STEP,,03/28/2018,04/5/2018,"$50,001",-,New,"SX5E STEPUP ISSUER HSbC STEP 30.00% SV 3,331.25 DUE 03/25/21"
Conaway,20009504,SP,SX5E ARN ISSUER bOFA CAP,,04/27/2018,04/27/2018,"$50,001",-,New,"SX5E ARN ISSUER bOFA CAP 19.80% SV 3,333.96 DUE 04/27/18 Redemption"
Conaway,20009212,SP,FIRST TR EXCHANgE TRADED FD,FSLR,03/28/2018,04/2/2018,"$1,001",-,New,FIRST TR EXCHANgE TRADED FD DOW JONES IN ACTUAL PRICES
Conaway,20009212,SP,SX5E CLIRN ISSUER CS CAP 25.65%,,03/28/2018,04/2/2018,"$50,001",-,New,"SX5E CLIRN ISSUER CS CAP 25.65% SV 3,444.73 DUE 08/30/19"
Conaway,20009212,SP,SX5E CLIRN ISSUER CS CAP 25.65%,,03/28/2018,04/2/2018,"$50,001",-,New,"SX5E CLIRN ISSUER CS CAP 25.65% SV 3,444.73 DUE 08/30/19"
Conaway,20009212,SP,SX5E CLIRN ISSUER CS CAP 25.65%,,03/5/2018,03/7/2018,"$1,001",-,New,"SX5E CLIRN ISSUER CS CAP 25.65% SV 3,444.73 DUE 08/30/19"
Conaway,20009212,SP,JPMORgAN FEDERAL MONEY,JPM,03/28/2018,03/30/2018,"$1,001",-,New,JPMORgAN FEDERAL MONEY MARKET FUND
Conaway,20009212,SP,R2000 CLIRN ISSUER CIbC CAP,,03/26/2018,03/28/2018,"$100,001",-,New,"R2000 CLIRN ISSUER CIbC CAP 16.00% SV 1,417.127 DUE 04/26/19"
Conaway,20009212,SP,R2000 CLIRNS ISSUER CIbC CAP,,03/28/2018,03/28/2018,"$100,001",-,New,"R2000 CLIRNS ISSUER CIbC CAP 20.40% SV 1,075.699 DUE 03/28/18 Redemption"
Conaway,20009212,SP,SP500 CLIRN ISSUER bAC CAP,,03/28/2018,03/28/2018,"$15,001",-,New,"SP500 CLIRN ISSUER bAC CAP 16.60% SV 2,036.71 DUE 03/28/18 Redemption"
Conaway,20009212,SP,CAPITAL INCOME bUILDER CL A,COF,03/15/2018,03/16/2018,"$1,001",-,New,CAPITAL INCOME bUILDER CL A Reinvestment of dividend
Conaway,20009212,SP,"Dominion Energy, Inc.",D,03/14/2018,03/16/2018,"$1,001",-,New,Subholding of: SP M81 (Merrill Lynch)
Conaway,20009212,SP,"Dominion Energy, Inc.",D,03/13/2018,03/15/2018,"$1,001",-,New,Subholding of: SP M81 (Merrill Lynch)
Conaway,20009212,SP,"The Travelers Companies, Inc.",TRV,03/13/2018,03/15/2018,"$1,001",-,New,Subholding of: SP M81 (Merrill Lynch)
Conaway,20009212,SP,"The Travelers Companies, Inc.",TRV,03/12/2018,03/14/2018,"$1,001",-,New,Subholding of: SP M81 (Merrill Lynch)
Conaway,20009212,SP,"Dominion Energy, Inc.",D,03/9/2018,03/13/2018,"$1,001",-,New,Subholding of: SP M81 (Merrill Lynch)
Conaway,20009212,SP,"The Travelers Companies, Inc.",TRV,03/9/2018,03/13/2018,"$1,001",-,New,Subholding of: SP M81 (Merrill Lynch)
Conaway,20009212,SP,"Dominion Energy, Inc.",D,03/8/2018,03/12/2018,"$1,001",-,New,Subholding of: SP M81 (Merrill Lynch)
Conaway,20009212,SP,JP Morgan Chase & Co.,JPM,03/8/2018,03/12/2018,"$1,001",-,New,Subholding of: SP M81 (Merrill Lynch)
Conaway,20009212,SP,"The Travelers Companies, Inc.",TRV,03/8/2018,03/12/2018,"$1,001",-,New,Subholding of: SP M81 (Merrill Lynch)
Conaway,20009212,SP,AAPL ARN ISSUER HSbC CAP 21.60%,Apple Inc.,02/22/2018,03/1/2018,"$50,001",-,New,AAPL ARN ISSUER HSbC CAP 21.60% SV 172.95 DUE 04/26/19
Conaway,20009212,SP,AAPL ARN ISSUER HSbC CAP 21.60%,Apple Inc.,02/22/2018,03/1/2018,"$15,001",-,New,AAPL ARN ISSUER HSbC CAP 21.60% SV 172.95 DUE 04/26/19
Conaway,20009063,SP,Microsoft Corporation,MSFT,02/7/2018,02/9/2018,"$1,001",-,New,Subholding of: SP M81 (Merrill Lynch)
Conaway,20009063,SP,SP500 STEPUP ISSUER HSbC STEP,,02/9/2018,02/9/2018,"$100,001",-,New,"SP500 STEPUP ISSUER HSbC STEP 35.00% SV 2,296.68 Redemption"
Conaway,20009063,SP,SP500 STEPUP ISSUER HSbC STEP,,02/9/2018,02/9/2018,"$15,001",-,New,"SP500 STEPUP ISSUER HSbC STEP 35.00% SV 2,296.68 DUE 01/27/23 Redemption"
Conaway,20009063,SP,Visa Inc.,V,02/7/2018,02/9/2018,"$1,001",-,New,Subholding of: SP M81 (Merrill Lynch)
Conaway,20009063,SP,DAVIS NY VENTURE FD CL C,,02/6/2018,02/8/2018,"$50,001",-,New,DAVIS NY VENTURE FD CL C
Conaway,20009063,SP,SP500 ARN ISSUER bOFA CAP 10.00%,,02/6/2018,02/8/2018,"$50,001",-,New,"SP500 ARN ISSUER bOFA CAP 10.00% SV 2,560.40 DUE 12/21/18"
Conaway,20009063,SP,"MetLife, Inc.",MET,02/1/2018,02/5/2018,"$1,001",-,New,Subholding of: SP M81 (Merrill Lynch)ID Owner Asset Transaction Date Notification Amount
Conaway,20009063,SP,Accenture plc Class A Ordinary Shares,ACN,02/26/2018,02/28/2018,"$1,001",-,New,Subholding of: SP M81 (Merrill Lynch)
Conaway,20009063,SP,Apple Inc.,AAPL,02/26/2018,02/28/2018,"$1,001",-,New,Subholding of: SP M81 (Merrill Lynch)
Conaway,20009063,SP,Exxon Mobil Corporation,XOM,02/26/2018,02/28/2018,"$1,001",-,New,Subholding of: SP M81 (Merrill Lynch)
Conaway,20009063,SP,Northrop grumman Corporation,NOC,02/26/2018,02/28/2018,"$1,001",-,New,Subholding of: SP M81 (Merrill Lynch)
Conaway,20009063,SP,"Pfizer, Inc.",PFE,02/26/2018,02/28/2018,"$1,001",-,New,Subholding of: SP M81 (Merrill Lynch)
Conaway,20009063,SP,Royal Dutch Shell PLC Royal Dutch,RDS.b,02/26/2018,02/28/2018,"$1,001",-,New,Subholding of: SP M81 (Merrill Lynch)
Conaway,20009063,SP,Stryker Corporation,SYK,02/26/2018,02/28/2018,"$1,001",-,New,Subholding of: SP M40 (Merrill Lynch)
Conaway,20009063,SP,UnitedHealth group Incorporated,UNH,02/26/2018,02/28/2018,"$1,001",-,New,Subholding of: SP M81 (Merrill Lynch)
Conaway,20009063,SP,Verizon Communications Inc.,VZ,02/26/2018,02/28/2018,"$1,001",-,New,Subholding of: SP M81 (Merrill Lynch)
Conaway,20009063,SP,Zoetis Inc. Class A,ZTS,02/26/2018,02/28/2018,"$1,001",-,New,Subholding of: SP M81 (Merrill Lynch)
Conaway,20009063,SP,RIO gRANDE CITY TEX CONS ISD,,02/23/2018,02/27/2018,"$15,001",-,New,RIO gRANDE CITY TEX CONS ISD ULTD b PSF gTD OID OCT15 03.500%AUg15 2037
Conaway,20009063,SP,R2000 CLIRN ISSUER bAC CAP 17.92%,,02/21/2018,02/23/2018,"$50,001",-,New,"R2000 CLIRN ISSUER bAC CAP 17.92% SV 1,334.341 DUE 11/21/18"
Conaway,20009063,SP,First Trust DJ Internet Index Fund,FDN,02/14/2018,02/16/2018,"$1,001",-,New,Subholding of: SP M40 (Merrill Lynch)
Conaway,20009063,SP,"PowerShares QQQ Trust, Series 1",QQQ,02/14/2018,02/16/2018,"$1,001",-,New,Subholding of: SP M40 (Merrill Lynch)
Conaway,20009063,SP,R2000 STEPUP ISSUER bARC STEP,,02/16/2018,02/16/2018,"$50,001",-,New,"R2000 STEPUP ISSUER bARC STEP 35.00% SV 1,375.595 DUE 01/28/22 Redemption"
Conaway,20009063,SP,"PowerShares QQQ Trust, Series 1",QQQ,02/13/2018,02/15/2018,"$1,001",-,New,Subholding of: SP M40 (Merrill Lynch)
Conaway,20009063,SP,SPDR Dow Jones Industrial Average,,02/13/2018,02/15/2018,"$1,001",-,New,Subholding of: SP M40 (Merrill Lynch)
Conaway,20009063,SP,SPDR S&P 500,SPY,02/13/2018,02/15/2018,"$1,001",-,New,Subholding of: SP M40 (Merrill Lynch)
Conaway,20009063,SP,SX5E ARN ISSUER bOFA CAP 17.70%,,02/13/2018,02/15/2018,"$15,001",-,New,"SX5E ARN ISSUER bOFA CAP 17.70% SV 3,637.20 DUE 12/21/18"
Conaway,20009063,SP,SX5E CLIRN ISSUER bAC CAP 24.90%,,02/13/2018,02/15/2018,"$15,001",-,New,"SX5E CLIRN ISSUER bAC CAP 24.90% SV 3,071.21 DUE 05/25/18"
Conaway,20009063,SP,SX5E STEPUP ISSUER bOFA STEP,,02/13/2018,02/15/2018,"$50,001",-,New,"SX5E STEPUP ISSUER bOFA STEP 26.91% SV 3,563.64 DUE 09/26/19"
Conaway,20008867,SP,R2000 ARN ISSUER RbC CAP 12.75%,,01/25/2018,02/1/2018,"$50,001",-,New,"R2000 ARN ISSUER RbC CAP 12.75% SV 1,601.669 DUE 03/29/19"
Conaway,20008867,SP,ARLINgTON TEX HIgHER ED FIN,,01/5/2018,01/9/2018,"$50,001",-,New,ARLINgTON TEX HIgHER ED FIN CORP ED REV REV A JUL16 05.000%DEC01 2051
Conaway,20008867,SP,SX5E CLIRN ISSUER bAC CAP 24.90%,,01/4/2018,01/8/2018,"$50,001",-,New,"SX5E CLIRN ISSUER bAC CAP 24.90% SV 3,071.21 DUE 05/25/18"
Conaway,20008867,SP,JPMORgAN HIgH YIELD FUND,JPM,01/2/2018,01/4/2018,"$1,001",-,New,JPMORgAN HIgH YIELD FUND
Conaway,20008867,SP,MSCI EM ARN ISSUER SEK CAP,MSCI,01/26/2018,01/26/2018,"$50,001",-,New,MSCI EM ARN ISSUER SEK CAP 17.65% SV 857.45 DUE 01/26/18 Redemption
Conaway,20008867,SP,bank of America Corporation,BAC,01/22/2018,01/24/2018,"$15,001",-,New,Subholding of: SP E62 (Edward Jones)
Conaway,20008867,SP,general Electric Company,GE,01/22/2018,01/24/2018,"$15,001",-,New,Subholding of: SP E62 (Edward Jones)
Conaway,20008867,SP,SX5E CLIRN ISSUER bAC CAP 24.90%,,01/19/2018,01/23/2018,"$1,001",-,New,"SX5E CLIRN ISSUER bAC CAP 24.90% SV 3,071.21 DUE 05/25/18"
Conaway,20008867,SP,Accenture plc Class A Ordinary Shares,ACN,01/16/2018,01/18/2018,"$1,001",-,New,Subholding of: SP M81 (Merrill Lynch)
Conaway,20008867,SP,"Automatic Data Processing, Inc.",ADP,01/16/2018,01/18/2018,"$1,001",-,New,Subholding of: SP M81 (Merrill Lynch)iD owner asset transaction Date notification amount
Conaway,20008867,SP,Intel Corporation,INTC,01/16/2018,01/18/2018,"$1,001",-,New,Subholding of: SP M81 (Merrill Lynch)
Conaway,20008867,SP,Philip Morris International Inc,PM,01/16/2018,01/18/2018,"$1,001",-,New,Subholding of: SP M81 (Merrill Lynch)
Conaway,20008867,SP,Royal Dutch Shell PLC Royal Dutch,RDS.b,01/16/2018,01/18/2018,"$1,001",-,New,Subholding of: SP M81 (Merrill Lynch)
Conaway,20008867,SP,"Waste Management, Inc.",WM,01/16/2018,01/18/2018,"$1,001",-,New,Subholding of: SP M81 (Merrill Lynch)
Conaway,20008867,SP,Zoetis Inc. Class A,ZTS,01/16/2018,01/18/2018,"$1,001",-,New,Subholding of: SP M81 (Merrill Lynch)
Conaway,20008867,SP,Accenture plc Class A Ordinary Shares,ACN,01/12/2018,01/17/2018,"$1,001",-,New,Subholding of: SP M81 (Merrill Lynch)
Conaway,20008867,SP,"Altria group, Inc.",MO,01/12/2018,01/17/2018,"$1,001",-,New,Subholding of: SP M81 (Merrill Lynch)
Conaway,20008867,SP,"American Electric Power Company, Inc.",AEP,01/12/2018,01/17/2018,"$1,001",-,New,Subholding of: SP M81 (Merrill Lynch)
Conaway,20008867,SP,"Automatic Data Processing, Inc.",ADP,01/12/2018,01/17/2018,"$1,001",-,New,Subholding of: SP M81 (Merrill Lynch)
Conaway,20008867,SP,Coca,KO,01/12/2018,01/17/2018,"$15,001",-,New,Subholding of: SP M81 (Merrill Lynch)
