Member,DocID,Owner,Asset,Ticker,Transaction Type,Transaction Date,Notification Date,Amount,Filing Status,Description
Banks,20019642,JT,Roblox Corporation Class A P,NaN,10/15/2021,"$1,001",-,"$15,001 - $50,000",New,
Banks,20019642,JT,Starbucks Corporation ,NaN,09/07/2021,"$1,001",-,"$15,001 - $50,000",New,
Banks,20019099,JT,Kroger Company (KR) [ST] S ,NaN,07/12/2021,"$1,001",-,"$15,001 - $50,000",New,
Banks,20019099,JT,Roblox Corporation Class A P,NaN,07/12/2021,"$1,001",-,"$15,001 - $50,000",New,
Banks,20018903,JT,Kroger Company ,KR,05/24/2021,"$1,001",-,"$15,001 - $50,000",New,
Banks,20018763,JT,Kroger Company ,KR,04/09/2021,"$1,001",-,"$15,001 - $50,000",New,
Beyer,20019339,JT,"Cadence Design Systems, Inc. P 08/05/2021 08/14/2021 $1,001",CDNS,transaction,Date,notification,amount,New,15 units Cadence Design Systems Inc
Beyer,20019110,JT,"NextEra Energy, Inc. ",NEE,Transaction,Date,Notification,Amount,New,sale of 300 units NextEra Energy Inc
Beyer,20018752,JT,"BLF FedFund TDDXX [CS] S 05/04/2021 05/16/2021 $1,001",NaN,Transaction,Date,Notification,Amount,New,sweep sale of Blackrock Liq FDS Fed
Beyer,20018597,JT,"California St gO BDS 4.25% P 04/13/2021 04/17/2021 $15,001",NaN,Transaction,Date,Notification,Amount,New,"25,000 units California State go BDS 4.25% 04/01/35"
Beyer,20018431,JT,"BLF FedFund TDDXX [CS] P 03/11/2021 03/20/2021 $1,001",NaN,transaction,Date,notification,amount,New,sweep purchase Blackrock Liq FDS Fed
Beyer,20018292,JT,"BLF FedFund TDDXX [CS] S 02/02/2021 02/27/2021 $1,001",NaN,transaction,Date,notification,amount,New,sweep sale of Blackrock Liq FDS Fedfund
Beyer,20017909,JT,"BLF FedFund TDDXX [CS] S 12/15/2020 12/23/2020 $1,001",NaN,Transaction,Date,Notification,Amount,New,Sweep sale Blackrock Liq FDS FedFund
Beyer,20017909,JT,Kadant Inc ,NaN,Transaction,Date,Notification,Amount,New,45 units Kadant Inc. Common
Beyer,20017909,JT,BLF FedFund TDDXX [CS],NaN,S,12/14/2020,12/23/2020,"$15,001 - $50,000",New,Sweep sale Blackrock Liq FDS FedFund
Beyer,20017909,JT,Virginia College Bldg 3.00%,NaN,P,12/14/2020,12/23/2020,"$15,001 - $50,000",New,"35,000 units Virginia College Building 3.00% 02/01/37"
Beyer,20019895,JT,BLF FedFund TDDXX [CS],NaN,P,11/09/2021,11/28/2021,"$15,001 - $50,000",New,sweep purchase Blackrock Liq FDS FedFund
Beyer,20019648,JT,BLF FedFund TDDXX [CS],NaN,P,10/05/2021,10/17/2021,"$15,001 - $50,000",New,sweep purchase Blackrock Liq FDS Fed
Beyer,20019648,JT,Salisbury Twp Pa Sch 2.375%,NaN,S,10/05/2021,10/17/2021,"$15,001 - $50,000",New,called security
Beyer,20019506,JT,BLF FedFund TDDXX [CS],NaN,S,09/30/2021,10/01/2021,"$15,001 - $50,000",New,sweep sale of Blackrock Liq FDS Fed
Beyer,20019506,JT,Des Moines Iowa gO Bds 2.00%,NaN,P,09/30/2021,10/01/2021,"$15,001 - $50,000",New,"purchase 30,000 units Des Moines Iowa gO Bds 2.00% 06/01/33"
Beyer,20019506,JT,BLF FedFund TDDXX [CS],NaN,S,09/09/2021,09/19/2021,"$15,001 - $50,000",New,sweep sale of Blackrock Liq FDS FedID Owner Asset Transaction Date Notification Amount Cap.
Beyer,20019110,JT,Roanoke Cnty VA Economic 3.25%,NaN,P,07/21/2021,07/25/2021,"$15,001 - $50,000",New,"40,000 units Roanoke County VA Economic 3.25% 10/15/31"
Beyer,20019022,JT,BLF FedFund TDDXX [CS],NaN,S,06/03/2021,06/30/2021,"$15,001 - $50,000",New,sweep sale Blackrock Liq FDS Fedfund
Beyer,20018752,JT,BLF FedFund TDDXX [CS],NaN,S,05/13/2021,05/16/2021,"$15,001 - $50,000",New,sweep sale of Blackrock Liq FDS Fed
Beyer,20018752,JT,Morgan Stanley ,MS,P,05/13/2021,05/16/2021,"$15,001 - $50,000",New,"15,000 units Morgan Stanley Fr Var 05/04/2027ID Owner Asset Transaction Date Notification Amount Cap."
Beyer,20018597,JT,BLF FedFund TDDXX [CS],NaN,S,04/13/2021,04/17/2021,"$15,001 - $50,000",New,sweep sale of Blackrock Liq FDS Fed
Beyer,20018431,JT,BLF FedFund TDDXX [CS],NaN,P,03/01/2021,03/20/2021,"$15,001 - $50,000",New,sweep purchase Blackrock Liq FDS Fed
Beyer,20018431,JT,Maryland St Community [gS],NaN,S,03/01/2021,03/20/2021,"$15,001 - $50,000",New,"called security 50,000 units Maryland State Community 3.85% 09/01/37"
Beyer,20018292,JT,BLF FedFund TDDXX [CS],NaN,P,02/25/2021,02/27/2021,"$15,001 - $50,000",New,sweep purchase of Blackrock Liq FDS Fedfund
Beyer,20018292,JT,Texas Mun gas Acquisition 5.00%,NaN,S,02/25/2021,02/27/2021,"$15,001 - $50,000",New,called security Texas Municipal gas Acquisition 5.00% 12/15/22
Beyer,20018292,JT,BLF FedFund TDDXX [CS],NaN,S,02/22/2021,02/27/2021,"$15,001 - $50,000",New,sweep sale of Blackrock Liq FDS Fedfund
Beyer,20018292,JT,Farmington NM Pollutn Var,NaN,P,02/22/2021,02/27/2021,"$15,001 - $50,000",New,"25,000 units Farmington New Mexico Pollution Var 06/01/40"
Beyer,20018292,JT,BLF FedFund TDDXX [CS],NaN,S,02/08/2021,02/27/2021,"$15,001 - $50,000",New,sweep sale of Blackrock Liq FDS Fedfund
Beyer,20018292,JT,Columbia Tenn Wtrwks Rev 5.00%,NaN,P,02/05/2021,02/27/2021,"$15,001 - $50,000",New,"25,000 units Columbia Tennessee Waterworks Rev. 5.00% 12/01/32"
Beyer,20018096,JT,BLF FedFund TDDXX [CS],NaN,S,01/28/2021,01/28/2021,"$15,001 - $50,000",New,Sweep sale Blackrock Liq FDS FedFund
Beyer,20018096,JT,BLF FedFund TDDXX [CS],NaN,S,01/13/2021,01/28/2021,"$15,001 - $50,000",New,Sweep sale Blackrock Liq FDS FedFund
Beyer,20018096,JT,New York N Y City 5.00% 05/01/34,NaN,P,01/13/2021,01/28/2021,"$15,001 - $50,000",New,"25,000 units New York N Y City 5.00% 05/01/34ID Owner Asset Transaction Date Notification Amount Cap."
Beyer,20018096,JT,BLF FedFund TDDXX [CS],NaN,S,01/11/2021,01/28/2021,"$15,001 - $50,000",New,Sweep sale Blackrock Liq FDS FedFundID Owner Asset Transaction Date Notification Amount Cap.
Beyer,20018096,JT,Massachusetts St go BDS 5.00%,NaN,P,01/11/2021,01/28/2021,"$15,001 - $50,000",New,"25,000 units Massachusetts State go BDS 5.00% 09/01/37"
Beyer,20019895,JT,BLF FedFund TDDXX [CS] S,NaN,11/28/2021,"$1,001",-,"$15,001 - $50,000",New,sweep sale Blackrock Liq FDS FedFund
Beyer,20019895,JT,BLF FedFund TDDXX [CS] P,NaN,11/28/2021,"$1,001",-,"$15,001 - $50,000",New,sweep purchase Blackrock Liq FDS FedFund
Beyer,20019895,JT,BLF FedFund TDDXX [CS] P,NaN,11/28/2021,"$1,001",-,"$15,001 - $50,000",New,sweep purchase Blackrock Liq FDS FedFund
Beyer,20019895,JT,Daifuku Co Ltd Ordinary Shares S,NaN,11/28/2021,"$1,001",-,"$15,001 - $50,000",New,"sale 40 units Daifuku Co Ltd; Capital gains $1,435iD owner asset transaction Date notification amount cap."
Beyer,20019895,JT,NVIDIA Corporation ,NVDA,11/28/2021,"$1,001",-,"$15,001 - $50,000",New,"sale 20 units NVIDIA Corp; capital gain $5,226"
Beyer,20019895,JT,"Square, Inc. Class A ",NaN,11/28/2021,"$1,001",-,"$15,001 - $50,000",New,"sale 15 units Square Inc Class A; capital gain $2,055"
Beyer,20019895,JT,"Square, Inc. Class A ",NaN,11/28/2021,"$1,001",-,"$15,001 - $50,000",New,"sale 10 units Square Inc Class A; capital gain $1,571"
Beyer,20019895,JT,"Teladoc Health, Inc. ",NaN,11/28/2021,"$1,001",-,"$15,001 - $50,000",New,sale 35 units Teladoc Health Inc common; capital gain $900
Beyer,20019895,JT,"TJX Companies, Inc. ",TJX,11/28/2021,"$1,001",-,"$15,001 - $50,000",New,15 units TJX Companies Inc.
Beyer,20019895,JT,Visa Inc. ,V,11/28/2021,"$1,001",-,"$15,001 - $50,000",New,sale of 5 units Visa Inc Class A; $156 capital gain
Beyer,20019648,JT,Berkshire Hathaway Inc. New P,BRK.B,10/30/2021,"$1,001",-,"$15,001 - $50,000",New,5 units Berkshire Hathaway Inc Class B
Beyer,20019648,JT,BLF FedFund TDDXX [CS] P,NaN,10/17/2021,"$1,001",-,"$15,001 - $50,000",New,sweep purchase Blackrock Liq FDS Fed
Beyer,20019648,JT,BLF FedFund TDDXX [CS] P,NaN,10/30/2021,"$1,001",-,"$15,001 - $50,000",New,sweep purchase of Blackrock Liq FDS Fed
Beyer,20019648,JT,BLF FedFund TDDXX [CS] S,NaN,10/17/2021,"$1,001",-,"$15,001 - $50,000",New,sweep sale Blackrock Liq FDS FedID Owner Asset Transaction Date Notification Amount Cap.
Beyer,20019648,JT,Franco,NaN,10/17/2021,"$1,001",-,"$15,001 - $50,000",New,Sale 15 units Franco-Nevada Corp
Beyer,20019648,JT,"Impinj, Inc. ",NaN,10/17/2021,"$1,001",-,"$15,001 - $50,000",New,30 units Impinj Inc.
Beyer,20019648,JT,"Intellia Therapeutics, Inc. ",NaN,10/30/2021,"$1,001",-,"$15,001 - $50,000",New,"sale of 10 units Intellia Therapeutics; capital gains $1,152"
Beyer,20019648,JT,LVMH Moet Hennessy Louis S,NaN,10/30/2021,"$1,001",-,"$15,001 - $50,000",New,sale of 10 units LVMH Moet Hennessy ADR; capital gains $379
Beyer,20019506,JT,AIA group Ltd NPV common [PS] S,NaN,10/01/2021,"$1,001",-,"$15,001 - $50,000",New,sale of 295 units of AIA group LTD NPV common; no capital gain
Beyer,20019506,JT,BLF FedFund TDDXX [CS] P,NaN,10/01/2021,"$1,001",-,"$15,001 - $50,000",New,sweep purchase of Blackrock Liq FDS Fed
Beyer,20019506,JT,BLF FedFund TDDXX [CS] P,NaN,10/01/2021,"$1,001",-,"$15,001 - $50,000",New,sweep purchase of Blackrock Liq FDS Fed
Beyer,20019506,JT,BLF FedFund TDDXX [CS] P,NaN,09/19/2021,"$1,001",-,"$15,001 - $50,000",New,sweep purchase of Blackrock Liq FDS Fed
Beyer,20019506,JT,BLF FedFund TDDXX [CS] S,NaN,09/19/2021,"$1,001",-,"$15,001 - $50,000",New,sweep sale of Blackrock Liq FDS Fed
Beyer,20019506,JT,BLF FedFund TDDXX [CS] S,NaN,09/19/2021,"$1,001",-,"$15,001 - $50,000",New,sweep sale of Blackrock Liq FDS Fed
Beyer,20019506,JT,BLF FedFund TDDXX [CS] P,NaN,10/01/2021,"$1,001",-,"$15,001 - $50,000",New,sweep purchase of Blackrock Liq FDS Fed
Beyer,20019506,JT,BLF FedFund TDDXX [CS] P,NaN,10/01/2021,"$1,001",-,"$15,001 - $50,000",New,sweep purchase of Blackrock Liq FDS Fed
Beyer,20019506,JT,"Cadence Design Systems, Inc. P",CDNS,10/01/2021,"$1,001",-,"$15,001 - $50,000",New,"purchase 15 units Cadence Design System Inc,"
Beyer,20019506,JT,Cognex Corporation ,NaN,09/19/2021,"$1,001",-,"$15,001 - $50,000",New,sale 25 units Cognex Corp; cap gains $398
Beyer,20019506,JT,Costco Wholesale Corporation P,COST,09/19/2021,"$1,001",-,"$15,001 - $50,000",New,purchase 5 units Costco Wholesale CorpID Owner Asset Transaction Date Notification Amount Cap.
Beyer,20019506,JT,"CryoPort, Inc. ",NaN,10/01/2021,"$1,001",-,"$15,001 - $50,000",New,sale of 25 units Cryoport Inc common; $159 capital gain
Beyer,20019506,JT,Fanuc Limited Ordinary Shares S,NaN,10/01/2021,"$1,001",-,"$15,001 - $50,000",New,sale of 15 units Fanuc Ltd; no capital gains
Beyer,20019506,JT,"Illumina, Inc. ",ILMN,09/19/2021,"$1,001",-,"$15,001 - $50,000",New,sale 5 units Illumina Inc; cap gain of $700
Beyer,20019506,JT,"Intellia Therapeutics, Inc. ",NaN,10/01/2021,"$1,001",-,"$15,001 - $50,000",New,"sale of 10 units Intellia Therapeutics Inc; capital gains of $1,346"
Beyer,20019506,JT,Novartis Ag ,NaN,09/19/2021,"$1,001",-,"$15,001 - $50,000",New,sale 35 units of Novartis Ag
Beyer,20019506,JT,"Regeneron Pharmaceuticals, Inc. P",NaN,09/19/2021,"$1,001",-,"$15,001 - $50,000",New,5 units Regeneron Pharmaceuticals
Beyer,20019506,JT,"Square, Inc. Class A ",NaN,09/19/2021,"$1,001",-,"$15,001 - $50,000",New,"sale 20 units Square Inc Class A; cap gains $1,480ID Owner Asset Transaction Date Notification Amount Cap."
Beyer,20019506,JT,UnitedHealth group Incorporated S,NaN,09/19/2021,"$1,001",-,"$15,001 - $50,000",New,sale 5 units Unitedhealth group; cap gain of $566
Beyer,20019506,JT,Visa Inc. ,V,10/01/2021,"$1,001",-,"$15,001 - $50,000",New,"sale of 40 units VISA Inc Class A; capital gains of $1,699"
Beyer,20019506,JT,Visa Inc. ,V,10/01/2021,"$1,001",-,"$15,001 - $50,000",New,"sale of 40 units VISA Inc Class A; capital gains of $1,699"
Beyer,20019339,JT,BLF FedFund TDDXX [CS] S,NaN,08/14/2021,"$1,001",-,"$15,001 - $50,000",New,sweep sale Blackrock Liq FDS Fed
Beyer,20019339,JT,BLF FedFund TDDXX [CS] P,NaN,08/14/2021,"$1,001",-,"$15,001 - $50,000",New,sweep purchase Blackrock Liq FDS Fed
Beyer,20019339,JT,BLF FedFund TDDXX [CS] P,NaN,08/14/2021,"$1,001",-,"$15,001 - $50,000",New,sweep purchase Blackrock Liq FDS Fed
Beyer,20019339,JT,BLF FedFund TDDXX [CS] P,NaN,08/14/2021,"$1,001",-,"$15,001 - $50,000",New,sweep purchase Blackrock Liq FDS Fed
Beyer,20019339,JT,BLF FedFund TDDXX [CS] P,NaN,08/25/2021,"$1,001",-,"$15,001 - $50,000",New,sweep purchase Blackrock Liq FDS Fed Fund
Beyer,20019339,JT,"Cadence Design Systems, Inc. P",CDNS,08/25/2021,"$1,001",-,"$15,001 - $50,000",New,15 units Cadence Design System Inc
Beyer,20019339,JT,Daifuku Co Ltd Ordinary Shares S,NaN,08/14/2021,"$1,001",-,"$15,001 - $50,000",New,sale 20 units Daifuku Co Ltd; capital gains $682
Beyer,20019339,JT,iShares gold Trust Shares of the S,NaN,08/14/2021,"$1,001",-,"$15,001 - $50,000",New,"sale of 77 units IShares gold Trust, capital gain $339"
Beyer,20019339,JT,"Teladoc Health, Inc. ",NaN,08/25/2021,"$1,001",-,"$15,001 - $50,000",New,sale of 25 units Teladoc Health Inc common
Beyer,20019339,JT,"TJX Companies, Inc. ",TJX,08/14/2021,"$1,001",-,"$15,001 - $50,000",New,sale 25 units TJX Companies; capital gains $232
Beyer,20019110,JT,BLF FedFund TDDXX [CS] S,NaN,07/18/2021,"$1,001",-,"$15,001 - $50,000",New,sweep sale of Blackrock Lig FDS Fed
Beyer,20019110,JT,BLF FedFund TDDXX [CS] S,NaN,07/18/2021,"$1,001",-,"$15,001 - $50,000",New,sweep sale of Blackrock Lig FDS Fed
Beyer,20019110,JT,BLF FedFund TDDXX [CS] S,NaN,07/18/2021,"$1,001",-,"$15,001 - $50,000",New,sweep sale of Blackrock Lig FDS Fed
Beyer,20019110,JT,BLF FedFund TDDXX [CS] S,NaN,07/25/2021,"$1,001",-,"$15,001 - $50,000",New,Sweep sale Blackrock Liq FDS Fed
Beyer,20019110,JT,"Intellia Therapeutics, Inc. ",NaN,07/25/2021,"$1,001",-,"$15,001 - $50,000",New,sale 65 units Intellia Therapeutics
Beyer,20019110,JT,"Regeneron Pharmaceuticals, Inc. P",REGN,07/25/2021,"$1,001",-,"$15,001 - $50,000",New,4 units Regeneron Pharmaceuticals
Beyer,20019110,JT,VGP N.V. NPV common [PS] P,NaN,07/18/2021,"$1,001",-,"$15,001 - $50,000",New,15 units VGP N.V. NPV common
Beyer,20019022,JT,Alphabet Inc. ,NaN,06/30/2021,"$1,001",-,"$15,001 - $50,000",New,one unit Alphabet Inc Class C
Beyer,20019022,JT,Apple Inc. ,AAPL,06/30/2021,"$1,001",-,"$15,001 - $50,000",New,sale 15 units Apple Inc Common
Beyer,20019022,JT,ASML Holding N.V.,NaN,06/30/2021,"$1,001",-,"$15,001 - $50,000",New,3 units ASML Holding NV
Beyer,20019022,JT,Berkshire Hathaway Inc. New P,BRK.B,06/30/2021,"$1,001",-,"$15,001 - $50,000",New,purchase 15 units Berkshire Hathaway Inc Class B
Beyer,20019022,JT,Berkshire Hathaway Inc. New P,BRK.B,06/30/2021,"$1,001",-,"$15,001 - $50,000",New,5 units Berkshire Hathaway Inc Class BiD owner asset transaction Date notification amount cap.
Beyer,20019022,JT,BLF FedFund TDDXX [CS] S,NaN,06/30/2021,"$1,001",-,"$15,001 - $50,000",New,sweep sale Blackrock Liq FDS Fedfund
Beyer,20019022,JT,BLF FedFund TDDXX [CS] S,NaN,06/30/2021,"$1,001",-,"$15,001 - $50,000",New,sweep sale Blackrock Liq FDS Fedfund
Beyer,20019022,JT,BLF FedFund TDDXX [CS] S,NaN,06/30/2021,"$1,001",-,"$15,001 - $50,000",New,sweep sale Blackrock Liq FDS Fedfund
Beyer,20019022,JT,BLF FedFund TDDXX [CS] P,NaN,06/30/2021,"$1,001",-,"$15,001 - $50,000",New,sweep purchase Blackrock Liq FDS Fedfund
Beyer,20019022,JT,BLF FedFund TDDXX [CS] P,NaN,06/30/2021,"$1,001",-,"$15,001 - $50,000",New,sweep purchase Blackrock Liq FDS Fedfund
Beyer,20019022,JT,BLF FedFund TDDXX [CS] S,NaN,07/30/2021,"$1,001",-,"$15,001 - $50,000",New,sweep sale Blackrock Liq FDS Fedfund
Beyer,20019022,JT,BLF FedFund TDDXX [CS] P,NaN,06/30/2021,"$1,001",-,"$15,001 - $50,000",New,sweep purchase Blackrock Liq FDS FedfundiD owner asset transaction Date notification amount cap.
Beyer,20019022,JT,Daifuku Co Ltd Ordinary Shares S,NaN,06/30/2021,"$1,001",-,"$15,001 - $50,000",New,sale 50 units Daifuku Co Ltd
Beyer,20019022,JT,Ecolab Inc. ,ECL,06/30/2021,"$1,001",-,"$15,001 - $50,000",New,sale 20 units Ecolab Inc.
Beyer,20019022,JT,Franco,NaN,06/30/2021,"$1,001",-,"$15,001 - $50,000",New,purchase 20 units Franco-Nevada Corp
Beyer,20019022,JT,Microsoft Corporation ,MSFT,06/30/2021,"$1,001",-,"$15,001 - $50,000",New,sale 15 units Microsoft Corp
Beyer,20019022,JT,"NextEra Energy, Inc. ",NEE,07/30/2021,"$1,001",-,"$15,001 - $50,000",New,15 units Nextera Energy Capital Holdings 1.9% 06/15/2028
Beyer,20019022,JT,"NextEra Energy, Inc. ",NEE,06/30/2021,"$1,001",-,"$15,001 - $50,000",New,sale 175 units Nextera Energy Inc
Beyer,20019022,JT,"Regeneron Pharmaceuticals, Inc. P",NaN,06/30/2021,"$1,001",-,"$15,001 - $50,000",New,2 units Regeneron Pharmaceuticals
Beyer,20019022,JT,"Teladoc Health, Inc.  ",NaN,06/30/2021,"$1,001",-,"$15,001 - $50,000",New,"Hon. Donald Sternoff Honorable Beyer Jr, 07/04/2021"
Beyer,20018752,JT,BLF FedFund TDDXX [CS] P,NaN,05/16/2021,"$1,001",-,"$15,001 - $50,000",New,sweep purchase of Blackrock Liq FDS Fed
Beyer,20018752,JT,BLF FedFund TDDXX [CS] P,NaN,05/16/2021,"$1,001",-,"$15,001 - $50,000",New,sweep purchase of Blackrock Liq FDS Fed
Beyer,20018752,JT,BLF FedFund TDDXX [CS] S,NaN,05/16/2021,"$1,001",-,"$15,001 - $50,000",New,sweep sale of Blackrock Liq FDS Fed
Beyer,20018752,JT,BLF FedFund TDDXX [CS] S,NaN,05/16/2021,"$1,001",-,"$15,001 - $50,000",New,sweep sale of Blackrock Liq FDS Fed
Beyer,20018752,JT,BLF FedFund TDDXX [CS] S,NaN,06/07/2021,"$1,001",-,"$15,001 - $50,000",New,sweep sale of Blackrock Liq FDS Fed
Beyer,20018752,JT,BLF FedFund TDDXX [CS] P,NaN,06/07/2021,"$1,001",-,"$15,001 - $50,000",New,sweep purchase of Blackrock Liq FDS Fed
Beyer,20018752,JT,FIVERR Intl Ltd Ord [PS] S,NaN,05/16/2021,"$1,001",-,"$15,001 - $50,000",New,sale of 10 units FIVERR Intl Ord
Beyer,20018752,JT,Franco,NaN,05/16/2021,"$1,001",-,"$15,001 - $50,000",New,30 units Franco-Nevada Corp
Beyer,20018752,JT,"Illumina, Inc. ",ILMN,05/16/2021,"$1,001",-,"$15,001 - $50,000",New,sale of 5 units Illumina Inc
Beyer,20018752,JT,London Stock Exchange Group plc S,NaN,06/07/2021,"$1,001",-,"$15,001 - $50,000",New,sale of 80 units London Stock Exchange Ordinary
Beyer,20018752,JT,"Nasdaq, Inc. ",NDAQ,05/16/2021,"$1,001",-,"$15,001 - $50,000",New,15 units NASDAQ Inc
Beyer,20018752,JT,"Teladoc Health, Inc. ",NaN,05/16/2021,"$1,001",-,"$15,001 - $50,000",New,sale of 30 units Teladoc Health Inc common
Beyer,20018752,JT,VGP N.V. NPV Common [PS] P,NaN,06/07/2021,"$1,001",-,"$15,001 - $50,000",New,10 units VGP N.V. NPV common
Beyer,20018597,JT,BLF FedFund TDDXX [CS] P,NaN,04/17/2021,"$1,001",-,"$15,001 - $50,000",New,sweep purchase Blackrock Liq FDS Fed
Beyer,20018597,JT,BLF FedFund TDDXX [CS] S,NaN,04/17/2021,"$1,001",-,"$15,001 - $50,000",New,sale of Blackrock Liq FDS Fed
Beyer,20018597,JT,BLF FedFund TDDXX [CS] P,NaN,04/17/2021,"$1,001",-,"$15,001 - $50,000",New,purchase of Blackrock Liq FDS Fed
Beyer,20018597,JT,BLF FedFund TDDXX [CS] P,NaN,05/01/2021,"$1,001",-,"$15,001 - $50,000",New,sweep purchase Backrock Liw FDE Fedfund
Beyer,20018597,JT,"Editas Medicine, Inc. ",NaN,04/17/2021,"$1,001",-,"$15,001 - $50,000",New,"sale of 195 units Editas Medicine Inc common; cap gains $2,593."
Beyer,20018597,JT,"Nasdaq, Inc. ",NDAQ,05/01/2021,"$1,001",-,"$15,001 - $50,000",New,15 units NASDAQ Inc.
Beyer,20018597,JT,Roche Holdings Ag Basel Ordinary S,NaN,04/17/2021,"$1,001",-,"$15,001 - $50,000",New,sale of 150 units Roche Holdings Ltd
Beyer,20018597,JT,Splunk Inc. ,NaN,05/01/2021,"$1,001",-,"$15,001 - $50,000",New,sale of 30 units Splunk Inc.
Beyer,20018431,JT,"Amazon.com, Inc. ",AMZN,03/20/2021,"$1,001",-,"$15,001 - $50,000",New,"sale one unit Amazon.Com Inc; capital gain $1,354"
Beyer,20018431,JT,BLF FedFund TDDXX [CS] P,NaN,03/20/2021,"$1,001",-,"$15,001 - $50,000",New,sweep purchase Blackrock Liq FDS Fed
Beyer,20018431,JT,BLF FedFund TDDXX [CS] S,NaN,03/20/2021,"$1,001",-,"$15,001 - $50,000",New,sweep sale Blackrock Liq FDS Fed
Beyer,20018431,JT,BLF FedFund TDDXX [CS] P,NaN,03/20/2021,"$1,001",-,"$15,001 - $50,000",New,sweep purchase Blackrock Liq FDS Fed
Beyer,20018431,JT,"Cadence Design Systems, Inc. P",CDNS,03/20/2021,"$1,001",-,"$15,001 - $50,000",New,30 units Cadence Design System Inc.
Beyer,20018431,JT,Costco Wholesale Corporation S,COST,03/20/2021,"$1,001",-,"$15,001 - $50,000",New,sales 20 units Costco Wholesale Corp
Beyer,20018431,JT,"Editas Medicine, Inc. ",NaN,03/20/2021,"$1,001",-,"$15,001 - $50,000",New,sale of 30 units Editas Medicine Inc; $305 capital gain
Beyer,20018431,JT,"goldman Sachs group, Inc. ",NaN,03/20/2021,"$1,001",-,"$15,001 - $50,000",New,5 units goldman Sachs group
Beyer,20018431,JT,"goldman Sachs group, Inc. ",NaN,03/20/2021,"$1,001",-,"$15,001 - $50,000",New,10 units goldman Sachs group Inc
Beyer,20018431,JT,"goldman Sachs group, Inc. ",NaN,03/20/2021,"$1,001",-,"$15,001 - $50,000",New,five units goldman Sachs group Inc
Beyer,20018431,JT,ishares gold Trust ,NaN,03/20/2021,"$1,001",-,"$15,001 - $50,000",New,sale 275 units ishares gold TrustiD owner asset transaction Date notification amount cap.
Beyer,20018431,JT,JP Morgan Chase & Co. ,JPM,03/20/2021,"$1,001",-,"$15,001 - $50,000",New,20 units JP Morgan Chase & Co
Beyer,20018431,JT,JP Morgan Chase & Co. ,JPM,03/20/2021,"$1,001",-,"$15,001 - $50,000",New,20 units JP Morgan Chase
Beyer,20018431,JT,JP Morgan Chase & Co. ,JPM,03/20/2021,"$1,001",-,"$15,001 - $50,000",New,10 units J P Morgan Chase & Co
