Member,DocID,Owner,Asset,Ticker,Transaction Type,Transaction Date,Notification Date,Amount,Filing Status,Description
Curbelo,20008330,SP,United Airlines Holdings,UAL,S,10/10/2017,10/10/2017,"$1,001 - $15,000",New,Subholding of: UBS Brokerage account
Curbelo,20008330,SP,Visa Inc.,V,P,10/10/2017,10/10/2017,"$1,001 - $15,000",New,Subholding of: UBS Brokerage account
Curbelo,20008330,SP,Walt Disney Company (The),DIS,P,10/10/2017,10/10/2017,"$1,001 - $15,000",New,
Curbelo,20007872,SP,amerisourceBergen Corporation ,NaN,S,08/3/2017,08/21/2017,"$1,001 - $15,000",New,Subholding of: UBS Brokerage account
Curbelo,20007872,SP,Mylan N.V. ,NaN,S,08/3/2017,08/21/2017,"$1,001 - $15,000",New,Subholding of: UBS Brokerage account
Curbelo,20007872,SP,"Energy Transfer Partners, L.P. Common",NaN,S,07/10/2017,08/21/2017,"$1,001 - $15,000",New,Subholding of: UBS Brokerage account
Curbelo,20007872,SP,"Facebook, Inc.",NaN,P,07/10/2017,08/21/2017,"$1,001 - $15,000",New,Subholding of: UBS Brokerage account
Curbelo,20007872,SP,iShares U.S. Real Estate ETF ,NaN,P,07/10/2017,08/21/2017,"$1,001 - $15,000",New,Subholding of: UBS Brokerage account
Curbelo,20007872,SP,Kinder Morgan,KMI,S,07/10/2017,08/21/2017,"$1,001 - $15,000",New,Subholding of: UBS Brokerage account
Curbelo,20007872,SP,"o'Reilly automotive, Inc. ",NaN,P,07/10/2017,08/21/2017,"$1,001 - $15,000",New,Subholding of: UBS Brokerage account
Curbelo,20007872,SP,RoBo global Robotics and automation,NaN,P,07/10/2017,08/21/2017,"$1,001 - $15,000",New,Subholding of: UBS Brokerage account
Curbelo,20007872,SP,T. Rowe Price,TROW,S,07/10/2017,08/21/2017,"$1,001 - $15,000",New,
Curbelo,20007620,SP,"Energy Transfer Partners, L.P. Common",NaN,S,07/10/2017,07/10/2017,"$1,001 - $15,000",New,Subholding of: UBS Brokerage account
Curbelo,20007620,SP,"Facebook, Inc.",NaN,P,07/10/2017,07/10/2017,"$1,001 - $15,000",New,Subholding of: UBS Brokerage account
Curbelo,20007620,SP,iShares U.S. Real Estate ETF ,NaN,P,07/10/2017,07/10/2017,"$1,001 - $15,000",New,Subholding of: UBS Brokerage account
Curbelo,20007620,SP,Kinder Morgan,KMI,S,07/10/2017,07/10/2017,"$1,001 - $15,000",New,Subholding of: UBS Brokerage account
Curbelo,20007620,SP,"o'Reilly automotive, Inc. ",NaN,P,07/10/2017,07/10/2017,"$1,001 - $15,000",New,Subholding of: UBS Brokerage account
Curbelo,20007620,SP,RoBo global Robotics and automation,NaN,P,07/10/2017,07/10/2017,"$1,001 - $15,000",New,Subholding of: UBS Brokerage account
Davis,20008319,SP,Charles River Laboratories,CRL,S,10/20/2017,10/24/2017,"$1,001 - $15,000",New,
Davis,20008319,SP,"HCP, Inc. ",NaN,P,10/20/2017,10/24/2017,"$15,001 - $50,000",New,
Davis,20008319,SP,Kroger,KR,S,10/20/2017,10/24/2017,"$1,001 - $15,000",New,
Davis,20008319,SP,"Versum Materials, Inc. ",NaN,P,10/20/2017,10/24/2017,"$15,001 - $50,000",New,
Davis,20008065,SP,"Alaska Air group, Inc. ",NaN,P,08/25/2017,08/30/2017,"$15,001 - $50,000",New,
Davis,20008065,SP,Kroger,KR,P,08/25/2017,08/30/2017,"$1,001 - $15,000",New,
Davis,20007684,SP,AEgON N.V. ,NaN,S,06/29/2017,07/5/2017,"$1,001 - $15,000",New,
Davis,20007684,SP,"Allete, Inc. ",NaN,P,06/29/2017,07/5/2017,"$1,001 - $15,000",New,
Davis,20007684,SP,"Fortinet, Inc. ",FTNT,P,06/29/2017,07/5/2017,"$15,001 - $50,000",New,
Davis,20007684,SP,QuAlCOMM Incorporated ,QCOM,S,06/29/2017,07/5/2017,"$15,001 - $50,000",New,
DelBene,20006479,SP,Microsoft,MSFT,P,12/30/2016,12/30/2016,"$1,001 - $15,000",New,
DelBene,20008149,SP,Microsoft,MSFT,S,09/5/2017,09/5/2017,"$250,001 - $500,000",New,
DelBene,20008149,SP,Microsoft,MSFT,P,09/29/2017,09/29/2017,"$1,001 - $15,000",New,
DelBene,20007729,JT,american Tower Corp Note 4.5%,NaN,S,07/31/2017,07/31/2017,"$100,001 - $250,000",New,Redeemed. Full call payout.
DelBene,20007729,JT,Connecticut St Spl Tax Oblig 5.00%,NaN,P,07/26/2017,07/26/2017,"$250,001 - $500,000",New,
DelBene,20007729,JT,lower Colo Riv auth Tex 5.00%,NaN,S,07/26/2017,07/26/2017,"$250,001 - $500,000",New,
DelBene,20007397,JT,Nasdaq Inc Note,NaN,S,05/26/2017,05/26/2017,"$100,001 - $250,000",New,
DelBene,20007161,JT,university ID 5.25% Due 04/01/2041,NaN,S,04/3/2017,04/3/2017,"$1,001 - $15,000",New,
DelBene,20007161,JT,Central Tex Regl Mobility 5.0% due,NaN,P,04/17/2017,04/17/2017,"$15,001 - $50,000",New,
