category,doc_id,member_name,message,row
invalid_date,20030291,Hon. Rob Bresnahan,Invalid or missing transaction date: Inc.,"{'Member': 'Bresnahan', 'Prefix': 'Hon.', 'FirstName': 'Rob', 'LastName': 'Bresnahan', 'DocID': '20030291', 'Owner': 'Meta', 'Asset': '', 'Ticker': '', 'Transaction Type': 'S', 'Transaction Date': 'Inc.', 'Notification Date': '-', 'Amount': 'Class', 'Filing Status': 'New', 'Description': 'Subholding of: JP Morgan Brokerage Account #2'}"
invalid_date,20029055,Hon. Rob Bresnahan,Invalid or missing transaction date: Inc.,"{'Member': 'Bresnahan', 'Prefix': 'Hon.', 'FirstName': 'Rob', 'LastName': 'Bresnahan', 'DocID': '20029055', 'Owner': 'Robinhood', 'Asset': '', 'Ticker': '', 'Transaction Type': 'S', 'Transaction Date': 'Inc.', 'Notification Date': '-', 'Amount': 'Class', 'Filing Status': 'New', 'Description': 'Subholding of: JP Morgan Brokerage Account #2'}"
invalid_date,20027923,Hon. Rob Bresnahan,Invalid or missing transaction date: Inc.,"{'Member': 'Bresnahan', 'Prefix': 'Hon.', 'FirstName': 'Rob', 'LastName': 'Bresnahan', 'DocID': '20027923', 'Owner': 'Robinhood', 'Asset': '', 'Ticker': '', 'Transaction Type': 'S', 'Transaction Date': 'Inc.', 'Notification Date': '-', 'Amount': 'Class', 'Filing Status': 'New', 'Description': 'Subholding of: JP Morgan Brokerage Account #2'}"
invalid_date,20030238,Hon. Rob Bresnahan,Invalid or missing transaction date: C,"{'Member': 'Bresnahan', 'Prefix': 'Hon.', 'FirstName': 'Rob', 'LastName': 'Bresnahan', 'DocID': '20030238', 'Owner': 'Alphabet', 'Asset': 'Inc. -', 'Ticker': 'GOOG', 'Transaction Type': 'S', 'Transaction Date': 'C', 'Notification Date': 'Capital', 'Amount': 'Stock', 'Filing Status': 'New', 'Description': 'Subholding of: JP Morgan Brokerage AccountID Owner Asset Transaction Date Notification Amount Cap.'}"
invalid_date,20030635,Hon. Rob Bresnahan,Invalid or missing transaction date: A,"{'Member': 'Bresnahan', 'Prefix': 'Hon.', 'FirstName': 'Rob', 'LastName': 'Bresnahan', 'DocID': '20030635', 'Owner': 'Atlassian', 'Asset': 'Corporation -', 'Ticker': '', 'Transaction Type': 'S', 'Transaction Date': 'A', 'Notification Date': 'S', 'Amount': '(partial)', 'Filing Status': 'New', 'Description': 'Subholding of: JP Morgan Brokerage Account #2'}"
invalid_date,20030635,Hon. Rob Bresnahan,Invalid or missing transaction date: A,"{'Member': 'Bresnahan', 'Prefix': 'Hon.', 'FirstName': 'Rob', 'LastName': 'Bresnahan', 'DocID': '20030635', 'Owner': 'GitLab', 'Asset': 'Inc. -', 'Ticker': 'GTLB', 'Transaction Type': 'S', 'Transaction Date': 'A', 'Notification Date': 'Common', 'Amount': 'Stock', 'Filing Status': 'New', 'Description': 'Subholding of: JP Morgan Brokerage Account #2'}"
invalid_date,20029055,Hon. Rob Bresnahan,Invalid or missing transaction date: (TSLA),"{'Member': 'Bresnahan', 'Prefix': 'Hon.', 'FirstName': 'Rob', 'LastName': 'Bresnahan', 'DocID': '20029055', 'Owner': 'Tesla,', 'Asset': 'Inc. - Common', 'Ticker': '', 'Transaction Type': 'S', 'Transaction Date': '(TSLA)', 'Notification Date': 'S', 'Amount': '(partial)', 'Filing Status': 'New', 'Description': 'Subholding of: JP Morgan Brokerage Account #2'}"
invalid_date,20029055,Hon. Rob Bresnahan,Invalid or missing transaction date: (TSLA),"{'Member': 'Bresnahan', 'Prefix': 'Hon.', 'FirstName': 'Rob', 'LastName': 'Bresnahan', 'DocID': '20029055', 'Owner': 'Tesla,', 'Asset': 'Inc. - Common', 'Ticker': '', 'Transaction Type': 'S', 'Transaction Date': '(TSLA)', 'Notification Date': 'S', 'Amount': '(partial)', 'Filing Status': 'New', 'Description': 'Subholding of: JP Morgan Brokerage Account #2'}"
invalid_date,20027891,Hon. Gilbert Cisneros,"Invalid or missing transaction date: Systems,","{'Member': 'Cisneros', 'Prefix': 'Hon.', 'FirstName': 'Gilbert', 'LastName': 'Cisneros', 'DocID': '20027891', 'Owner': 'Cadence', 'Asset': '', 'Ticker': '', 'Transaction Type': 'S', 'Transaction Date': 'Systems,', 'Notification Date': 'Inc.', 'Amount': '-', 'Filing Status': 'New', 'Description': 'Subholding of: 150 Main Street Trust > Bank of AmericaID Owner Asset Transaction Date Notification Amount Cap.'}"
invalid_date,20030461,Hon. Gilbert Cisneros,Invalid or missing transaction date: S,"{'Member': 'Cisneros', 'Prefix': 'Hon.', 'FirstName': 'Gilbert', 'LastName': 'Cisneros', 'DocID': '20030461', 'Owner': 'Eli', 'Asset': 'Lilly and Company Common', 'Ticker': 'LLY', 'Transaction Type': 'S', 'Transaction Date': 'S', 'Notification Date': '(partial)', 'Amount': '05/30/2025', 'Filing Status': 'New', 'Description': 'Subholding of: 150 Main Street Trust > Bank of America'}"
invalid_date,20030461,Hon. Gilbert Cisneros,Invalid or missing transaction date: S,"{'Member': 'Cisneros', 'Prefix': 'Hon.', 'FirstName': 'Gilbert', 'LastName': 'Cisneros', 'DocID': '20030461', 'Owner': 'ICU', 'Asset': 'Medical, Inc. - Common', 'Ticker': 'ICUI', 'Transaction Type': 'S', 'Transaction Date': 'S', 'Notification Date': '(partial)', 'Amount': '05/06/2025', 'Filing Status': 'New', 'Description': 'Subholding of: 150 Main Street Trust > Bank of America'}"
invalid_date,20030461,Hon. Gilbert Cisneros,Invalid or missing transaction date: S,"{'Member': 'Cisneros', 'Prefix': 'Hon.', 'FirstName': 'Gilbert', 'LastName': 'Cisneros', 'DocID': '20030461', 'Owner': 'Molina', 'Asset': 'Healthcare Inc Common', 'Ticker': 'MOH', 'Transaction Type': 'S', 'Transaction Date': 'S', 'Notification Date': '(partial)', 'Amount': '05/30/2025', 'Filing Status': 'New', 'Description': 'Subholding of: 150 Main Street Trust > Bank of America'}"
invalid_date,20030288,Hon. Gilbert Cisneros,Invalid or missing transaction date: S,"{'Member': 'Cisneros', 'Prefix': 'Hon.', 'FirstName': 'Gilbert', 'LastName': 'Cisneros', 'DocID': '20030288', 'Owner': 'Amazon.com,', 'Asset': 'Inc. - Common', 'Ticker': 'AMZN', 'Transaction Type': 'S', 'Transaction Date': 'S', 'Notification Date': '(partial)', 'Amount': '04/29/2025', 'Filing Status': 'New', 'Description': 'Subholding of: 150 Main Street Trust > Bank of America'}"
invalid_date,20027891,Hon. Gilbert Cisneros,Invalid or missing transaction date: S,"{'Member': 'Cisneros', 'Prefix': 'Hon.', 'FirstName': 'Gilbert', 'LastName': 'Cisneros', 'DocID': '20027891', 'Owner': 'Danaher', 'Asset': 'Corporation Common', 'Ticker': 'DHR', 'Transaction Type': 'S', 'Transaction Date': 'S', 'Notification Date': '(partial)', 'Amount': '02/26/2025', 'Filing Status': 'New', 'Description': 'Subholding of: 150 Main Street Trust > Bank of America'}"
invalid_date,20027891,Hon. Gilbert Cisneros,Invalid or missing transaction date: S,"{'Member': 'Cisneros', 'Prefix': 'Hon.', 'FirstName': 'Gilbert', 'LastName': 'Cisneros', 'DocID': '20027891', 'Owner': 'Ford', 'Asset': 'Motor Company Common', 'Ticker': 'F', 'Transaction Type': 'S', 'Transaction Date': 'S', 'Notification Date': '(partial)', 'Amount': '02/26/2025', 'Filing Status': 'New', 'Description': 'Subholding of: 150 Main Street Trust > Bank of America'}"
invalid_date,20026726,Hon. Gilbert Cisneros,Invalid or missing transaction date: S,"{'Member': 'Cisneros', 'Prefix': 'Hon.', 'FirstName': 'Gilbert', 'LastName': 'Cisneros', 'DocID': '20026726', 'Owner': 'Boeing', 'Asset': 'Company', 'Ticker': 'BA', 'Transaction Type': 'S', 'Transaction Date': 'S', 'Notification Date': '(partial)', 'Amount': '01/24/2025', 'Filing Status': 'New', 'Description': 'Subholding of: 150 Main Street Trust > Bank of America'}"
invalid_date,20026726,Hon. Gilbert Cisneros,Invalid or missing transaction date: S,"{'Member': 'Cisneros', 'Prefix': 'Hon.', 'FirstName': 'Gilbert', 'LastName': 'Cisneros', 'DocID': '20026726', 'Owner': 'Broadcom', 'Asset': 'Inc. - Common', 'Ticker': 'AVGO', 'Transaction Type': 'S', 'Transaction Date': 'S', 'Notification Date': '(partial)', 'Amount': '01/30/2025', 'Filing Status': 'New', 'Description': 'Subholding of: 150 Main Street Trust > Bank of America'}"
invalid_date,20026726,Hon. Gilbert Cisneros,Invalid or missing transaction date: S,"{'Member': 'Cisneros', 'Prefix': 'Hon.', 'FirstName': 'Gilbert', 'LastName': 'Cisneros', 'DocID': '20026726', 'Owner': 'Edison', 'Asset': 'International Common', 'Ticker': 'EIX', 'Transaction Type': 'S', 'Transaction Date': 'S', 'Notification Date': '(partial)', 'Amount': '01/24/2025', 'Filing Status': 'New', 'Description': 'Subholding of: 150 Main Street Trust > Bank of America'}"
invalid_date,20026726,Hon. Gilbert Cisneros,Invalid or missing transaction date: S,"{'Member': 'Cisneros', 'Prefix': 'Hon.', 'FirstName': 'Gilbert', 'LastName': 'Cisneros', 'DocID': '20026726', 'Owner': 'KLA', 'Asset': 'Corporation - Common', 'Ticker': 'KLAC', 'Transaction Type': 'S', 'Transaction Date': 'S', 'Notification Date': '(partial)', 'Amount': '01/13/2025', 'Filing Status': 'New', 'Description': 'Subholding of: 150 Main Street Trust > Bank of America'}"
invalid_date,20026726,Hon. Gilbert Cisneros,Invalid or missing transaction date: S,"{'Member': 'Cisneros', 'Prefix': 'Hon.', 'FirstName': 'Gilbert', 'LastName': 'Cisneros', 'DocID': '20026726', 'Owner': 'Westinghouse', 'Asset': 'Air Brake', 'Ticker': '', 'Transaction Type': 'S', 'Transaction Date': 'S', 'Notification Date': '(partial)', 'Amount': '01/13/2025', 'Filing Status': 'New', 'Description': 'Subholding of: 150 Main Street Trust > Bank of America'}"
invalid_date,20026726,Hon. Gilbert Cisneros,Invalid or missing transaction date: S,"{'Member': 'Cisneros', 'Prefix': 'Hon.', 'FirstName': 'Gilbert', 'LastName': 'Cisneros', 'DocID': '20026726', 'Owner': 'Westinghouse', 'Asset': 'Air Brake', 'Ticker': '', 'Transaction Type': 'S', 'Transaction Date': 'S', 'Notification Date': '(partial)', 'Amount': '01/07/2025', 'Filing Status': 'New', 'Description': 'Subholding of: 150 Main Street Trust > Bank of America'}"
invalid_date,20029026,Hon. Gilbert Cisneros,Invalid or missing transaction date: Limited,"{'Member': 'Cisneros', 'Prefix': 'Hon.', 'FirstName': 'Gilbert', 'LastName': 'Cisneros', 'DocID': '20029026', 'Owner': 'Wynn', 'Asset': '', 'Ticker': 'WYNN', 'Transaction Type': 'S', 'Transaction Date': 'Limited', 'Notification Date': '-', 'Amount': 'Common', 'Filing Status': 'New', 'Description': 'Subholding of: 150 Main Street Trust > Bank of America'}"
invalid_date,20030461,Hon. Gilbert Cisneros,Invalid or missing transaction date: Inc.,"{'Member': 'Cisneros', 'Prefix': 'Hon.', 'FirstName': 'Gilbert', 'LastName': 'Cisneros', 'DocID': '20030461', 'Owner': 'Yum!', 'Asset': '', 'Ticker': '', 'Transaction Type': 'S', 'Transaction Date': 'Inc.', 'Notification Date': '(YUM)', 'Amount': '[ST]', 'Filing Status': 'New', 'Description': 'Subholding of: 150 Main Street Trust > Bank of America'}"
invalid_date,20030288,Hon. Gilbert Cisneros,Invalid or missing transaction date: Inc.,"{'Member': 'Cisneros', 'Prefix': 'Hon.', 'FirstName': 'Gilbert', 'LastName': 'Cisneros', 'DocID': '20030288', 'Owner': 'Silicon', 'Asset': '', 'Ticker': 'SLAB', 'Transaction Type': 'S', 'Transaction Date': 'Inc.', 'Notification Date': '-', 'Amount': 'Common', 'Filing Status': 'New', 'Description': 'Subholding of: 150 Main Street Trust > Bank of America'}"
invalid_date,20030288,Hon. Gilbert Cisneros,Invalid or missing transaction date: Inc.,"{'Member': 'Cisneros', 'Prefix': 'Hon.', 'FirstName': 'Gilbert', 'LastName': 'Cisneros', 'DocID': '20030288', 'Owner': 'United', 'Asset': 'Parcel', 'Ticker': 'UPS', 'Transaction Type': 'S', 'Transaction Date': 'Inc.', 'Notification Date': 'Common', 'Amount': 'S', 'Filing Status': 'New', 'Description': 'Subholding of: 150 Main Street Trust > Bank of America'}"
invalid_date,20029026,Hon. Gilbert Cisneros,Invalid or missing transaction date: Inc.,"{'Member': 'Cisneros', 'Prefix': 'Hon.', 'FirstName': 'Gilbert', 'LastName': 'Cisneros', 'DocID': '20029026', 'Owner': 'Halozyme', 'Asset': '', 'Ticker': '', 'Transaction Type': 'S', 'Transaction Date': 'Inc.', 'Notification Date': '-', 'Amount': 'S', 'Filing Status': 'New', 'Description': 'Subholding of: 150 Main Street Trust > Bank of America'}"
invalid_date,20029026,Hon. Gilbert Cisneros,Invalid or missing transaction date: Inc.,"{'Member': 'Cisneros', 'Prefix': 'Hon.', 'FirstName': 'Gilbert', 'LastName': 'Cisneros', 'DocID': '20029026', 'Owner': 'Intra-Cellular', 'Asset': '', 'Ticker': '', 'Transaction Type': 'S', 'Transaction Date': 'Inc.', 'Notification Date': '(ITCI)', 'Amount': 'S', 'Filing Status': 'New', 'Description': 'Subholding of: 150 Main Street Trust > Bank of America'}"
invalid_date,20029026,Hon. Gilbert Cisneros,Invalid or missing transaction date: Inc.,"{'Member': 'Cisneros', 'Prefix': 'Hon.', 'FirstName': 'Gilbert', 'LastName': 'Cisneros', 'DocID': '20029026', 'Owner': 'Labcorp', 'Asset': '', 'Ticker': 'LH', 'Transaction Type': 'S', 'Transaction Date': 'Inc.', 'Notification Date': 'Common', 'Amount': 'Stock', 'Filing Status': 'New', 'Description': 'Subholding of: 150 Main Street Trust > Bank of America'}"
invalid_date,20029026,Hon. Gilbert Cisneros,Invalid or missing transaction date: Inc.,"{'Member': 'Cisneros', 'Prefix': 'Hon.', 'FirstName': 'Gilbert', 'LastName': 'Cisneros', 'DocID': '20029026', 'Owner': 'Palo', 'Asset': 'Alto', 'Ticker': '', 'Transaction Type': 'S', 'Transaction Date': 'Inc.', 'Notification Date': '(PANW)', 'Amount': '[ST]', 'Filing Status': 'New', 'Description': 'Subholding of: 150 Main Street Trust > Bank of America'}"
invalid_date,20029026,Hon. Gilbert Cisneros,Invalid or missing transaction date: Inc.,"{'Member': 'Cisneros', 'Prefix': 'Hon.', 'FirstName': 'Gilbert', 'LastName': 'Cisneros', 'DocID': '20029026', 'Owner': 'Palo', 'Asset': 'Alto', 'Ticker': '', 'Transaction Type': 'S', 'Transaction Date': 'Inc.', 'Notification Date': '(PANW)', 'Amount': '[ST]', 'Filing Status': 'New', 'Description': 'Subholding of: 150 Main Street Trust > Bank of America'}"
invalid_date,20029026,Hon. Gilbert Cisneros,Invalid or missing transaction date: Inc.,"{'Member': 'Cisneros', 'Prefix': 'Hon.', 'FirstName': 'Gilbert', 'LastName': 'Cisneros', 'DocID': '20029026', 'Owner': 'Quanta', 'Asset': '', 'Ticker': 'PWR', 'Transaction Type': 'S', 'Transaction Date': 'Inc.', 'Notification Date': 'Common', 'Amount': 'Stock', 'Filing Status': 'New', 'Description': 'Subholding of: 150 Main Street Trust > Bank of America'}"
invalid_date,20026726,Hon. Gilbert Cisneros,Invalid or missing transaction date: Inc.,"{'Member': 'Cisneros', 'Prefix': 'Hon.', 'FirstName': 'Gilbert', 'LastName': 'Cisneros', 'DocID': '20026726', 'Owner': 'DENTSPLY', 'Asset': '', 'Ticker': 'XRAY', 'Transaction Type': 'S', 'Transaction Date': 'Inc.', 'Notification Date': '-', 'Amount': 'Common', 'Filing Status': 'New', 'Description': 'Subholding of: 150 Main Street Trust > Bank of America'}"
invalid_date,20030461,Hon. Gilbert Cisneros,Invalid or missing transaction date: Corporation,"{'Member': 'Cisneros', 'Prefix': 'Hon.', 'FirstName': 'Gilbert', 'LastName': 'Cisneros', 'DocID': '20030461', 'Owner': 'Boston', 'Asset': '', 'Ticker': '', 'Transaction Type': 'S', 'Transaction Date': 'Corporation', 'Notification Date': 'S', 'Amount': '(partial)', 'Filing Status': 'New', 'Description': 'Subholding of: 150 Main Street Trust > Bank of America'}"
invalid_date,20030288,Hon. Gilbert Cisneros,Invalid or missing transaction date: Corporation,"{'Member': 'Cisneros', 'Prefix': 'Hon.', 'FirstName': 'Gilbert', 'LastName': 'Cisneros', 'DocID': '20030288', 'Owner': 'Boston', 'Asset': '', 'Ticker': '', 'Transaction Type': 'S', 'Transaction Date': 'Corporation', 'Notification Date': 'S', 'Amount': '(partial)', 'Filing Status': 'New', 'Description': 'Subholding of: 150 Main Street Trust > Bank of America'}"
invalid_date,20029026,Hon. Gilbert Cisneros,Invalid or missing transaction date: Corporation,"{'Member': 'Cisneros', 'Prefix': 'Hon.', 'FirstName': 'Gilbert', 'LastName': 'Cisneros', 'DocID': '20029026', 'Owner': 'Boston', 'Asset': '', 'Ticker': '', 'Transaction Type': 'S', 'Transaction Date': 'Corporation', 'Notification Date': 'S', 'Amount': '(partial)', 'Filing Status': 'New', 'Description': 'Subholding of: 150 Main Street Trust > Bank of America'}"
invalid_date,20027891,Hon. Gilbert Cisneros,Invalid or missing transaction date: Corporation,"{'Member': 'Cisneros', 'Prefix': 'Hon.', 'FirstName': 'Gilbert', 'LastName': 'Cisneros', 'DocID': '20027891', 'Owner': 'Boston', 'Asset': '', 'Ticker': '', 'Transaction Type': 'S', 'Transaction Date': 'Corporation', 'Notification Date': 'S', 'Amount': '(partial)', 'Filing Status': 'New', 'Description': 'Subholding of: 150 Main Street Trust > Bank of America'}"
invalid_date,20026726,Hon. Gilbert Cisneros,Invalid or missing transaction date: Corporation,"{'Member': 'Cisneros', 'Prefix': 'Hon.', 'FirstName': 'Gilbert', 'LastName': 'Cisneros', 'DocID': '20026726', 'Owner': 'Lam', 'Asset': '', 'Ticker': 'LRCX', 'Transaction Type': 'S', 'Transaction Date': 'Corporation', 'Notification Date': '-', 'Amount': 'Common', 'Filing Status': 'New', 'Description': 'Subholding of: 150 Main Street Trust > Bank of America'}"
invalid_date,20027891,Hon. Gilbert Cisneros,Invalid or missing transaction date: Company,"{'Member': 'Cisneros', 'Prefix': 'Hon.', 'FirstName': 'Gilbert', 'LastName': 'Cisneros', 'DocID': '20027891', 'Owner': 'General', 'Asset': '', 'Ticker': 'GM', 'Transaction Type': 'S', 'Transaction Date': 'Company', 'Notification Date': 'Common', 'Amount': 'S', 'Filing Status': 'New', 'Description': 'Subholding of: 150 Main Street Trust > Bank of America'}"
invalid_date,20030288,Hon. Gilbert Cisneros,Invalid or missing transaction date: Common,"{'Member': 'Cisneros', 'Prefix': 'Hon.', 'FirstName': 'Gilbert', 'LastName': 'Cisneros', 'DocID': '20030288', 'Owner': 'Johnson', 'Asset': '&', 'Ticker': 'JNJ', 'Transaction Type': 'S', 'Transaction Date': 'Common', 'Notification Date': 'Stock', 'Amount': 'S', 'Filing Status': 'New', 'Description': 'Subholding of: 150 Main Street Trust > Bank of America'}"
invalid_date,20026726,Hon. Gilbert Cisneros,Invalid or missing transaction date: Common,"{'Member': 'Cisneros', 'Prefix': 'Hon.', 'FirstName': 'Gilbert', 'LastName': 'Cisneros', 'DocID': '20026726', 'Owner': 'Johnson', 'Asset': '&', 'Ticker': 'JNJ', 'Transaction Type': 'S', 'Transaction Date': 'Common', 'Notification Date': 'Stock', 'Amount': 'S', 'Filing Status': 'New', 'Description': 'Subholding of: 150 Main Street Trust > Bank of America'}"
invalid_date,20030288,Hon. Gilbert Cisneros,Invalid or missing transaction date: City,"{'Member': 'Cisneros', 'Prefix': 'Hon.', 'FirstName': 'Gilbert', 'LastName': 'Cisneros', 'DocID': '20030288', 'Owner': 'Canadian', 'Asset': 'Pacific', 'Ticker': '', 'Transaction Type': 'S', 'Transaction Date': 'City', 'Notification Date': 'Limited', 'Amount': 'S', 'Filing Status': 'New', 'Description': 'Subholding of: 150 Main Street Trust > Bank of America'}"
invalid_date,20030461,Hon. Gilbert Cisneros,Invalid or missing transaction date: C,"{'Member': 'Cisneros', 'Prefix': 'Hon.', 'FirstName': 'Gilbert', 'LastName': 'Cisneros', 'DocID': '20030461', 'Owner': 'Liberty', 'Asset': 'Media Corporation -', 'Ticker': 'FWONK', 'Transaction Type': 'S', 'Transaction Date': 'C', 'Notification Date': 'S', 'Amount': '(partial)', 'Filing Status': 'New', 'Description': 'Subholding of: 150 Main Street Trust > Bank of AmericaID Owner Asset Transaction Date Notification Amount Cap.'}"
invalid_date,20030461,Hon. Gilbert Cisneros,Invalid or missing transaction date: A,"{'Member': 'Cisneros', 'Prefix': 'Hon.', 'FirstName': 'Gilbert', 'LastName': 'Cisneros', 'DocID': '20030461', 'Owner': 'GoDaddy', 'Asset': 'Inc', 'Ticker': 'GDDY', 'Transaction Type': 'S', 'Transaction Date': 'A', 'Notification Date': 'Common', 'Amount': 'Stock', 'Filing Status': 'New', 'Description': 'Subholding of: 150 Main Street Trust > Bank of America'}"
invalid_date,20030461,Hon. Gilbert Cisneros,Invalid or missing transaction date: A,"{'Member': 'Cisneros', 'Prefix': 'Hon.', 'FirstName': 'Gilbert', 'LastName': 'Cisneros', 'DocID': '20030461', 'Owner': 'GoDaddy', 'Asset': 'Inc', 'Ticker': 'GDDY', 'Transaction Type': 'S', 'Transaction Date': 'A', 'Notification Date': 'Common', 'Amount': 'Stock', 'Filing Status': 'New', 'Description': 'Subholding of: 150 Main Street Trust > Bank of America'}"
invalid_date,20029026,Hon. Gilbert Cisneros,Invalid or missing transaction date: A,"{'Member': 'Cisneros', 'Prefix': 'Hon.', 'FirstName': 'Gilbert', 'LastName': 'Cisneros', 'DocID': '20029026', 'Owner': 'GoDaddy', 'Asset': 'Inc', 'Ticker': 'GDDY', 'Transaction Type': 'S', 'Transaction Date': 'A', 'Notification Date': 'Common', 'Amount': 'Stock', 'Filing Status': 'New', 'Description': 'Subholding of: 150 Main Street Trust > Bank of America'}"
invalid_date,20026726,Hon. Gilbert Cisneros,Invalid or missing transaction date: A,"{'Member': 'Cisneros', 'Prefix': 'Hon.', 'FirstName': 'Gilbert', 'LastName': 'Cisneros', 'DocID': '20026726', 'Owner': 'GoDaddy', 'Asset': 'Inc', 'Ticker': 'GDDY', 'Transaction Type': 'S', 'Transaction Date': 'A', 'Notification Date': 'Common', 'Amount': 'Stock', 'Filing Status': 'New', 'Description': 'Subholding of: 150 Main Street Trust > Bank of America'}"
invalid_date,20026726,Hon. Gilbert Cisneros,Invalid or missing transaction date: A,"{'Member': 'Cisneros', 'Prefix': 'Hon.', 'FirstName': 'Gilbert', 'LastName': 'Cisneros', 'DocID': '20026726', 'Owner': 'Mondelez', 'Asset': 'International, Inc. -', 'Ticker': '', 'Transaction Type': 'S', 'Transaction Date': 'A', 'Notification Date': 'S', 'Amount': '(partial)', 'Filing Status': 'New', 'Description': 'Subholding of: 150 Main Street Trust > Bank of America'}"
