Member,Prefix,FirstName,LastName,DocID,Owner,Asset,Ticker,Transaction Type,Transaction Date,Notification Date,Amount,Filing Status,Description
Axne,Hon.,Cindy,Axne,20021134,SP,Johnson & Johnson,JNJ,05/04/2022,05/05/2022,"$1,001",-,New,Subholding of: Cindy Axne IRA
Axne,Hon.,Cindy,Axne,20020474,SP,KKR & Company Inc. 6% MCONV P,KKR,02/16/2022,"$1,001",-,"$1,001 - $15,000",New,Subholding of: Creation Agents LLC 401K
Axne,Hon.,Cindy,Axne,20020474,SP,KKR & Company Inc. 6% MCONV P,KKR,02/16/2022,"$1,001",-,"$1,001 - $15,000",New,Subholding of: John Axne IRA
Axne,Hon.,Cindy,Axne,20020474,SP,Lockheed Martin Corporation S,LMT,02/25/2022,"$1,001",-,"$1,001 - $15,000",New,Subholding of: Creation Agents LLC 401K
Axne,Hon.,Cindy,Axne,20020474,SP,Lockheed Martin Corporation S,LMT,02/11/2022,"$1,001",-,"$1,001 - $15,000",New,Subholding of: Creation Agents LLC 401KID Owner Asset Transaction Date Notification Amount Cap.
Axne,Hon.,Cindy,Axne,20020474,SP,"PayPal Holdings, Inc.   P",PYPL,03/01/2022,"$1,001",-,"$1,001 - $15,000",New,Subholding of: Cindy Axne IRA
Axne,Hon.,Cindy,Axne,20020474,SP,"PayPal Holdings, Inc.   P",PYPL,03/01/2022,"$1,001",-,"$1,001 - $15,000",New,Subholding of: John Axne IRA
Axne,Hon.,Cindy,Axne,20020367,SP,Brown Forman Inc Class B  P,BF.B,02/03/2022,"$1,001",-,"$1,001 - $15,000",New,Subholding of: Creation Agents LLC 401K
Axne,Hon.,Cindy,Axne,20020367,SP,global Payments Inc.   P,GPN,02/03/2022,"$1,001",-,"$1,001 - $15,000",New,Subholding of: Creation Agents LLC 401K
Axne,Hon.,Cindy,Axne,20020367,SP,Jefferies Financial group Inc. P,JEF,02/03/2022,"$1,001",-,"$1,001 - $15,000",New,Subholding of: Creation Agents LLC 401K
Axne,Hon.,Cindy,Axne,20020367,SP,Keysight Technologies Inc.  P,KEYS,02/03/2022,"$1,001",-,"$1,001 - $15,000",New,Subholding of: Creation Agents LLC 401K
Axne,Hon.,Cindy,Axne,20020367,SP,Liberty Broadband Corporation,,02/03/2022,"$1,001",-,"$1,001 - $15,000",New,Subholding of: Creation Agents LLC 401K
Axne,Hon.,Cindy,Axne,20020367,SP,Starbucks Corporation  P,SBUX,02/03/2022,"$1,001",-,"$1,001 - $15,000",New,Subholding of: Creation Agents LLC 401KID Owner Asset Transaction Date Notification Amount Cap.
Axne,Hon.,Cindy,Axne,20020367,SP,US Bancorp Dep SHS PFD F Non,USB,02/03/2022,"$1,001",-,"$1,001 - $15,000",New,US Bancorp DEP SHS PFD F Non-Cumulative Series F6.5% Debt Classification: Preferred Stock
Axne,Hon.,Cindy,Axne,20020367,SP,US Bancorp Dep SHS PFD F Non,USB,02/03/2022,"$1,001",-,"$1,001 - $15,000",New,US Bancorp DEP SHS PFD F Non-Cumulative Series F6.5% Debt Classification: Preferred Stock
Beyer,Hon.,Donald Sternoff,Beyer,20020354,JT,"guardant Health, Inc.   S 02/28/2022 03/01/2022 $1,001",gH,Transaction,Date,Notification,Amount,New,sale of 50 units guardant Health Inc common
Beyer,Hon.,Donald Sternoff,Beyer,20020354,JT,"TJX Companies, Inc.   S 02/28/2022 03/01/2022 $1,001",TJX,Transaction,Date,Notification,Amount,New,sale 130 units TJX Cos Inc new common
Beyer,Hon.,Donald Sternoff,Beyer,20020047,JT,BLF FedFund TDDXX,CS,12/06/2021,12/16/2021,"$15,001",-,New,sweep sale Blackrock Liq FDS Fed
Beyer,Hon.,Donald Sternoff,Beyer,20020047,JT,Pittsburgh Pa Sch 3.00% 09/01/33,,12/06/2021,12/16/2021,"$15,001",-,New,"30,000 units Pittsburgh PA School 3.00% 09/01/33"
Beyer,Hon.,Donald Sternoff,Beyer,20022048,JT,Clark Cnty Nev Limited,,P,11/10/2022,11/29/2022,"$15,001 - $50,000",New,"30,000 units Clark County Nevada Limited 3.00% 06/01/37"
Beyer,Hon.,Donald Sternoff,Beyer,20022048,JT,Virginia St Pub 3.00% 10/01/38,,S,11/10/2022,11/29/2022,"$15,001 - $50,000",New,"redemption of 30,000 units of Virginia State Public 3.00% 10/01/38"
Beyer,Hon.,Donald Sternoff,Beyer,20021447,JT,Union,UNP,P,07/28/2022,07/29/2022,"$15,001 - $50,000",New,"15,000 units of Union-Endicott Central School District 3.75% 06/30/2023"
Beyer,Hon.,Donald Sternoff,Beyer,20021193,JT,Farmington NM Pollutn,,S,06/02/2022,06/11/2022,"$15,001 - $50,000",New,Called security
Beyer,Hon.,Donald Sternoff,Beyer,20021091,JT,New York NY City Transitional,,S,05/02/2022,05/22/2022,"$15,001 - $50,000",New,called Security
Beyer,Hon.,Donald Sternoff,Beyer,20020868,JT,California St GO BDS,,S,04/11/2022,04/25/2022,"$15,001 - $50,000",New,called security
Beyer,Hon.,Donald Sternoff,Beyer,20020868,JT,Halifax County VA Indl Dev,,S,04/07/2022,04/25/2022,"$15,001 - $50,000",New,Called Security
Beyer,Hon.,Donald Sternoff,Beyer,20020618,JT,VgP N.V. NPV common,PS,03/01/2022,03/13/2022,"$15,001",-,New,sale of 100 units VgP N.V. NPV common
Beyer,Hon.,Donald Sternoff,Beyer,20020618,JT,Virginia College Bldg 3.00%,,03/07/2022,03/13/2022,"$15,001",-,New,"sale of 35,000 units Virginia College Building 3.00% 02/01/37"
Beyer,Hon.,Donald Sternoff,Beyer,20020354,JT,Accenture plc Class A Ordinary,ACN,02/28/2022,03/01/2022,"$15,001",-,New,sale 65 units Accenture PLC
Beyer,Hon.,Donald Sternoff,Beyer,20020354,JT,Alphabet Inc.,gOOg,02/28/2022,03/01/2022,"$15,001",-,New,sale of 16 units Alphabet Inc Class C
Beyer,Hon.,Donald Sternoff,Beyer,20020354,JT,"Amazon.com, Inc.",AMZN,02/28/2022,03/01/2022,"$15,001",-,New,sale of 9 units Amazon.com Inc
Beyer,Hon.,Donald Sternoff,Beyer,20020354,JT,Apple Inc.,AAPL,02/28/2022,03/01/2022,"$50,001",-,New,sale of 400 units Apple Inc common
Beyer,Hon.,Donald Sternoff,Beyer,20020354,JT,ASML Holding N.V.,ASML Holding,02/28/2022,03/01/2022,"$15,001",-,New,sale of 28 units ASML Holding NV
Beyer,Hon.,Donald Sternoff,Beyer,20020354,JT,Costco Wholesale Corporation,COST,02/28/2022,03/01/2022,"$15,001",-,New,sale of 40 units Costco Wholesale Corp
Beyer,Hon.,Donald Sternoff,Beyer,20020354,JT,"Estee Lauder Companies, Inc.",EL,02/28/2022,03/01/2022,"$15,001",-,New,sale of 115 units Estee Lauder Companies Class A
Beyer,Hon.,Donald Sternoff,Beyer,20020354,JT,"goldman Sachs group, Inc.",GS,02/28/2022,03/01/2022,"$15,001",-,New,sale of 75 units goldman Sachs group Inc common
Beyer,Hon.,Donald Sternoff,Beyer,20020354,JT,"Illumina, Inc.",ILMN,02/28/2022,03/01/2022,"$15,001",-,New,sale of 50 units Illumina Inc common
Beyer,Hon.,Donald Sternoff,Beyer,20020354,JT,"Impinj, Inc.",PI,02/28/2022,03/01/2022,"$15,001",-,New,sale of 255 units Impinj Inc common
Beyer,Hon.,Donald Sternoff,Beyer,20020354,JT,"Intellia Therapeutics, Inc.",NTLA,02/28/2022,03/01/2022,"$15,001",-,New,sale of 215 units Intellia Therapeutics Inc common
Beyer,Hon.,Donald Sternoff,Beyer,20020354,JT,"Intuitive Surgical, Inc.",ISRG,02/28/2022,03/01/2022,"$15,001",-,New,sale of 75 units Intuitive Surgical Inc.
Beyer,Hon.,Donald Sternoff,Beyer,20020354,JT,LVMH Moet Hennessy Louis,,02/28/2022,03/01/2022,"$15,001",-,New,sale of 175 units LVMH Moet Hennessy ADR
Beyer,Hon.,Donald Sternoff,Beyer,20020354,JT,Microsoft Corporation,MSFT,02/28/2022,03/01/2022,"$15,001",-,New,sale of 150 units Microsoft Corp
Beyer,Hon.,Donald Sternoff,Beyer,20020354,JT,MSCI Inc,MSCI,02/28/2022,03/01/2022,"$15,001",-,New,sale of 51 units MSCI Inc common
Beyer,Hon.,Donald Sternoff,Beyer,20020354,JT,"Nasdaq, Inc.",NDAQ,02/28/2022,03/01/2022,"$15,001",-,New,sale of 125 units NASDAQ Inc
Beyer,Hon.,Donald Sternoff,Beyer,20020354,JT,"Nike, Inc.",NKE,02/28/2022,03/01/2022,"$15,001",-,New,sale of 175 units Nike Inc Class B common
Beyer,Hon.,Donald Sternoff,Beyer,20020354,JT,NVIDIA Corporation,NVDA,02/28/2022,03/01/2022,"$15,001",-,New,sale of 200 units Nvidia Corp
Beyer,Hon.,Donald Sternoff,Beyer,20020354,JT,"Roper Technologies, Inc.",ROP,02/28/2022,03/01/2022,"$15,001",-,New,sale of 40 units Roper Technologies Inc common
Beyer,Hon.,Donald Sternoff,Beyer,20020354,JT,Target Corporation,TGT,02/28/2022,03/01/2022,"$15,001",-,New,sale of 115 units Target Corp
Beyer,Hon.,Donald Sternoff,Beyer,20020354,JT,Terreno Realty Corporation,TRNO,02/28/2022,03/01/2022,"$15,001",-,New,sale of 225 units Terreno Realty Corp
Beyer,Hon.,Donald Sternoff,Beyer,20020354,JT,UnitedHealth group Incorporated,UNH,02/28/2022,03/01/2022,"$15,001",-,New,sale of 45 units UnitedHealth group Inc
Beyer,Hon.,Donald Sternoff,Beyer,20020354,JT,Fontana Calif Univ Sch 3.00%,,02/08/2022,02/17/2022,"$15,001",-,New,"15,000 units Fontana Calif Univ Sch 3.00% 08/01/38"
Beyer,Hon.,Donald Sternoff,Beyer,20020354,JT,CarMax Inc,KMX,02/01/2022,02/01/2022,"$15,001",-,New,sale of 290 units of Carmax Inc. Common
Beyer,Hon.,Donald Sternoff,Beyer,20020251,JT,BLF FedFund TDDXX,CS,01/20/2022,01/28/2022,"$15,001",-,New,sweep purchase Blackrock Liq FDS FedFund
Beyer,Hon.,Donald Sternoff,Beyer,20020251,JT,Columbia Tenn Wtrwks Rev 5.00%,,01/20/2022,01/28/2022,"$15,001",-,New,Called Security Columbia Tenn Waterworks Revenue 5.00% 12/01/32
Beyer,Hon.,Donald Sternoff,Beyer,20020251,JT,Berkshire Hathaway Inc. New,BRK.B,01/20/2022,01/21/2022,"$15,001",-,New,sale of 50 shares of Berkshire Hathaway Class B
Beyer,Hon.,Donald Sternoff,Beyer,20020251,JT,BLF FedFund TDDXX,CS,01/14/2022,01/19/2022,"$15,001",-,New,sweep sale of Blackrock Liq FDS FediD owner asset transaction Date notification amount cap.
Beyer,Hon.,Donald Sternoff,Beyer,20020251,JT,BLF FedFund TDDXX,CS,01/11/2022,01/19/2022,"$15,001",-,New,sweep purchase of Blackrock Liq FDS Fed
Beyer,Hon.,Donald Sternoff,Beyer,20020251,JT,BLF FedFund TDDXX,CS,01/06/2022,01/19/2022,"$15,001",-,New,sweep sale of Blackrock Liq FDS Fed
Beyer,Hon.,Donald Sternoff,Beyer,20020251,JT,Virginia St Pub 3.00% 10/01/38,,01/14/2022,01/19/2022,"$15,001",-,New,"30,000 units Virginia State Pub 3.00% 10/01/38"
Beyer,Hon.,Donald Sternoff,Beyer,20020618,JT,Daifuku Co Ltd Ordinary Shares S,DAIUF,03/13/2022,"$1,001",-,"$1,001 - $15,000",New,sale of 65 units Daifuku Co Ltd
Beyer,Hon.,Donald Sternoff,Beyer,20020618,JT,Fanuc Limited Ordinary Shares S,FANUF,03/13/2022,"$1,001",-,"$1,001 - $15,000",New,sale of 40 units Fanuc Ltd
Beyer,Hon.,Donald Sternoff,Beyer,20020618,JT,"NextEra Energy, Inc.   S",NEE,03/13/2022,"$1,001",-,"$1,001 - $15,000",New,"sale of 15,000 units NextEra Energy Cap Holdings"
Beyer,Hon.,Donald Sternoff,Beyer,20020354,JT,Accenture plc Class A Ordinary P,ACN,02/17/2022,"$1,001",-,"$1,001 - $15,000",New,5 units Accenture
Beyer,Hon.,Donald Sternoff,Beyer,20020354,JT,Berkshire Hathaway Inc. New S,BRK.B,03/01/2022,"$1,001",-,"$1,001 - $15,000",New,sale of 36 units Berkshire Hathaway Inc Class B
Beyer,Hon.,Donald Sternoff,Beyer,20020354,JT,Berkshire Hathaway Inc. New P,BRK.B,02/17/2022,"$1,001",-,"$1,001 - $15,000",New,six units Berkshire Hathaway B
Beyer,Hon.,Donald Sternoff,Beyer,20020354,JT,"Block, Inc. Class A Common Stock, S",SQ,02/17/2022,"$1,001",-,"$1,001 - $15,000",New,"sale 30 units Block Inc Class A; $1,578 capital gain"
Beyer,Hon.,Donald Sternoff,Beyer,20020354,JT,"Cadence Design Systems, Inc. S",CDNS,03/01/2022,"$1,001",-,"$1,001 - $15,000",New,sale of 80 units Cadence Design System Inc
Beyer,Hon.,Donald Sternoff,Beyer,20020354,JT,Cognex Corporation   S,CgNX,03/01/2022,"$1,001",-,"$1,001 - $15,000",New,sale of 115 units Cognex Corp common
Beyer,Hon.,Donald Sternoff,Beyer,20020354,JT,"CryoPort, Inc.   S",CYRX,03/01/2022,"$1,001",-,"$1,001 - $15,000",New,sale of 220 units Cryoport Inc common
Beyer,Hon.,Donald Sternoff,Beyer,20020354,JT,CVS Health Corporation  S,CVS,03/01/2022,"$1,001",-,"$1,001 - $15,000",New,sale of 90 units CVS Health Corp common
Beyer,Hon.,Donald Sternoff,Beyer,20020354,JT,Ecolab Inc.   S,ECL,03/01/2022,"$1,001",-,"$1,001 - $15,000",New,sale 60 units Ecolab Inc common
Beyer,Hon.,Donald Sternoff,Beyer,20020354,JT,Franco,,03/02/2022,"$1,001",-,"$1,001 - $15,000",New,sale of 35 units Franco-Nevada Corp
Beyer,Hon.,Donald Sternoff,Beyer,20020354,JT,iShares gold Trust Shares of the S,,03/01/2022,"$1,001",-,"$1,001 - $15,000",New,sale of 150 units iShares gold Trust
Beyer,Hon.,Donald Sternoff,Beyer,20020354,JT,JP Morgan Chase & Co.   S,JPM,03/01/2022,"$1,001",-,"$1,001 - $15,000",New,sale 105 units JP Morgan Chase & Co
Beyer,Hon.,Donald Sternoff,Beyer,20020354,JT,Kadant Inc   S,KAI,03/01/2022,"$1,001",-,"$1,001 - $15,000",New,sale 80 units Kadant Inc common
Beyer,Hon.,Donald Sternoff,Beyer,20020354,JT,Morgan Stanley FR Var S,MS,02/17/2022,"$1,001",-,"$1,001 - $15,000",New,"redemption of 15,000 units Morgan Stanley FR Var 05/04/2027"
Beyer,Hon.,Donald Sternoff,Beyer,20020354,JT,MSCI Inc   S,MSCI,02/17/2022,"$1,001",-,"$1,001 - $15,000",New,"sale of four units of MSCI Inc; $1,098 capital gain"
Beyer,Hon.,Donald Sternoff,Beyer,20020354,JT,Nestle SA Sponsored ADR S,,03/01/2022,"$1,001",-,"$1,001 - $15,000",New,sale of 100 units Nestle Nam Spon ADR
Beyer,Hon.,Donald Sternoff,Beyer,20020354,JT,Novartis Ag   S,NVS,03/01/2022,"$1,001",-,"$1,001 - $15,000",New,sale of 55 units Novartis Ag Spon ADR
Beyer,Hon.,Donald Sternoff,Beyer,20020354,JT,"Pepsico, Inc.   S",PEP,03/01/2022,"$1,001",-,"$1,001 - $15,000",New,sale of 45 units of Pepsico Inc common
Beyer,Hon.,Donald Sternoff,Beyer,20020354,JT,"Regeneron Pharmaceuticals, Inc. S",REgN,03/01/2022,"$1,001",-,"$1,001 - $15,000",New,sale of 21 units Regeneron Pharmaceuticals
Beyer,Hon.,Donald Sternoff,Beyer,20020354,JT,Verizon Communications Inc.  S,VZ,03/01/2022,"$1,001",-,"$1,001 - $15,000",New,sale of 79 units Verizon Communications Inc
Beyer,Hon.,Donald Sternoff,Beyer,20020354,JT,Visa Inc.   S,V,03/01/2022,"$1,001",-,"$1,001 - $15,000",New,sale of 70 units Visa Inc Class A
Beyer,Hon.,Donald Sternoff,Beyer,20020354,JT,Walt Disney Company   S,DIS,03/01/2022,"$1,001",-,"$1,001 - $15,000",New,sale of 100 units Walt Disney Co
Beyer,Hon.,Donald Sternoff,Beyer,20020251,JT,Berkshire Hathaway Inc. New P,BRK.B,01/28/2022,"$1,001",-,"$1,001 - $15,000",New,5 units Berkshire Hathaway Inc Class B
Beyer,Hon.,Donald Sternoff,Beyer,20020251,JT,BLF FedFund TDDXX  S,CS,02/01/2022,"$1,001",-,"$1,001 - $15,000",New,sweep sale Blackrock Liq FDS FedFund
Beyer,Hon.,Donald Sternoff,Beyer,20020251,JT,BLF FedFund TDDXX  S,CS,01/19/2022,"$1,001",-,"$1,001 - $15,000",New,sweep sale of Blackrock Liq FDS Fed
Beyer,Hon.,Donald Sternoff,Beyer,20020251,JT,"Block, Inc. Class A Common Stock, S",SQ,01/19/2022,"$1,001",-,"$1,001 - $15,000",New,"sale of 25 units Block Inc Class A; $1,859 capital gain."
Beyer,Hon.,Donald Sternoff,Beyer,20020251,JT,Costco Wholesale Corporation P,COST,02/01/2022,"$1,001",-,"$1,001 - $15,000",New,5 units Costco Wholesale Corp
Beyer,Hon.,Donald Sternoff,Beyer,20020251,JT,"CryoPort, Inc.   S",CYRX,02/01/2022,"$1,001",-,"$1,001 - $15,000",New,sale of 35 units Cryoport Inc Common
Beyer,Hon.,Donald Sternoff,Beyer,20020251,JT,"CryoPort, Inc.   S",CYRX,01/19/2022,"$1,001",-,"$1,001 - $15,000",New,"79 units Cryoport Inc; capital gains $1,483"
Beyer,Hon.,Donald Sternoff,Beyer,20020251,JT,"CryoPort, Inc.   S",CYRX,01/19/2022,"$1,001",-,"$1,001 - $15,000",New,"sale of 66 units Cryoport Inc; $1,241 capital gain"
Beyer,Hon.,Donald Sternoff,Beyer,20020251,JT,CVS Health Corporation   P,CVS,01/19/2022,"$1,001",-,"$1,001 - $15,000",New,49 units CVS Health Corp
Beyer,Hon.,Donald Sternoff,Beyer,20020251,JT,"guardant Health, Inc.   S",gH,01/19/2022,"$1,001",-,"$1,001 - $15,000",New,sale of 25 units guardant Health Inc common
Beyer,Hon.,Donald Sternoff,Beyer,20020251,JT,iShares MSCI ACWI ex US S,,01/28/2022,"$1,001",-,"$1,001 - $15,000",New,sale 35 units iShares S&P global Healthcare ETF
Beyer,Hon.,Donald Sternoff,Beyer,20020251,JT,iShares MSCI ACWI ex US S,AXTE,01/28/2022,"$1,001",-,"$1,001 - $15,000",New,sale of 80 units iShares Tr US Telecom ETF
Beyer,Hon.,Donald Sternoff,Beyer,20020251,JT,Novartis Ag   P,NVS,01/28/2022,"$1,001",-,"$1,001 - $15,000",New,33 units Novartis Ag Spon ADR
Beyer,Hon.,Donald Sternoff,Beyer,20020251,JT,"Pepsico, Inc.   P",PEP,02/01/2022,"$1,001",-,"$1,001 - $15,000",New,15 units Pepsico Inc common
Beyer,Hon.,Donald Sternoff,Beyer,20020251,JT,"Pepsico, Inc.   P",PEP,01/19/2022,"$1,001",-,"$1,001 - $15,000",New,25 units Pepsico Inc common
Beyer,Hon.,Donald Sternoff,Beyer,20020251,JT,"PNC Financial Services group, Inc. S",PNC,01/21/2022,"$1,001",-,"$1,001 - $15,000",New,sale of 15 shares of PNC Financial Services group Inc
Beyer,Hon.,Donald Sternoff,Beyer,20020251,JT,Terreno Realty Corporation P,TRNO,01/19/2022,"$1,001",-,"$1,001 - $15,000",New,25 units Terreno Realty Corp
Beyer,Hon.,Donald Sternoff,Beyer,20020251,JT,Terreno Realty Corporation P,TRNO,02/01/2022,"$1,001",-,"$1,001 - $15,000",New,20 units Terreno Realty Corp
Beyer,Hon.,Donald Sternoff,Beyer,20020251,JT,"TJX Companies, Inc.   P",TJX,01/19/2022,"$1,001",-,"$1,001 - $15,000",New,25 units TJX Companies Inc.
Beyer,Hon.,Donald Sternoff,Beyer,20020251,JT,VanEck Biotech ETF   S,BBH,01/28/2022,"$1,001",-,"$1,001 - $15,000",New,sale 17 units Vaneck ETF Trust Biotech
Beyer,Hon.,Donald Sternoff,Beyer,20020251,JT,Verizon Communications Inc.  P,VZ,01/28/2022,"$1,001",-,"$1,001 - $15,000",New,54 units Verizon Communications
Beyer,Hon.,Donald Sternoff,Beyer,20020047,JT,"AIA group, Ltd. Sponsored S",AAgIY,12/16/2021,"$1,001",-,"$1,001 - $15,000",New,sale 405 units AIA group Ltd
Beyer,Hon.,Donald Sternoff,Beyer,20020047,JT,BLF FedFund TDDXX  P,CS,12/16/2021,"$1,001",-,"$1,001 - $15,000",New,sweep purchase Blackrock Liq FDS Fed
Beyer,Hon.,Donald Sternoff,Beyer,20020047,JT,BLF FedFund TDDXX  S,CS,12/16/2021,"$1,001",-,"$1,001 - $15,000",New,sweep sale Blackrock Liq FDS Fed
Beyer,Hon.,Donald Sternoff,Beyer,20020047,JT,CVS Health Corporation   P,CVS,12/26/2021,"$1,001",-,"$1,001 - $15,000",New,purchase 36 units CVS Health Corp common
Beyer,Hon.,Donald Sternoff,Beyer,20020047,JT,Fiverr International Ltd. Ordinary S,,12/26/2021,"$1,001",-,"$1,001 - $15,000",New,sale 30 units Fiverr Intl Ltd Ordinary
Beyer,Hon.,Donald Sternoff,Beyer,20020047,JT,"guardant Health, Inc.   S",gH,12/26/2021,"$1,001",-,"$1,001 - $15,000",New,sale 35 units guardant Health Inc common
Beyer,Hon.,Donald Sternoff,Beyer,20020047,JT,iShares global Healthcare ETF P,IXJ,12/26/2021,"$1,001",-,"$1,001 - $15,000",New,purchase 35 shares iShares S&P global Healthcare
Beyer,Hon.,Donald Sternoff,Beyer,20020047,JT,iShares U.S. Telecommunications P,,12/26/2021,"$1,001",-,"$1,001 - $15,000",New,purchase iShares US Telecommunications
Beyer,Hon.,Donald Sternoff,Beyer,20020047,JT,"Nasdaq, Inc.   P",NDAQ,12/16/2021,"$1,001",-,"$1,001 - $15,000",New,five units NASDAQ Inc
Beyer,Hon.,Donald Sternoff,Beyer,20020047,JT,Novartis Ag   S,NVS,12/26/2021,"$1,001",-,"$1,001 - $15,000",New,sale 40 units Novartis Ag Spon ADR
Beyer,Hon.,Donald Sternoff,Beyer,20020047,JT,VanEck Biotech ETF   P,BBH,12/26/2021,"$1,001",-,"$1,001 - $15,000",New,purchase 17 shares Vaneck Trust Biotech
Beyer,Hon.,Donald Sternoff,Beyer,20020047,JT,Verizon Communications Inc.  S,VZ,12/26/2021,"$1,001",-,"$1,001 - $15,000",New,sale 50 units Verizon Communications
Blumenauer,Hon.,Earl,Blumenauer,20021808,SP,"Newmont Corporation   P 09/28/2022 10/05/2022 $1,001",NEM,Transaction,Date,Notification,Amount,New,Part of my spouse's retirement portfolio.
Blumenauer,Hon.,Earl,Blumenauer,20022078,SP,US Treasur NT 2% 11/30/22,,S,11/30/2022,12/04/2022,"$50,001 - $100,000",New,Full Redemption. Part of my spouse's retirement portfolio.
Blumenauer,Hon.,Earl,Blumenauer,20022078,SP,Northwest Natural Holding Company,NWN,11/15/2022,11/21/2022,"$1,001",-,New,Dividend reinvestment. Part of my spouse's retirement portfolio.
Blumenauer,Hon.,Earl,Blumenauer,20021970,SP,AT&T Inc.,T,10/05/2022,11/10/2022,"$1,001",-,New,Part of my spouse's retirement portfolio.
Blumenauer,Hon.,Earl,Blumenauer,20021970,SP,Toyota Motor Credit 3%25,CS,10/03/2022,11/10/2022,"$1,001",-,New,Bond interest. Part of my spouse's retirement portfolio.
Blumenauer,Hon.,Earl,Blumenauer,20021970,SP,Apple Inc.,AAPL,P,10/28/2022,11/10/2022,"$15,001 - $50,000",New,Part of my spouse's retirement portfolio.
Blumenauer,Hon.,Earl,Blumenauer,20021970,SP,Verizon Communications Inc.,VZ,P,10/10/2022,11/10/2022,"$15,001 - $50,000",New,Part of my spouse's retirement portfolio.
Blumenauer,Hon.,Earl,Blumenauer,20021808,SP,"Alaska Air Group, Inc.",ALK,09/30/2022,10/05/2022,"$1,001",-,New,Part of my spouse's retirement portfolio.
Blumenauer,Hon.,Earl,Blumenauer,20021808,SP,Amgen Inc.,AMGN,09/26/2022,10/05/2022,"$1,001",-,New,Part of my spouse's retirement portfolio.
Blumenauer,Hon.,Earl,Blumenauer,20021808,SP,Centene Corporation,CNC,09/26/2022,10/05/2022,"$1,001",-,New,Part of my spouse's retirement portfolio.
