Member,Prefix,FirstName,LastName,DocID,Owner,Asset,Ticker,Transaction Type,Transaction Date,Notification Date,Amount,Filing Status,Description
Blumenauer,Hon.,Earl,Blumenauer,20009802,SP,Royal Dutch shell adr 1 adr Reps 2,RCL,S,05/25/2018,06/26/2018,"$1 - $1,000",New,
Blumenauer,Hon.,Earl,Blumenauer,20009802,SP,"Cisco systems, Inc",CSCO,P,05/17/2018,06/26/2018,"$1,001 - gfedc",New,
Blumenauer,Hon.,Earl,Blumenauer,20009802,SP,Vodafone group Plc - american,VOD,P,05/15/2018,06/26/2018,"$1,001 - gfedc",New,
Blumenauer,Hon.,Earl,Blumenauer,20009788,SP,Northwest Natural gas Company,NWN,P,05/15/2018,05/17/2018,"$1,001 - $15,000 gfedc",New,Dividend reinvestment
Blumenauer,Hon.,Earl,Blumenauer,20009802,SP,NIKE Inc 2.375%26DuE11/01/26,,P,05/11/2018,06/26/2018,2.375%,New,Purchase of Nike Inc 2.375%26
Blumenauer,Hon.,Earl,Blumenauer,20009528,SP,Walmart Inc,WMT,P,05/09/2018,05/11/2018,"$1,001 - $15,000 gfedc",New,
Blumenauer,Hon.,Earl,Blumenauer,20009528,SP,american International group,AEP,P,05/07/2018,05/11/2018,"$1,001 - $15,000 gfedc",New,
Blumenauer,Hon.,Earl,Blumenauer,20009528,SP,"leggett & Platt, Incorporated",lEg,P,05/04/2018,05/11/2018,"$1,001 - $15,000 gfedc",New,
Blumenauer,Hon.,Earl,Blumenauer,20009528,SP,"Pfizer, Inc",PFE,P,05/04/2018,05/11/2018,"$1,001 - $15,000 gfedc",New,
Blumenauer,Hon.,Earl,Blumenauer,20009528,SP,aT&T Inc,T,P,04/27/2018,05/11/2018,"$1,001 - $15,000 gfedc",New,
Blumenauer,Hon.,Earl,Blumenauer,20009528,SP,state street Corporation,STT,P,04/20/2018,05/11/2018,"$1,001 - $15,000 gfedc",New,
Blumenauer,Hon.,Earl,Blumenauer,20009528,SP,Embraer s.a,ERJ,P,04/09/2018,05/11/2018,"$1,001 - $15,000 gfedc",New,
Blumenauer,Hon.,Earl,Blumenauer,20009235,SP,Kroger Company,KR,P,03/8/2018,04/5/2018,"$1,001 - $15,000",New,
Blumenauer,Hon.,Earl,Blumenauer,20009235,SP,alleghany Corporation,Y,P,03/7/2018,04/5/2018,"$1,001 - $15,000",New,
Blumenauer,Hon.,Earl,Blumenauer,20009235,SP,astrazeneca PlC,aZN,P,03/7/2018,04/5/2018,"$1,001 - $15,000",New,
Blumenauer,Hon.,Earl,Blumenauer,20009235,SP,"avnet, Inc",aVT,P,03/7/2018,04/5/2018,"$1,001 - $15,000",New,
Blumenauer,Hon.,Earl,Blumenauer,20009235,SP,Dun & Bradstreet Corporation,DNB,P,03/7/2018,04/5/2018,"$1,001 - $15,000",New,
Blumenauer,Hon.,Earl,Blumenauer,20009235,SP,Exxon Mobil Corporation,XOM,S,03/7/2018,04/5/2018,"$1,001 - $15,000",New,
Blumenauer,Hon.,Earl,Blumenauer,20009235,SP,JP Morgan Chase & Co,JPM,P,03/7/2018,04/5/2018,"$1,001 - $15,000",New,
Blumenauer,Hon.,Earl,Blumenauer,20009235,SP,"leggett & Platt, Incorporated",lEg,P,03/7/2018,04/5/2018,"$1,001 - $15,000",New,
Blumenauer,Hon.,Earl,Blumenauer,20009235,SP,"Magna International, Inc",Mga,P,03/7/2018,04/5/2018,"$1,001 - $15,000",New,
Blumenauer,Hon.,Earl,Blumenauer,20009235,SP,Northwest Natural gas Company,NWN,S,03/7/2018,04/5/2018,"$15,001 - $50,000",New,
Blumenauer,Hon.,Earl,Blumenauer,20009235,SP,us Treasur NT 2.25%02/20usT,,P,03/7/2018,04/5/2018,"$250,001 - $500,000",New,
Blumenauer,Hon.,Earl,Blumenauer,20009235,SP,Wells Fargo & Company,WFC,S,03/7/2018,04/5/2018,"$1,001 - $15,000",New,
Blumenauer,Hon.,Earl,Blumenauer,20009235,SP,us Treasur NT 2.75%02/28usT,,P,03/6/2018,04/5/2018,"$15,001 - $50,000",New,
Blumenauer,Hon.,Earl,Blumenauer,20009235,SP,aT&T Inc,T,P,03/21/2018,04/5/2018,"$15,001 - $50,000",New,
Blumenauer,Hon.,Earl,Blumenauer,20009235,SP,us Treasur NT 2.25%02/20usT,,P,03/16/2018,04/5/2018,"$100,001 - $250,000",New,
Blumenauer,Hon.,Earl,Blumenauer,20009235,SP,us Treasur NT 2.75%02/28usT,,P,03/16/2018,04/5/2018,"$15,001 - $50,000",New,
Blumenauer,Hon.,Earl,Blumenauer,20009092,SP,allergan plc Ordinary shares,agN,P,02/28/2018,03/6/2018,"$1,001 - $15,000",New,
Blumenauer,Hon.,Earl,Blumenauer,20009092,SP,aT&T Inc,T,P,02/28/2018,03/6/2018,"$1,001 - $15,000",New,
Blumenauer,Hon.,Earl,Blumenauer,20009092,SP,Ciena Corporation,CIEN,P,02/28/2018,03/6/2018,"$1,001 - $15,000",New,
Blumenauer,Hon.,Earl,Blumenauer,20009092,SP,"Citigroup, Inc",C,P,02/28/2018,03/6/2018,"$1,001 - $15,000",New,
Blumenauer,Hon.,Earl,Blumenauer,20009092,SP,Exxon Mobil Corporation,XOM,P,02/28/2018,03/6/2018,"$1,001 - $15,000",New,
Blumenauer,Hon.,Earl,Blumenauer,20009092,SP,"gilead sciences, Inc",GILD,P,02/28/2018,03/6/2018,"$1,001 - $15,000",New,
Blumenauer,Hon.,Earl,Blumenauer,20009092,SP,Howard Hughes Corporation,HHC,P,02/28/2018,03/6/2018,"$1,001 - $15,000",New,
Blumenauer,Hon.,Earl,Blumenauer,20009092,SP,Imax Corporation,IMaX,P,02/28/2018,03/6/2018,"$1,001 - $15,000",New,
Blumenauer,Hon.,Earl,Blumenauer,20009092,SP,Johnson & Johnson,JNJ,P,02/28/2018,03/6/2018,"$1,001 - $15,000",New,
Blumenauer,Hon.,Earl,Blumenauer,20009092,SP,Kroger Company,KR,P,02/28/2018,03/6/2018,"$1,001 - $15,000",New,
Blumenauer,Hon.,Earl,Blumenauer,20009092,SP,"Pfizer, Inc",PFE,P,02/28/2018,03/6/2018,"$1,001 - $15,000",New,
Blumenauer,Hon.,Earl,Blumenauer,20009092,SP,Procter & gamble Company,PG,P,02/28/2018,03/6/2018,"$1,001 - $15,000",New,
Blumenauer,Hon.,Earl,Blumenauer,20009092,SP,QualCOMM Incorporated,QCOM,P,02/28/2018,03/6/2018,"$1,001 - $15,000",New,
Blumenauer,Hon.,Earl,Blumenauer,20009092,SP,Royal Dutch shell,RCL,P,02/28/2018,03/6/2018,"$1,001 - $15,000",New,Royal Dutch shell Fspondored adr 1 adr Reps 2 Ord shs
Blumenauer,Hon.,Earl,Blumenauer,20009092,SP,Time Warner Inc. New,TWX,P,02/28/2018,03/6/2018,"$1,001 - $15,000",New,
Blumenauer,Hon.,Earl,Blumenauer,20009092,SP,Vodafone group Plc - american,,P,02/28/2018,03/6/2018,"$1,001 - $15,000",New,
Blumenauer,Hon.,Earl,Blumenauer,20009092,SP,Xerox Corporation,XRX,P,02/28/2018,03/6/2018,"$1,001 - $15,000",New,
Blumenauer,Hon.,Earl,Blumenauer,20009092,SP,"american International group, Inc. New",aIg,P,02/27/2018,03/6/2018,"$1,001 - $15,000",New,
Blumenauer,Hon.,Earl,Blumenauer,20009092,SP,Northwest Natural gas Company,NWN,P,02/15/2018,03/6/2018,"$1,001 - $15,000",New,Dividend reinvestment
Blumenauer,Hon.,Earl,Blumenauer,20009000,SP,Northwest Natural gas Company,NWN,P,02/15/2018,02/16/2018,"$1,001 - $15,000",New,Dividend reinvestment
Blumenauer,Hon.,Earl,Blumenauer,20008925,SP,"goldman sachs group, Inc",GS,P,01/17/2018,02/8/2018,"$1,001 - $15,000",New,
Blumenauer,Hon.,Earl,Blumenauer,20008925,SP,u.s. Bancorp,USB,P,01/17/2018,02/8/2018,"$1,001 - $15,000",New,
Blumenauer,Hon.,Earl,Blumenauer,20008925,SP,Wells Fargo & Company,WFC,P,01/12/2018,02/8/2018,"$1,001 - $15,000",New,
Blumenauer,Hon.,Earl,Blumenauer,20008925,SP,siemens ag american Depositary,,P,01/11/2018,02/8/2018,"$1,001 - $15,000",New,
Blunt Rochester,Hon.,Lisa,Blunt Rochester,20008721,DESCRIPTION:,$FZC: BHP BILLITON FIN,,S,LTD,SENIOR,NOTE,New,
Blunt Rochester,Hon.,Lisa,Blunt Rochester,20010767,JT,CINCINNATI FINANCIAL CORP,CINF,P,11/30/2018,11/30/2018,"$50,001 - gfedc",New,CINCINNATI FINANCIAL CORP SENIOR DEBENTURE 6.92% 05/15/2028 BUY TRADE 60 @120.542
Blunt Rochester,Hon.,Lisa,Blunt Rochester,20010382,JT,THERMO FISHER SCIENTIFIC,TMO,P,09/17/2018,09/17/2018,"$15,001 - gfedc",New,THERMO FISHER SCIENTIFIC SENIOR NOTE CALLABLE M/W 3.65% 12/15/2025 BUY TRADE 25
Blunt Rochester,Hon.,Lisa,Blunt Rochester,20010382,JT,BLOCK FINANCIAL CORP SR,,S,09/14/2018,09/14/2018,"$15,001 - gfedc",New,BLOCK FINANCIAL CORP SR NOTE CLBL M/W CR SENS 5.5% 11/01/2022 SELL TRADE 25 @103.793
Blunt Rochester,Hon.,Lisa,Blunt Rochester,20009686,JT,GOLDMAN SACHS BK USA NY,GS,P,05/30/2018,05/30/2018,"$15,001 - gfedc",New,GOLDMAN SACHS BK USA NY CD 3%
Blunt Rochester,Hon.,Lisa,Blunt Rochester,20009686,JT,GOLDMAN SACHS BK USA NY,GS,P,05/30/2018,05/30/2018,"$15,001 - gfedc",New,GOLDMAN SACHS BK USA NY CD 3%
Blunt Rochester,Hon.,Lisa,Blunt Rochester,20009686,JT,GOLDMAN SACHS BK USA NY,GS,P,05/30/2018,05/30/2018,"$100,001 - gfedc",New,GOLDMAN SACHS BK USA NY CD 3%
Blunt Rochester,Hon.,Lisa,Blunt Rochester,20009228,JT,CARLISLE COS INC SENIOR NOTE,,P,03/6/2018,03/6/2018,"$1,001 - $15,000",New,CARLISLE COS INC SENIOR NOTE CALLABLE M/W 3.75% 12/01/2027 BUY
Blunt Rochester,Hon.,Lisa,Blunt Rochester,20009087,JT,CINCINNATI FINANCIAL CORP,CINF,P,03/2/2018,03/2/2018,"$15,001 - $50,000",New,"CINCINNATI FINANCIAL CORP SENIOR DEBENTURE, RATE: 6.92"
Blunt Rochester,Hon.,Lisa,Blunt Rochester,20009087,JT,LYB INTL FINANCE BV SENIOR NOTE,,P,02/22/2018,02/22/2018,"$15,001 - $50,000",New,LYB INTL FINANCE BV SENIOR NOTE M/W 4% 07/15/2023 BUY TRADE 40 @102.521
Blunt Rochester,Hon.,Lisa,Blunt Rochester,20009087,JT,HESS CORPORATION SENIOR NOTE,HES,S,02/15/2018,02/15/2018,"$15,001 - $50,000",New,HESS CORPORATION SENIOR NOTE M/W 8.125% 02/15/2019
Blunt Rochester,Hon.,Lisa,Blunt Rochester,20008721,JT,$FZC: BHP BILLITON FIN USA LTD,,S,01/2/2018,01/2/2018,"$100,001 - $250,000",New,"Subholding of: LISA BLUNT ROCHESTER REV TST UA Apr 02,2015 LISA BLUNT ROCHESTER TR"
Blunt Rochester,Hon.,Lisa,Blunt Rochester,20008721,JT,CHEVRON CORP SENIOR NOTE,CVX,S,01/2/2018,01/2/2018,"$100,001 - $250,000",New,CHEVRON CORP SENIOR NOTE CALLABLE M/W 3.326% 11/17/2025 SELL TRADE 100 @102.686
Blunt Rochester,Hon.,Lisa,Blunt Rochester,20008721,JT,CVS HEALTH CORPORATION SENIOR,CVS,S,01/2/2018,01/2/2018,"$100,001 - $250,000",New,CVS HEALTH CORPORATION SENIOR NOTE CALLABLE M/W 3.375% 08/12/2024 SELL TRADE 100
Blunt Rochester,Hon.,Lisa,Blunt Rochester,20008721,JT,HCP INC SENIOR NOTE CALLABLE,,S,01/2/2018,01/2/2018,"$50,001 - $100,000",New,HUMANA INC SENIOR NOTE M/W 6.3% 08/01/2018 BONDS - FULL CALL 60 @102.571
Blunt Rochester,Hon.,Lisa,Blunt Rochester,20008721,JT,MOODY' CORP SENIOR MED TERM,MCO,S,01/2/2018,01/2/2018,"$100,001 - $250,000",New,MOODY'S CORP SENIOR MED TERM NOTE CLBL M/W 2.75% 07/15/2019 SELL TRADE 100 @100.52
Blunt Rochester,Hon.,Lisa,Blunt Rochester,20008721,JT,NVR INC SENIOR NOTE CALLABLE,,S,01/2/2018,01/2/2018,"$100,001 - $250,000",New,NVR INC SENIOR NOTE CALLABLE M/W 3.95% 09/15/2022 SELL TRADE 120 @104.105
Brooks,Hon.,Mo,Brooks,20010366,JT,"alpha Pro Tech, ltd",aPT,S,s,(partial),09/24/2018,New,
Brooks,Hon.,Mo,Brooks,20009743,JT,"alpha Pro Tech, ltd",aPT,S,s,(partial),05/25/2018,New,
Brooks,Hon.,Mo,Brooks,20010805,SP,"lee Enterprises, Incorporated",lEE,P,11/27/2018,11/27/2018,"$1,001 - $15,000 gfedc",New,
Brooks,Hon.,Mo,Brooks,20010805,JT,Berkshire Hathaway Inc. New,BRK.B,P,10/30/2018,10/30/2018,"$15,001 - gfedc",New,
Brooks,Hon.,Mo,Brooks,20010541,JT,Berkshire Hathaway Inc. New,BRK.B,P,10/24/2018,10/24/2018,"$15,001 - gfedc",New,
Brooks,Hon.,Mo,Brooks,20010541,SP,"lee Enterprises, Incorporated",lEE,P,10/15/2018,10/15/2018,"$1,001 - $15,000 gfedc",New,
Brooks,Hon.,Mo,Brooks,20010541,JT,Duke Energy Corporation,DUK,P,10/02/2018,10/02/2018,"$15,001 - gfedc",New,
Brooks,Hon.,Mo,Brooks,20010366,JT,Duke Energy Corporation,DUK,P,09/24/2018,09/24/2018,"$15,001 - gfedc",New,
Brooks,Hon.,Mo,Brooks,20010366,SP,"lee Enterprises, Incorporated",lEE,P,08/27/2018,08/27/2018,"$1,001 - $15,000 gfedc",New,
Brooks,Hon.,Mo,Brooks,20010366,SP,"lee Enterprises, Incorporated",lEE,P,08/24/2018,08/24/2018,"$1,001 - $15,000 gfedc",New,
Brooks,Hon.,Susan W.,Brooks,20009918,SP,"Velicept Therapeutics, Inc",PS,P,07/12/2018,07/12/2018,"$1,001 - $15,000 gfedc",New,INVESTMENT PURCHaSE
Brooks,Hon.,Mo,Brooks,20009848,JT,"lee Enterprises, Incorporated",lEE,P,06/26/2018,06/26/2018,"$15,001 - gfedc",New,
Brooks,Hon.,Mo,Brooks,20009743,JT,"lee Enterprises, Incorporated",lEE,P,06/14/2018,06/14/2018,"$1,001 - $15,000 gfedc",New,
Brooks,Hon.,Mo,Brooks,20009743,JT,Berkshire Hathaway Inc. New,BRK.B,P,05/25/2018,05/25/2018,"$15,001 - gfedc",New,
Brooks,Hon.,Mo,Brooks,20009743,JT,North Carolina CaP FaCs FIN agy,,P,05/08/2018,05/08/2018,"$1,001 - $15,000 gfedc",New,
Brooks,Hon.,Mo,Brooks,20009433,JT,Duke Energy Corporation,DUK,P,04/16/2018,04/16/2018,"$15,001 - gfedc",New,
Brooks,Hon.,Susan W.,Brooks,20009475,SP,"MYoTa, INC",PS,P,04/12/2018,04/20/2018,"$15,001 - gfedc",New,INVESTMENT
Brooks,Hon.,Mo,Brooks,20009061,JT,Decatur ala City Brd Ed spl Tax sch,,S,02/12/2018,02/12/2018,"$15,001 - $50,000",New,
Brooks,Hon.,Mo,Brooks,20009061,JT,Duke Energy Corporation,DUK,P,02/12/2018,02/12/2018,"$15,001 - $50,000",New,
Brooks,Hon.,Susan W.,Brooks,20008849,SP,VELICEPT,,P,01/9/2018,01/12/2018,"$1,001 - $15,000",New,INVESTMENT PURCHaSE
Brooks,Hon.,Mo,Brooks,20008873,JT,Tucows Inc,TCX,S,01/9/2018,01/9/2018,"$1,001 - $15,000",New,
Brooks,Hon.,Mo,Brooks,20008873,JT,Etowah Cnty ala Brd Ed Cap Outlay,,S,01/23/2018,01/23/2018,"$1,001 - $15,000",New,
Brooks,Hon.,Mo,Brooks,20008873,JT,Mobile Cnty ala Brd sch Commrs,,S,01/23/2018,01/23/2018,"$1,001 - $15,000",New,
Brooks,Hon.,Mo,Brooks,20008873,JT,Phenix City al sch Wts genl Oblig,,S,01/23/2018,01/23/2018,"$15,001 - $50,000",New,
Buchanan,Hon.,Vern,Buchanan,20008790,JT,oklahoma St Turnpike 5.0% 01/01/29,,P,12/21/2017,01/10/2018,"$100,001 - $250,000",New,Subholding of: BNY Mellon 5000
Buchanan,Hon.,Vern,Buchanan,20008790,JT,Cypress-Fairbanks TX 4.0% 02/15/40,,S,12/18/2017,01/10/2018,"$100,001 - $250,000",New,Subholding of: BNY Mellon 5000
Buchanan,Hon.,Vern,Buchanan,20008790,JT,Mecklenburg Cnty NC 5.0% 02/01/18,,S,12/15/2017,01/10/2018,"$15,001 - $50,000",New,Subholding of: BNY Mellon 5000
Buchanan,Hon.,Vern,Buchanan,20010905,JT,N Fort Bend TX Wtr a 5.25%,,S,11/15/2018,12/10/2018,5.25%,New,Subholding of: BNY Mellon 5000
Buchanan,Hon.,Vern,Buchanan,20010905,JT,Washington DC Met area 5.0%,,P,11/15/2018,12/10/2018,5.0%,New,Subholding of: BNY Mellon 5000
Buchanan,Hon.,Vern,Buchanan,20010721,JT,Charleston SC Eductn 5% 12/01/19,,S,10/31/2018,11/09/2018,5%,New,Subholding of: BNY Mellon 5000
Buchanan,Hon.,Vern,Buchanan,20010721,JT,Maricopa Cnty aZ Unif 5% 7/01/21,Marriott International,P,10/31/2018,11/09/2018,5%,New,Subholding of: BNY Mellon 5000
Buchanan,Hon.,Vern,Buchanan,20010721,JT,Met Transportation auth 5%,,P,10/24/2018,11/09/2018,5%,New,Subholding of: BNY Mellon 5000
Buchanan,Hon.,Vern,Buchanan,20010721,JT,Metropolitan Transit 5% 11/15/24,,S,10/24/2018,11/09/2018,5%,New,Subholding of: BNY Mellon 5000
Buchanan,Hon.,Vern,Buchanan,20010506,JT,Black Belt Energy ga 4.0%,,P,09/27/2018,10/11/2018,4.0%,New,Subholding of: BNY Mellon 5000
Buchanan,Hon.,Vern,Buchanan,20010506,JT,Centrl Plains Energy 5.0% 8/01/39,,S,09/27/2018,10/11/2018,5.0%,New,Subholding of: BNY Mellon 5000
Buchanan,Hon.,Vern,Buchanan,20010163,JT,New Jersey St Transp 5% 6/15/22,,P,07/25/2018,08/10/2018,5%,New,Subholding of: BNY Mellon 5000
Buchanan,Hon.,Vern,Buchanan,20010163,JT,New Jersey St Transp 5% 6/15/24,,S,07/23/2018,08/10/2018,5%,New,Subholding of: BNY Mellon 5000
Buchanan,Hon.,Vern,Buchanan,20010163,JT,Colorado St Hlth Fac 5% 11/15/48,,P,07/12/2018,08/10/2018,5%,New,Subholding of: BNY Mellon 5000
Buchanan,Hon.,Vern,Buchanan,20009959,JT,New York ST Urban De 5%,,S,06/25/2018,07/10/2018,5%,New,Subholding of: BNY Mellon 5000
Buchanan,Hon.,Vern,Buchanan,20009773,JT,Minneapolis MN Hkth 4% 11/15/18,,S,05/29/2018,06/11/2018,4%,New,Subholding of: BNY Mellon 5000
